Link,Data,Hora,Pais,Liga,Rodada,Home,Away,H_gols_ft,A_gols_ft,H_gols_ht,A_gols_ht,H_posse,A_posse,H_xg,A_xg,H_chutes,A_chutes,H_chutes_alvo,A_chutes_alvo,H_escanteios,A_escanteios,H_faltas,A_faltas,H_amarelos,A_amarelos,H_vermelhos,A_vermelhos,H_ataques,A_ataques,H_ataques_perigosos,A_ataques_perigosos,H_defesas_goleiro,A_defesas_goleiro,H_passes,A_passes,H_acerto_passe,A_acerto_passe,H_passes_decisivos,A_passes_decisivos,H_cruzamentos,A_cruzamentos,H_dribles,A_dribles,H1_chutes_alvo,A1_chutes_alvo,H1_ataques,A1_ataques,H1_ataques_perigosos,A1_ataques_perigosos,H2_chutes_alvo,A2_chutes_alvo,H2_ataques,A2_ataques,H2_ataques_perigosos,A2_ataques_perigosos,Odd_h_open,Odd_d_open,Odd_a_open,Odd_h_close,Odd_d_close,Odd_a_close
https://redscores.com/match/ried-hartberg/P7xRQA#1711011,2025-11-22,13:00,Austria,Tipico Bundesliga,Rodada 14,Hartberg,Ried,2,0,2,0,40.0,60.0,1.56,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/salzburg-ried/zxP7#1711068,2025-11-02,10:30,Austria,Tipico Bundesliga,Rodada 12,Salzburg,Ried,4,1,4,1,60.0,40.0,2.33,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/ried-rapid-vienna/P7xj9#1711064,2025-10-26,10:30,Austria,Tipico Bundesliga,Rodada 11,Ried,Rapid Vienna,0,2,0,2,54.0,46.0,1.59,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/blau-weis-linz-wsg-tirol/d3x3CA#1711066,2025-10-25,12:00,Austria,Tipico Bundesliga,Rodada 11,WSG Tirol,Blau-Weiß Linz,2,0,2,0,33.0,67.0,1.34,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/sturm-graz-rheindorf-altach/b4xWBA#1711040,2025-10-05,09:30,Austria,Tipico Bundesliga,Rodada 9,Rheindorf Altach,Sturm Graz,0,2,0,2,43.0,57.0,0.83,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/blau-weis-linz-austria-wien/d3xP8#1711038,2025-10-04,12:00,Austria,Tipico Bundesliga,Rodada 9,Austria Wien,Blau-Weiß Linz,0,1,0,1,51.0,49.0,1.41,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/sturm-graz-hartberg/b4xRQA#1711029,2025-09-28,09:30,Austria,Tipico Bundesliga,Rodada 8,Sturm Graz,Hartberg,1,0,1,0,67.0,33.0,1.85,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/blau-weis-linz-rheindorf-altach/d3xWBA#1711045,2025-09-27,12:00,Austria,Tipico Bundesliga,Rodada 8,Blau-Weiß Linz,Rheindorf Altach,1,0,1,0,39.0,61.0,0.85,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/lask-linz-wolfsberger-ac/h4xCAA#1711048,2025-09-27,12:00,Austria,Tipico Bundesliga,Rodada 8,Wolfsberger AC,LASK Linz,1,0,1,0,49.0,51.0,1.41,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/rheindorf-altach-wsg-tirol/WBAx3CA#1711044,2025-09-21,09:30,Austria,Tipico Bundesliga,Rodada 7,Rheindorf Altach,WSG Tirol,1,1,1,1,66.0,34.0,2.71,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/wolfsberger-ac-hartberg/CAAxRQA#1711043,2025-09-20,12:00,Austria,Tipico Bundesliga,Rodada 7,Hartberg,Wolfsberger AC,2,2,2,2,44.0,56.0,2.28,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/ried-austria-wien/P7xP8#1711004,2025-09-20,12:00,Austria,Tipico Bundesliga,Rodada 7,Austria Wien,Ried,3,2,3,2,60.0,40.0,2.23,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/sturm-graz-austria-wien/b4xP8#1711035,2025-09-14,12:00,Austria,Tipico Bundesliga,Rodada 6,Sturm Graz,Austria Wien,0,1,0,1,69.0,31.0,0.78,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/lask-linz-rheindorf-altach/h4xWBA#1711032,2025-09-13,12:00,Austria,Tipico Bundesliga,Rodada 6,Rheindorf Altach,LASK Linz,1,0,1,0,44.0,56.0,2.68,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/salzburg-hartberg/zxRQA#1711000,2025-08-16,12:00,Austria,Tipico Bundesliga,Rodada 3,Hartberg,Salzburg,1,2,1,2,32.0,68.0,1.86,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/lask-linz-wsg-tirol/h4x3CA#1711014,2025-08-10,12:00,Austria,Tipico Bundesliga,Rodada 2,WSG Tirol,LASK Linz,3,1,3,1,37.0,63.0,2.84,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/salzburg-grazer-ak/zx0qA#1711013,2025-08-09,14:30,Austria,Tipico Bundesliga,Rodada 2,Salzburg,Grazer AK,5,0,5,0,75.0,25.0,3.71,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/austria-wien-grazer-ak/P8x0qA#1711017,2025-08-03,12:00,Austria,Tipico Bundesliga,Rodada 1,Grazer AK,Austria Wien,2,2,2,2,37.0,63.0,0.71,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/sturm-graz-wolfsberger-ac/b4xCAA#1678087,2025-05-24,12:00,Austria,Tipico Bundesliga,Rodada 10,Sturm Graz,Wolfsberger AC,1,1,1,1,52.0,48.0,0.91,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/salzburg-blau-weis-linz/zxd3#1678084,2025-05-18,12:00,Austria,Tipico Bundesliga,Rodada 9,Blau-Weiß Linz,Salzburg,1,2,1,2,32.0,68.0,0.89,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/rheindorf-altach-austria-klagenfurt/WBAxTCA#1678061,2025-05-17,12:00,Austria,Tipico Bundesliga,Rodada 9,Rheindorf Altach,Austria Klagenfurt,0,0,0,0,60.0,40.0,0.53,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/austria-klagenfurt-wsg-tirol/TCAx3CA#1678062,2025-05-10,12:00,Austria,Tipico Bundesliga,Rodada 8,Austria Klagenfurt,WSG Tirol,1,4,1,4,51.0,49.0,4.03,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/blau-weis-linz-sturm-graz/d3xb4#1678171,2025-05-04,09:30,Austria,Tipico Bundesliga,Rodada 7,Blau-Weiß Linz,Sturm Graz,0,1,0,1,51.0,49.0,0.42,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/lask-linz-austria-klagenfurt/h4xTCA#1678071,2025-04-26,12:00,Austria,Tipico Bundesliga,Rodada 6,LASK Linz,Austria Klagenfurt,6,0,6,0,74.0,26.0,1.95,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/blau-weis-linz-rapid-vienna/d3xj9#1678160,2025-04-23,13:30,Austria,Tipico Bundesliga,Rodada 5,Blau-Weiß Linz,Rapid Vienna,2,1,2,1,31.0,69.0,1.0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/rapid-vienna-wolfsberger-ac/j9xCAA#1678163,2025-04-20,09:30,Austria,Tipico Bundesliga,Rodada 4,Wolfsberger AC,Rapid Vienna,5,1,5,1,54.0,46.0,4.36,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
