data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-14,Espanha - La Liga,14:00,Valencia,Rayo Vallecano,2.25,3.3,3.3,https://redscores.com/pt-br/match/valencia-rayo-vallecano/PBxFd
2026-05-14,Espanha - La Liga,15:00,Girona,Real Sociedad,1.95,3.9,3.5,https://redscores.com/pt-br/match/girona-real-sociedad/YBxWE
2026-05-14,Espanha - La Liga,16:30,Real Madrid,R. Oviedo,1.25,6.5,10.0,https://redscores.com/pt-br/match/real-oviedo-real-madrid/qAx15
2026-05-14,Inglaterra - League One,16:00,Bradford City,Bolton,2.5,3.3,2.75,https://redscores.com/pt-br/match/bolton-wanderers-bradford-city/ixHb
2026-05-14,Suíça - Super League,11:30,Basel,St. Gallen,2.55,3.6,2.55,https://redscores.com/pt-br/match/st-gallen-basel/6CxUD
2026-05-14,Suíça - Super League,11:30,Sion,Lugano,2.2,3.4,3.1,https://redscores.com/pt-br/match/sion-lugano/RDxZvB
2026-05-14,Suíça - Super League,11:30,Thun,Young Boys,2.05,3.8,3.2,https://redscores.com/pt-br/match/young-boys-thun/SfxU1b
2026-05-14,México - Liga MX,22:00,Pachuca,Pumas UNAM,2.05,3.7,3.4,https://redscores.com/pt-br/match/pumas-unam-pachuca/azxqvb
2026-05-14,Arábia Saudita - Pro League,12:55,Al Fateh,Al Najma,1.48,4.33,5.5,https://redscores.com/pt-br/match/al-fateh-al-najma/RRAx0jB
2026-05-14,Arábia Saudita - Pro League,15:00,Al Quadisiya,Al Hazm,1.22,6.0,9.0,https://redscores.com/pt-br/match/al-quadisiya-al-hazm/tPBxcXc
2026-05-14,Arábia Saudita - Pro League,15:00,Al Ettifaq,Al Ittihad,3.5,3.75,1.83,https://redscores.com/pt-br/match/al-ittihad-al-ettifaq/zDxdvb
2026-05-14,Bolívia - Liga De Futbol Prof,16:00,Always Ready,The Strongest,1.65,4.2,4.1,https://redscores.com/pt-br/match/the-strongest-always-ready/kvbxJ7AA
2026-05-14,Bolívia - Liga De Futbol Prof,19:00,Real Potosí,ABB,1.66,4.0,4.2,https://redscores.com/pt-br/match/real-potosi-abb/25BxyseA
2026-05-14,Bolívia - Liga De Futbol Prof,21:00,Oriente Petrolero,Guabirá,1.85,3.75,3.5,https://redscores.com/pt-br/match/oriente-petrolero-guabira/AGbxAEB
2026-05-14,Bulgária - Parva Liga,09:15,Septemvri Sofia,Spartak Varna,1.7,3.4,4.75,https://redscores.com/pt-br/match/spartak-varna-septemvri-sofia/UTAxlbb
2026-05-14,Bulgária - Parva Liga,11:45,Botev Vratsa,Montana,1.7,3.75,4.75,https://redscores.com/pt-br/match/montana-botev-vratsa/fjxZPA
2026-05-14,Bulgária - Parva Liga,14:15,Lokomotiv Sofia 1929,Beroe,1.75,3.75,4.5,https://redscores.com/pt-br/match/beroe-lokomotiv-sofia-1929/oAbx2Ab
2026-05-14,Dinamarca - First Division,08:00,Hobro,Aarhus Fremad,2.75,3.25,2.5,https://redscores.com/pt-br/match/hobro-aarhus-fremad/5NxAKb
2026-05-14,Paraguai - Division 1,17:00,Libertad,2 de Mayo,1.72,3.3,4.1,https://redscores.com/pt-br/match/libertad-2-de-mayo/b7bxfBc
2026-05-14,Suécia - Superettan,12:00,Ljungskile,GIF Sundsvall,1.66,3.7,4.5,https://redscores.com/pt-br/match/ljungskile-gif-sundsvall/npxOob
