data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-19,Inglaterra - Premier League,15:30,Bournemouth,Man City,4.33,4.33,1.66,https://redscores.com/pt-br/match/manchester-city-afc-bournemouth/Ex1
2026-05-19,Inglaterra - Premier League,16:15,Chelsea,Tottenham,2.0,3.6,3.6,https://redscores.com/pt-br/match/tottenham-hotspur-chelsea/dxj
2026-05-19,Bélgica - Pro League,15:30,Westerlo,St. Liège,1.95,3.6,3.6,https://redscores.com/pt-br/match/westerlo-standard-liege/1CxOF
2026-05-19,Bélgica - Pro League,15:30,Charleroi,OH Leuven,1.7,4.0,4.5,https://redscores.com/pt-br/match/sporting-charleroi-oh-leuven/ZIx5P
2026-05-19,Bélgica - Pro League,15:30,Genk,Antwerp,1.6,4.1,5.25,https://redscores.com/pt-br/match/antwerp-genk/LCxMw
2026-05-19,Itália - Serie B,15:00,Monza,Juve Stabia,1.65,3.7,5.25,https://redscores.com/pt-br/match/monza-juve-stabia/vnx31A
2026-05-19,Áustria - Tipico Bundesliga,13:30,Ried,Wolfsberger,2.25,3.4,3.1,https://redscores.com/pt-br/match/ried-wolfsberger-ac/P7xCAA
2026-05-19,China - Super League,08:35,Tianjin Jinmen Tiger,Henan Songshan Longmen,2.8,3.25,2.55,https://redscores.com/pt-br/match/tianjin-jinmen-tiger-henan-songshan-longmen/vVxfib
2026-05-19,China - Super League,08:35,Shenzhen Peng City,Dalian Zhixing,2.5,3.3,2.75,https://redscores.com/pt-br/match/shenzhen-peng-city-dalian-zhixing/k0cxTfFA
2026-05-19,China - Super League,09:00,Chengdu Rongcheng,Shanghai Port,1.53,4.33,5.75,https://redscores.com/pt-br/match/shanghai-port-chengdu-rongcheng/IQAxZ0c
2026-05-19,China - Super League,09:00,Qingdao Youth Island,Beijing Guoan,3.9,3.7,1.9,https://redscores.com/pt-br/match/beijing-guoan-qingdao-youth-island/H4xqfeA
2026-05-19,Argélia - Ligue 1,12:00,MB Rouisset,Paradou AC,1.95,3.0,3.6,https://redscores.com/pt-br/match/paradou-ac-mb-rouisset/ZkcxwoM
2026-05-19,Argélia - Ligue 1,12:00,Ben Aknoun,Mostaganem,1.27,5.0,9.0,https://redscores.com/pt-br/match/mostaganem-ben-aknoun/kKcxEwt
2026-05-19,Argélia - Ligue 1,13:45,CS Constantine,USM Khenchela,1.6,3.4,5.0,https://redscores.com/pt-br/match/cs-constantine-usm-khenchela/8MxUoM
2026-05-19,Argélia - Ligue 1,16:00,USM Alger,Oued Akbou,2.1,2.8,3.5,https://redscores.com/pt-br/match/usm-alger-oued-akbou/8CbxdOAA
2026-05-19,Armênia - Premier League,12:00,Noah,Ararat,1.12,9.0,13.0,https://redscores.com/pt-br/match/ararat-noah/BOAxlTR
2026-05-19,Estônia - Meistriliiga,13:00,Tammeka,Flora,,,,https://redscores.com/pt-br/match/tammeka-flora/jEAxRkb
2026-05-19,Israel - Ligat ha'Al,14:30,Hapoel Be'er Sheva,Maccabi Tel Aviv,1.61,3.9,4.2,https://redscores.com/pt-br/match/hapoel-be-er-sheva-maccabi-tel-aviv/oexez
2026-05-19,Israel - Ligat ha'Al,14:30,Maccabi Haifa,Hapoel Tel Aviv,2.4,3.4,2.62,https://redscores.com/pt-br/match/maccabi-haifa-hapoel-tel-aviv/lExE2A
2026-05-19,Israel - Ligat ha'Al,14:30,Hapoel Petah Tikva,Beitar Jerusalem,6.5,5.0,1.33,https://redscores.com/pt-br/match/beitar-jerusalem-hapoel-petah-tikva/uExD1A
2026-05-19,Suécia - Superettan,14:00,Helsingborg,Varberg BoIS,2.62,3.5,2.5,https://redscores.com/pt-br/match/helsingborg-varberg-bois/XexPSB
