data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-17,Inglaterra - Premier League,08:30,Manchester United,Nottingham,1.6,4.2,5.25,https://redscores.com/pt-br/match/manchester-united-nottingham-forest/hxbA
2026-05-17,Inglaterra - Premier League,11:00,Leeds,Brighton,3.3,3.6,2.1,https://redscores.com/pt-br/match/leeds-united-brighton-hove-albion/fAxIA
2026-05-17,Inglaterra - Premier League,11:00,Brentford,Crystal Palace,1.66,4.33,4.5,https://redscores.com/pt-br/match/crystal-palace-brentford/0x2B
2026-05-17,Inglaterra - Premier League,11:00,Everton,Sunderland,1.83,3.7,4.2,https://redscores.com/pt-br/match/sunderland-everton/BxG
2026-05-17,Inglaterra - Premier League,11:00,Wolves,Fulham,3.9,3.8,1.9,https://redscores.com/pt-br/match/fulham-wolverhampton-wanderers/FxO
2026-05-17,Inglaterra - Premier League,13:30,Newcastle,West Ham,2.15,3.8,3.0,https://redscores.com/pt-br/match/west-ham-united-newcastle-united/Axk
2026-05-17,Espanha - La Liga,14:00,Athletic Club,Celta Vigo,2.15,3.25,3.5,https://redscores.com/pt-br/match/celta-de-vigo-athletic-club/sxKrB
2026-05-17,Espanha - La Liga,14:00,Atlético Madrid,Girona,1.75,3.75,4.5,https://redscores.com/pt-br/match/girona-atletico-madrid/YBxZeb
2026-05-17,Espanha - La Liga,14:00,Elche,Getafe,2.25,3.0,3.6,https://redscores.com/pt-br/match/getafe-elche/WAxAj
2026-05-17,Espanha - La Liga,14:00,Sevilla,Real Madrid,3.25,3.5,2.15,https://redscores.com/pt-br/match/sevilla-real-madrid/CFx15
2026-05-17,Espanha - La Liga,14:00,Levante,Mallorca,2.1,3.4,3.5,https://redscores.com/pt-br/match/mallorca-levante/RfxU5
2026-05-17,Espanha - La Liga,14:00,Rayo Vallecano,Villarreal,2.3,3.5,3.0,https://redscores.com/pt-br/match/rayo-vallecano-villarreal/Fdxa6
2026-05-17,Espanha - La Liga,14:00,Osasuna,Espanyol,2.1,2.87,4.1,https://redscores.com/pt-br/match/osasuna-espanyol/qDxue
2026-05-17,Espanha - La Liga,14:00,R. Oviedo,Alavés,3.8,3.7,1.9,https://redscores.com/pt-br/match/real-oviedo-deportivo-alaves/qAxyY
2026-05-17,Espanha - La Liga,14:00,Real Sociedad,Valencia,2.15,3.3,3.5,https://redscores.com/pt-br/match/valencia-real-sociedad/PBxWE
2026-05-17,Espanha - La Liga,16:15,Barcelona,Betis,1.33,6.0,7.0,https://redscores.com/pt-br/match/fc-barcelona-real-betis/lAx7D
2026-05-17,Itália - Serie A,07:00,Como,Parma,1.27,5.25,12.0,https://redscores.com/pt-br/match/como-parma/mcxqd
2026-05-17,Itália - Serie A,07:00,Genoa,Milan,4.5,3.8,1.75,https://redscores.com/pt-br/match/genoa-milan/UAx1A
2026-05-17,Itália - Serie A,07:00,Juventus,Fiorentina,1.33,5.75,8.0,https://redscores.com/pt-br/match/fiorentina-juventus/YAxHf
2026-05-17,Itália - Serie A,07:00,Pisa,Napoli,9.5,4.75,1.36,https://redscores.com/pt-br/match/napoli-pisa/YExRI
2026-05-17,Itália - Serie A,07:00,Roma,Lazio,1.5,4.33,6.25,https://redscores.com/pt-br/match/roma-lazio/SxV
2026-05-17,Itália - Serie A,10:00,Inter,Hellas Verona,1.22,8.0,9.0,https://redscores.com/pt-br/match/hellas-verona-inter/MjxbY
2026-05-17,Itália - Serie A,13:00,Atalanta,Bologna,1.66,4.1,4.75,https://redscores.com/pt-br/match/atalanta-bologna/SFxrIb
2026-05-17,Itália - Serie A,15:45,Cagliari,Torino,2.3,3.1,3.4,https://redscores.com/pt-br/match/cagliari-torino/sExBf
2026-05-17,Itália - Serie A,15:45,Sassuolo,Lecce,2.62,3.2,2.7,https://redscores.com/pt-br/match/sassuolo-lecce/pwxVCb
2026-05-17,Itália - Serie A,15:45,Udinese,Cremonese,2.37,3.3,3.0,https://redscores.com/pt-br/match/udinese-cremonese/UCxy2b
2026-05-17,França - Ligue 1,16:00,Nantes,Toulouse,2.62,3.4,2.62,https://redscores.com/pt-br/match/nantes-toulouse/8xWc
2026-05-17,França - Ligue 1,16:00,Marseille,Rennes,2.05,3.7,3.4,https://redscores.com/pt-br/match/olympique-marseille-rennes/wxzE
2026-05-17,França - Ligue 1,16:00,LOSC Lille,Auxerre,1.42,4.5,7.5,https://redscores.com/pt-br/match/losc-lille-auxerre/JFxl9
2026-05-17,França - Ligue 1,16:00,Nice,Metz,1.33,5.25,9.0,https://redscores.com/pt-br/match/nice-metz/LDxs6
2026-05-17,França - Ligue 1,16:00,Lyon,Lens,1.72,4.0,4.33,https://redscores.com/pt-br/match/olympique-lyonnais-lens/jAxNc
2026-05-17,França - Ligue 1,16:00,Paris,PSG,5.0,4.5,1.55,https://redscores.com/pt-br/match/paris-saint-germain-paris/vEx4gA
2026-05-17,França - Ligue 1,16:00,Strasbourg,Monaco,3.1,3.8,2.15,https://redscores.com/pt-br/match/strasbourg-monaco/HFxjZA
2026-05-17,França - Ligue 1,16:00,Brest,Angers,1.83,3.6,4.33,https://redscores.com/pt-br/match/brest-angers-sco/lcxwg
2026-05-17,França - Ligue 1,16:00,Lorient,Le Havre,2.62,3.5,2.6,https://redscores.com/pt-br/match/le-havre-lorient/jIxXOb
2026-05-17,Países Baixos - Eredivisie,09:30,Heerenveen,Ajax,3.0,3.9,2.1,https://redscores.com/pt-br/match/ajax-sc-heerenveen/JfxiI
2026-05-17,Países Baixos - Eredivisie,09:30,PSV,Twente,2.15,4.0,2.9,https://redscores.com/pt-br/match/fc-twente-psv/wExFF
2026-05-17,Países Baixos - Eredivisie,09:30,Zwolle,Feyenoord,4.0,4.2,1.75,https://redscores.com/pt-br/match/feyenoord-pec-zwolle/gAxui
2026-05-17,Países Baixos - Eredivisie,09:30,Sparta Rotterdam,Excelsior,2.0,3.8,3.4,https://redscores.com/pt-br/match/sparta-rotterdam-excelsior/cHxCN
2026-05-17,Países Baixos - Eredivisie,09:30,Nijmegen,G. A. Eagle,1.38,5.0,7.5,https://redscores.com/pt-br/match/nec-nijmegen-go-ahead-eagles/dex3f
2026-05-17,Países Baixos - Eredivisie,09:30,Heracles Almelo,Groningen,5.25,4.5,1.55,https://redscores.com/pt-br/match/heracles-almelo-fc-groningen/aLxNt
2026-05-17,Países Baixos - Eredivisie,09:30,FC Volendam,Telstar,2.9,3.6,2.3,https://redscores.com/pt-br/match/telstar-fc-volendam/MMxIT
2026-05-17,Países Baixos - Eredivisie,09:30,AZ,NAC Breda,1.36,5.0,8.0,https://redscores.com/pt-br/match/az-nac-breda/aAxNf
2026-05-17,Países Baixos - Eredivisie,09:30,Utrecht,Fortuna Sittard,1.48,4.75,6.0,https://redscores.com/pt-br/match/fc-utrecht-fortuna-sittard/jgx5L
