data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-04-25,Inglaterra - Premier League,08:30,Fulham,Aston Villa,2.75,3.6,2.45,https://redscores.com/pt-br/match/fulham-aston-villa/FxH
2026-04-25,Inglaterra - Premier League,11:00,Liverpool,Crystal Palace,1.44,5.0,6.25,https://redscores.com/pt-br/match/liverpool-crystal-palace/ex0
2026-04-25,Inglaterra - Premier League,11:00,West Ham,Everton,2.4,3.4,2.9,https://redscores.com/pt-br/match/west-ham-united-everton/AxG
2026-04-25,Inglaterra - Premier League,11:00,Wolves,Tottenham,4.2,4.33,1.72,https://redscores.com/pt-br/match/tottenham-hotspur-wolverhampton-wanderers/dxO
2026-04-25,Inglaterra - Premier League,13:30,Arsenal,Newcastle,1.45,4.75,6.25,https://redscores.com/pt-br/match/arsenal-newcastle-united/Jxk
2026-04-25,Espanha - La Liga,09:00,Alavés,Mallorca,2.15,3.0,3.8,https://redscores.com/pt-br/match/mallorca-deportivo-alaves/RfxyY
2026-04-25,Espanha - La Liga,11:15,Getafe,Barcelona,5.5,3.9,1.61,https://redscores.com/pt-br/match/fc-barcelona-getafe/lAxWA
2026-04-25,Espanha - La Liga,13:30,Valencia,Girona,2.05,3.4,3.5,https://redscores.com/pt-br/match/valencia-girona/PBxYB
2026-04-25,Espanha - La Liga,16:00,Atlético Madrid,Athletic Club,2.15,3.6,3.1,https://redscores.com/pt-br/match/atletico-madrid-athletic-club/ZebxKrB
2026-04-25,Alemanha - Bundesliga,10:30,Augsburg,Frankfurt,2.5,3.8,2.5,https://redscores.com/pt-br/match/fc-augsburg-eintracht-frankfurt/OAxad
2026-04-25,Alemanha - Bundesliga,10:30,FC Köln,Leverkusen,3.8,4.0,1.85,https://redscores.com/pt-br/match/fc-koln-bayer-04-leverkusen/n3xN3
2026-04-25,Alemanha - Bundesliga,10:30,Heidenheim,St. Pauli,2.3,3.5,3.0,https://redscores.com/pt-br/match/st-pauli-heidenheim/YCxMX
2026-04-25,Alemanha - Bundesliga,10:30,Wolfsburg,M'Gladbach,2.2,3.75,3.0,https://redscores.com/pt-br/match/vfl-wolfsburg-borussia-monchengladbach/lexgF
2026-04-25,Alemanha - Bundesliga,10:30,Mainz,Bayern,4.33,4.5,1.66,https://redscores.com/pt-br/match/fc-bayern-munchen-fsv-mainz-05/HexAG
2026-04-25,Alemanha - Bundesliga,13:30,Hamburger,Hoffenheim,4.0,4.0,1.75,https://redscores.com/pt-br/match/hamburger-sv-tsg-hoffenheim/mwxvw
2026-04-25,Itália - Serie A,10:00,Parma,Pisa,2.1,3.2,3.75,https://redscores.com/pt-br/match/parma-pisa/qdxRI
2026-04-25,Itália - Serie A,13:00,Bologna,Roma,3.1,3.2,2.4,https://redscores.com/pt-br/match/roma-bologna/SxrIb
2026-04-25,Itália - Serie A,15:45,Hellas Verona,Lecce,2.7,3.0,2.8,https://redscores.com/pt-br/match/hellas-verona-lecce/MjxVCb
2026-04-25,França - Ligue 1,10:00,Lyon,Auxerre,1.66,3.8,5.25,https://redscores.com/pt-br/match/olympique-lyonnais-auxerre/jAxl9
2026-04-25,França - Ligue 1,14:00,Angers,PSG,10.0,6.0,1.27,https://redscores.com/pt-br/match/paris-saint-germain-angers-sco/vExwg
2026-04-25,França - Ligue 1,16:05,Toulouse,Monaco,3.3,3.8,2.05,https://redscores.com/pt-br/match/toulouse-monaco/WcxjZA
2026-04-25,Países Baixos - Eredivisie,11:30,Feyenoord,Groningen,1.61,4.5,4.5,https://redscores.com/pt-br/match/feyenoord-fc-groningen/gAxNt
2026-04-25,Países Baixos - Eredivisie,13:45,Heerenveen,Fortuna Sittard,1.53,4.75,5.25,https://redscores.com/pt-br/match/sc-heerenveen-fortuna-sittard/iIx5L
2026-04-25,Países Baixos - Eredivisie,15:00,NAC Breda,Ajax,3.2,3.9,2.05,https://redscores.com/pt-br/match/ajax-nac-breda/JfxNf
