data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-16,Alemanha - Bundesliga,10:30,Werder Bremen,Dortmund,3.3,4.0,2.0,https://redscores.com/pt-br/match/borussia-dortmund-werder-bremen/DAxKA
2026-05-16,Alemanha - Bundesliga,10:30,St. Pauli,Wolfsburg,2.8,3.7,2.35,https://redscores.com/pt-br/match/st-pauli-vfl-wolfsburg/YCxle
2026-05-16,Alemanha - Bundesliga,10:30,Leverkusen,Hamburger,1.28,6.5,8.5,https://redscores.com/pt-br/match/hamburger-sv-bayer-04-leverkusen/mwxN3
2026-05-16,Alemanha - Bundesliga,10:30,M'Gladbach,Hoffenheim,4.5,4.5,1.65,https://redscores.com/pt-br/match/borussia-monchengladbach-tsg-hoffenheim/gFxvw
2026-05-16,Alemanha - Bundesliga,10:30,Freiburg,RB Leipzig,2.55,4.0,2.4,https://redscores.com/pt-br/match/rb-leipzig-sc-freiburg/QcxC7
2026-05-16,Alemanha - Bundesliga,10:30,Bayern,FC Köln,1.14,9.5,13.0,https://redscores.com/pt-br/match/fc-bayern-munchen-fc-koln/Hexn3
2026-05-16,Alemanha - Bundesliga,10:30,Frankfurt,Stuttgart,3.4,4.33,1.85,https://redscores.com/pt-br/match/eintracht-frankfurt-vfb-stuttgart/adxM3
2026-05-16,Alemanha - Bundesliga,10:30,Union Berlin,Augsburg,2.62,3.9,2.37,https://redscores.com/pt-br/match/fc-augsburg-fc-union-berlin/OAxvI
2026-05-16,Alemanha - Bundesliga,10:30,Heidenheim,Mainz,1.9,4.2,3.4,https://redscores.com/pt-br/match/fsv-mainz-05-heidenheim/AGxMX
2026-05-16,Portugal - Primeira Liga,11:30,Moreirense,AVS,1.8,3.8,4.0,https://redscores.com/pt-br/match/moreirense-avs/YIxqKFA
2026-05-16,Portugal - Primeira Liga,11:30,Porto,Santa Clara,1.33,5.25,8.0,https://redscores.com/pt-br/match/porto-santa-clara/vfxCV
2026-05-16,Portugal - Primeira Liga,14:00,Nacional,Guimaraes,1.95,3.6,3.6,https://redscores.com/pt-br/match/vitoria-sc-nacional/SGxk3A
2026-05-16,Portugal - Primeira Liga,14:00,Casa Pia,Rio Ave,1.65,3.8,5.25,https://redscores.com/pt-br/match/rio-ave-casa-pia/QVAxOEB
2026-05-16,Portugal - Primeira Liga,14:00,Arouca,Tondela,3.1,3.4,2.25,https://redscores.com/pt-br/match/tondela-arouca/k6xCdA
2026-05-16,Portugal - Primeira Liga,14:00,Braga,Estrela Amadora,1.65,3.9,4.75,https://redscores.com/pt-br/match/sporting-braga-estrela-amadora/phxGiB
2026-05-16,Portugal - Primeira Liga,16:30,Estoril,Benfica,8.5,5.0,1.36,https://redscores.com/pt-br/match/benfica-estoril/5ExTJ
2026-05-16,Portugal - Primeira Liga,16:30,Sporting,Gil Vicente,1.22,6.25,10.0,https://redscores.com/pt-br/match/sporting-cp-gil-vicente/7x8C
2026-05-16,Portugal - Primeira Liga,16:30,Famalicão,Alverca,1.57,4.0,5.25,https://redscores.com/pt-br/match/famalicao-alverca/Z0x9tE
2026-05-16,Turquia - Super Lig,11:00,Karagümrük,Alanyaspor,2.75,3.2,2.55,https://redscores.com/pt-br/match/alanyaspor-fatih-karagumruk/vCxMcA
2026-05-16,Turquia - Super Lig,14:00,Gaziantep,Başakşehir,4.0,4.33,1.72,https://redscores.com/pt-br/match/istanbul-basaksehir-gaziantep-fk/v9xwDA
2026-05-16,Turquia - Super Lig,14:00,Samsunspor,Göztepe,2.35,3.5,2.87,https://redscores.com/pt-br/match/samsunspor-goztepe/CXx3bA
2026-05-16,Brasil - Serie A,18:30,Internacional,Vasco da Gama,2.0,3.4,3.9,https://redscores.com/pt-br/match/vasco-da-gama-internacional/MFxgw
2026-05-16,Brasil - Serie A,18:30,Atlético Mineiro,Mirassol,2.1,3.4,3.6,https://redscores.com/pt-br/match/atletico-mineiro-mirassol/F5xm9b
