data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-04-26,Espanha - La Liga,09:00,Rayo Vallecano,Real Sociedad,2.87,3.1,2.6,https://redscores.com/pt-br/match/rayo-vallecano-real-sociedad/FdxWE
2026-04-26,Espanha - La Liga,11:15,R. Oviedo,Elche,2.3,3.5,3.0,https://redscores.com/pt-br/match/real-oviedo-elche/qAxAj
2026-04-26,Espanha - La Liga,13:30,Osasuna,Sevilla,1.95,3.4,4.0,https://redscores.com/pt-br/match/osasuna-sevilla/qDxCF
2026-04-26,Espanha - La Liga,16:00,Villarreal,Celta Vigo,1.95,3.4,3.8,https://redscores.com/pt-br/match/celta-de-vigo-villarreal/sxa6
2026-04-26,Alemanha - Bundesliga,10:30,Stuttgart,Werder Bremen,1.53,4.33,6.0,https://redscores.com/pt-br/match/werder-bremen-vfb-stuttgart/KAxM3
2026-04-26,Alemanha - Bundesliga,12:30,Dortmund,Freiburg,1.3,5.0,6.5,https://redscores.com/pt-br/match/borussia-dortmund-sc-freiburg/DAxC7
2026-04-26,Itália - Serie A,07:30,Fiorentina,Sassuolo,1.9,3.3,4.33,https://redscores.com/pt-br/match/fiorentina-sassuolo/YAxpw
2026-04-26,Itália - Serie A,10:00,Genoa,Como,4.33,3.75,1.8,https://redscores.com/pt-br/match/genoa-como/UAxmc
2026-04-26,Itália - Serie A,13:00,Torino,Inter,7.0,5.0,1.42,https://redscores.com/pt-br/match/torino-inter/BfxbY
2026-04-26,Itália - Serie A,15:45,Milan,Juventus,2.87,3.1,2.6,https://redscores.com/pt-br/match/milan-juventus/1AxHf
2026-04-26,França - Ligue 1,10:00,Lorient,Strasbourg,1.9,3.7,3.6,https://redscores.com/pt-br/match/strasbourg-lorient/HFxXOb
2026-04-26,França - Ligue 1,12:15,Le Havre,Metz,1.6,4.2,5.25,https://redscores.com/pt-br/match/le-havre-metz/jIxs6
2026-04-26,França - Ligue 1,12:15,Paris,LOSC Lille,4.0,3.6,1.9,https://redscores.com/pt-br/match/losc-lille-paris/JFx4gA
2026-04-26,França - Ligue 1,12:15,Rennes,Nantes,1.42,4.75,7.5,https://redscores.com/pt-br/match/nantes-rennes/8xzE
2026-04-26,França - Ligue 1,15:45,Marseille,Nice,1.5,4.5,6.0,https://redscores.com/pt-br/match/olympique-marseille-nice/wxLD
2026-04-26,Países Baixos - Eredivisie,07:15,Excelsior,Utrecht,3.2,3.5,2.2,https://redscores.com/pt-br/match/fc-utrecht-excelsior/jgxCN
2026-04-26,Países Baixos - Eredivisie,09:30,Heracles Almelo,FC Volendam,2.15,4.0,3.0,https://redscores.com/pt-br/match/heracles-almelo-fc-volendam/aLxIT
2026-04-26,Portugal - Primeira Liga,11:30,Estoril,Famalicão,3.2,3.6,2.15,https://redscores.com/pt-br/match/estoril-famalicao/TJxZ0
2026-04-26,Portugal - Primeira Liga,14:00,Estrela Amadora,Porto,8.0,5.25,1.36,https://redscores.com/pt-br/match/porto-estrela-amadora/vfxGiB
2026-04-26,Portugal - Primeira Liga,14:00,Santa Clara,Braga,3.4,3.2,2.15,https://redscores.com/pt-br/match/sporting-braga-santa-clara/phxCV
2026-04-26,Portugal - Primeira Liga,16:30,AVS,Sporting,15.0,9.5,1.12,https://redscores.com/pt-br/match/sporting-cp-avs/7xqKFA
2026-04-26,Turquia - Super Lig,08:30,Gençlerbirliği,Kocaelispor,2.37,3.2,3.1,https://redscores.com/pt-br/match/genclerbirligi-kocaelispor/vcxGwB
2026-04-26,Turquia - Super Lig,14:00,Galatasaray,Fenerbahçe,2.25,3.4,3.0,https://redscores.com/pt-br/match/galatasaray-fenerbahce/rxNA
2026-04-26,Brasil - Serie A,16:00,Corinthians,Vasco da Gama,2.05,3.6,3.4,https://redscores.com/pt-br/match/corinthians-vasco-da-gama/8cxMF
2026-04-26,Brasil - Serie A,16:00,Grêmio,Coritiba,1.95,3.4,4.2,https://redscores.com/pt-br/match/gremio-coritiba/7yxbvA
2026-04-26,Brasil - Serie A,18:30,Athletico PR,Vitória,1.65,3.7,5.5,https://redscores.com/pt-br/match/athletico-pr-vitoria/i5xm5
2026-04-26,Brasil - Serie A,18:30,Bragantino,Palmeiras,3.0,3.3,2.45,https://redscores.com/pt-br/match/palmeiras-bragantino/d5xadb
2026-04-26,Brasil - Serie A,20:30,Fluminense,Chapecoense,1.3,5.5,10.0,https://redscores.com/pt-br/match/chapecoense-fluminense/TFx7I
2026-04-26,Brasil - Serie A,20:30,Atlético Mineiro,Flamengo,3.7,3.3,2.1,https://redscores.com/pt-br/match/flamengo-atletico-mineiro/YixF5
2026-04-26,EUA - Major League Soccer,20:00,LA Galaxy,Real Salt Lake,2.25,3.6,3.0,https://redscores.com/pt-br/match/la-galaxy-real-salt-lake/ydxMI
2026-04-26,Bélgica - Pro League,08:30,Gent,Club Brugge,4.5,3.8,1.61,https://redscores.com/pt-br/match/club-brugge-gent/RCxLT
2026-04-26,Bélgica - Pro League,11:00,Mechelen,St. Truiden,3.0,3.5,2.15,https://redscores.com/pt-br/match/sint-truiden-mechelen/ZCxfY
2026-04-26,Bélgica - Pro League,13:30,Anderlecht,Union Saint-Gilloise,4.0,3.4,1.85,https://redscores.com/pt-br/match/anderlecht-union-saint-gilloise/3Ux3BA
2026-04-26,Bélgica - Pro League,14:15,Zulte-Waregem,La Louvière,1.95,3.3,3.5,https://redscores.com/pt-br/match/zulte-waregem-la-louviere/kjxgzA
