data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-04-19,Inglaterra - Premier League,10:00,Nottingham,Burnley,1.48,4.33,7.0,https://redscores.com/pt-br/match/burnley-nottingham-forest/NxbA
2026-04-19,Inglaterra - Premier League,10:00,Aston Villa,Sunderland,1.75,3.7,5.0,https://redscores.com/pt-br/match/sunderland-aston-villa/BxH
2026-04-19,Inglaterra - Premier League,10:00,Everton,Liverpool,3.2,3.5,2.2,https://redscores.com/pt-br/match/liverpool-everton/exG
2026-04-19,Inglaterra - Premier League,12:30,Man City,Arsenal,1.85,3.7,4.2,https://redscores.com/pt-br/match/manchester-city-arsenal/ExJ
2026-04-19,Alemanha - Bundesliga,10:30,Freiburg,Heidenheim,1.66,4.1,4.75,https://redscores.com/pt-br/match/heidenheim-sc-freiburg/MXxC7
2026-04-19,Alemanha - Bundesliga,12:30,Bayern,Stuttgart,1.4,5.5,6.5,https://redscores.com/pt-br/match/fc-bayern-munchen-vfb-stuttgart/HexM3
2026-04-19,Alemanha - Bundesliga,14:30,M'Gladbach,Mainz,2.35,3.5,2.9,https://redscores.com/pt-br/match/borussia-monchengladbach-fsv-mainz-05/gFxAG
2026-04-19,Itália - Serie A,07:30,Cremonese,Torino,2.8,3.1,2.62,https://redscores.com/pt-br/match/torino-cremonese/Bfxy2b
2026-04-19,Itália - Serie A,10:00,Hellas Verona,Milan,7.0,4.0,1.53,https://redscores.com/pt-br/match/milan-hellas-verona/1AxMj
2026-04-19,Itália - Serie A,13:00,Pisa,Genoa,3.2,3.1,2.4,https://redscores.com/pt-br/match/genoa-pisa/UAxRI
2026-04-19,Itália - Serie A,15:45,Juventus,Bologna,1.45,4.75,6.5,https://redscores.com/pt-br/match/juventus-bologna/HfxrIb
2026-04-19,França - Ligue 1,10:00,Monaco,Auxerre,1.55,4.2,5.75,https://redscores.com/pt-br/match/auxerre-monaco/l9xjZA
2026-04-19,França - Ligue 1,12:15,Nantes,Brest,2.35,3.3,3.1,https://redscores.com/pt-br/match/nantes-brest/8xlc
2026-04-19,França - Ligue 1,12:15,Strasbourg,Rennes,2.75,3.7,2.4,https://redscores.com/pt-br/match/rennes-strasbourg/zExHF
2026-04-19,França - Ligue 1,12:15,Metz,Paris,3.4,3.4,2.15,https://redscores.com/pt-br/match/metz-paris/s6x4gA
2026-04-19,França - Ligue 1,15:45,PSG,Lyon,1.3,5.75,8.5,https://redscores.com/pt-br/match/olympique-lyonnais-paris-saint-germain/jAxvE
2026-04-19,Portugal - Primeira Liga,11:30,Arouca,Estrela Amadora,2.0,3.1,4.1,https://redscores.com/pt-br/match/arouca-estrela-amadora/CdAxGiB
2026-04-19,Portugal - Primeira Liga,14:00,Sporting,Benfica,2.15,3.5,3.2,https://redscores.com/pt-br/match/sporting-cp-benfica/7x5E
2026-04-19,Portugal - Primeira Liga,16:30,Porto,Tondela,1.16,6.5,19.0,https://redscores.com/pt-br/match/porto-tondela/vfxk6
2026-04-19,Portugal - Primeira Liga,16:30,Braga,Famalicão,1.9,3.6,4.0,https://redscores.com/pt-br/match/sporting-braga-famalicao/phxZ0
2026-04-19,Turquia - Super Lig,08:30,Kasımpaşa,Alanyaspor,2.6,3.2,2.7,https://redscores.com/pt-br/match/alanyaspor-kasimpasa/vCxrI
2026-04-19,Turquia - Super Lig,11:00,Samsunspor,Beşiktaş,3.4,3.5,2.05,https://redscores.com/pt-br/match/besiktas-samsunspor/CExCX
2026-04-19,Turquia - Super Lig,14:00,Trabzonspor,Başakşehir,1.83,4.0,3.75,https://redscores.com/pt-br/match/trabzonspor-istanbul-basaksehir/IFxv9
2026-04-19,Brasil - Serie A,11:00,Internacional,Mirassol,1.72,3.5,4.75,https://redscores.com/pt-br/match/internacional-mirassol/gwxm9b
2026-04-19,Brasil - Serie A,16:00,Coritiba,Atlético Mineiro,2.45,3.2,3.1,https://redscores.com/pt-br/match/atletico-mineiro-coritiba/F5xbvA
2026-04-19,Brasil - Serie A,16:00,Santos,Fluminense,2.6,3.1,2.9,https://redscores.com/pt-br/match/fluminense-santos/7Ixm9
2026-04-19,Brasil - Serie A,18:30,Palmeiras,Athletico PR,1.6,3.7,6.0,https://redscores.com/pt-br/match/palmeiras-athletico-pr/d5xi5
2026-04-19,Brasil - Serie A,18:30,Bragantino,Remo,1.53,3.9,6.5,https://redscores.com/pt-br/match/bragantino-remo/adbxKdB
2026-04-19,Brasil - Serie A,19:30,Flamengo,Bahia,1.5,4.2,6.25,https://redscores.com/pt-br/match/bahia-flamengo/KFxYi
2026-04-19,EUA - Major League Soccer,20:00,Los Angeles FC,SJ Earthquakes,,,,https://redscores.com/pt-br/match/sj-earthquakes-los-angeles-fc/Vcx0UT
2026-04-19,Bélgica - Pro League,08:30,Gent,St. Truiden,2.5,3.4,2.5,https://redscores.com/pt-br/match/sint-truiden-gent/ZCxLT
2026-04-19,Bélgica - Pro League,11:00,Dender,Cercle Brugge,3.4,3.5,1.95,https://redscores.com/pt-br/match/cercle-brugge-dender/jVx6w
2026-04-19,Bélgica - Pro League,13:30,Union Saint-Gilloise,Club Brugge,2.25,3.3,2.87,https://redscores.com/pt-br/match/club-brugge-union-saint-gilloise/RCx3BA
2026-04-19,Bélgica - Pro League,14:15,La Louvière,Zulte-Waregem,2.5,3.25,2.62,https://redscores.com/pt-br/match/zulte-waregem-la-louviere/kjxgzA
2026-04-19,Inglaterra - Championship,08:00,Ipswich,Middlesbrough,2.25,3.5,3.0,https://redscores.com/pt-br/match/middlesbrough-ipswich-town/Dx4A
2026-04-19,Inglaterra - League One,09:00,Peterborough,Burton,2.9,3.3,2.35,https://redscores.com/pt-br/match/burton-albion-peterborough-united/obxfc
