data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-09,Inglaterra - Premier League,08:30,Liverpool,Chelsea,1.83,4.0,3.9,https://redscores.com/pt-br/match/liverpool-chelsea/exj
2026-05-09,Inglaterra - Premier League,11:00,Fulham,Bournemouth,2.6,3.3,2.3,https://redscores.com/pt-br/match/fulham-afc-bournemouth/Fx1
2026-05-09,Inglaterra - Premier League,11:00,Sunderland,Manchester United,3.9,3.75,1.85,https://redscores.com/pt-br/match/sunderland-manchester-united/Bxh
2026-05-09,Inglaterra - Premier League,11:00,Brighton,Wolves,1.27,6.25,9.5,https://redscores.com/pt-br/match/wolverhampton-wanderers-brighton-hove-albion/OxIA
2026-05-09,Inglaterra - Premier League,13:30,Man City,Brentford,1.38,5.75,6.5,https://redscores.com/pt-br/match/manchester-city-brentford/Ex2B
2026-05-09,Espanha - La Liga,09:00,Elche,Alavés,2.15,3.0,3.2,https://redscores.com/pt-br/match/elche-deportivo-alaves/AjxyY
2026-05-09,Espanha - La Liga,11:15,Sevilla,Espanyol,2.05,3.4,3.7,https://redscores.com/pt-br/match/espanyol-sevilla/uexCF
2026-05-09,Espanha - La Liga,13:30,Atlético Madrid,Celta Vigo,2.15,3.5,3.4,https://redscores.com/pt-br/match/celta-de-vigo-atletico-madrid/sxZeb
2026-05-09,Espanha - La Liga,16:00,Real Sociedad,Betis,2.62,3.5,2.62,https://redscores.com/pt-br/match/real-betis-real-sociedad/7DxWE
2026-05-09,Alemanha - Bundesliga,10:30,Stuttgart,Leverkusen,2.2,4.0,2.9,https://redscores.com/pt-br/match/vfb-stuttgart-bayer-04-leverkusen/M3xN3
2026-05-09,Alemanha - Bundesliga,10:30,Augsburg,M'Gladbach,2.0,3.8,3.4,https://redscores.com/pt-br/match/fc-augsburg-borussia-monchengladbach/OAxgF
2026-05-09,Alemanha - Bundesliga,10:30,RB Leipzig,St. Pauli,1.3,5.5,9.5,https://redscores.com/pt-br/match/rb-leipzig-st-pauli/QcxYC
2026-05-09,Alemanha - Bundesliga,10:30,Hoffenheim,Werder Bremen,1.45,5.0,5.75,https://redscores.com/pt-br/match/werder-bremen-tsg-hoffenheim/KAxvw
2026-05-09,Alemanha - Bundesliga,13:30,Wolfsburg,Bayern,4.75,4.75,1.57,https://redscores.com/pt-br/match/fc-bayern-munchen-vfl-wolfsburg/Hexle
2026-05-09,Itália - Serie A,10:00,Cagliari,Udinese,2.55,3.2,2.9,https://redscores.com/pt-br/match/udinese-cagliari/UCxsE
2026-05-09,Itália - Serie A,13:00,Lazio,Inter,4.5,3.6,1.8,https://redscores.com/pt-br/match/lazio-inter/VxbY
