data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-04-29,Portugal - Primeira Liga,16:15,Sporting,Tondela,1.14,7.5,19.0,https://redscores.com/pt-br/match/sporting-cp-tondela/7xk6
2026-04-29,Noruega - Eliteserien,14:00,Tromsø,Brann,1.95,3.5,3.8,https://redscores.com/pt-br/match/brann-tromso/ruxw6A
2026-04-29,Finlândia - Veikkausliiga,13:00,Inter Turku,HJK,2.37,3.6,2.8,https://redscores.com/pt-br/match/hjk-inter-turku/2FxJN
2026-04-29,África do Sul - Premier League,14:30,Polokwane City,Mamelodi Sundowns,7.0,3.5,1.45,https://redscores.com/pt-br/match/mamelodi-sundowns-polokwane-city/WzAxhOB
2026-04-29,África do Sul - Premier League,POSTP,Siwelele,Kaizer Chiefs,3.75,2.7,2.05,https://redscores.com/pt-br/match/kaizer-chiefs-siwelele/uUxYqGA
2026-04-29,Arábia Saudita - Pro League,13:00,Al Riyadh,Al Quadisiya,5.5,4.1,1.45,https://redscores.com/pt-br/match/al-quadisiya-al-riyadh/tPBxHXc
2026-04-29,Arábia Saudita - Pro League,13:10,Al Taawoun,Al Ittihad,3.0,3.4,2.0,https://redscores.com/pt-br/match/al-ittihad-al-taawoun/zDxGT
2026-04-29,Arábia Saudita - Pro League,15:00,Al Nassr,Al Ahli,1.8,3.6,3.6,https://redscores.com/pt-br/match/al-nassr-al-ahli/CUxnub
2026-04-29,Argélia - Ligue 1,13:45,JS Kabylie,MC Oran,,,,https://redscores.com/pt-br/match/mc-oran-js-kabylie/QrbxHRb
2026-04-29,Egito - Premier League,11:00,El Gounah,Haras El Hodood,1.95,2.8,4.0,https://redscores.com/pt-br/match/haras-el-hodood-el-gounah/TMcxBnc
2026-04-29,Egito - Premier League,14:00,Future FC,El Geish,2.55,2.6,3.0,https://redscores.com/pt-br/match/el-geish-future-fc/tnxvKdA
2026-04-29,Egito - Premier League,14:00,Wadi Degla,Al Ittihad,2.2,2.7,3.4,https://redscores.com/pt-br/match/wadi-degla-al-ittihad/v3AxSCb
2026-04-29,Inglaterra - National League,15:45,Boreham Wood,Forest Green,1.83,3.8,3.5,https://redscores.com/pt-br/match/forest-green-rovers-boreham-wood/4bxli
2026-04-29,Israel - Ligat ha'Al,13:00,Hapoel Haifa,Ironi Tiberias,2.0,3.4,3.2,https://redscores.com/pt-br/match/hapoel-haifa-ironi-tiberias/4uxTZA
2026-04-29,Israel - Ligat ha'Al,13:00,Maccabi Bnei Raina,Hapoel Katamon,3.0,3.1,2.2,https://redscores.com/pt-br/match/hapoel-katamon-maccabi-bnei-raina/61xKtaA
2026-04-29,Israel - Ligat ha'Al,13:00,Ironi Kiryat Shmona,Maccabi Netanya,2.55,3.3,2.35,https://redscores.com/pt-br/match/maccabi-netanya-ironi-kiryat-shmona/zdAxD2A
2026-04-29,Israel - Ligat ha'Al,13:30,Hapoel Tel Aviv,Maccabi Haifa,2.4,3.3,2.5,https://redscores.com/pt-br/match/maccabi-haifa-hapoel-tel-aviv/lExE2A
