data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-10,Inglaterra - Premier League,10:00,Crystal Palace,Everton,2.8,3.3,2.55,https://redscores.com/pt-br/match/everton-crystal-palace/Gx0
2026-05-10,Inglaterra - Premier League,10:00,Burnley,Aston Villa,4.75,4.33,1.61,https://redscores.com/pt-br/match/aston-villa-burnley/HxN
2026-05-10,Inglaterra - Premier League,10:00,Nottingham,Newcastle,2.7,3.6,2.45,https://redscores.com/pt-br/match/newcastle-united-nottingham-forest/kxbA
2026-05-10,Inglaterra - Premier League,12:30,West Ham,Arsenal,5.25,4.1,1.6,https://redscores.com/pt-br/match/west-ham-united-arsenal/AxJ
2026-05-10,Espanha - La Liga,09:00,Mallorca,Villarreal,2.3,3.5,3.0,https://redscores.com/pt-br/match/mallorca-villarreal/Rfxa6
2026-05-10,Espanha - La Liga,11:15,Athletic Club,Valencia,1.7,3.75,5.0,https://redscores.com/pt-br/match/valencia-athletic-club/PBxKrB
2026-05-10,Espanha - La Liga,13:30,R. Oviedo,Getafe,2.87,3.2,2.55,https://redscores.com/pt-br/match/real-oviedo-getafe/qAxWA
2026-05-10,Espanha - La Liga,16:00,Barcelona,Real Madrid,1.61,5.0,4.33,https://redscores.com/pt-br/match/fc-barcelona-real-madrid/lAx15
2026-05-10,Alemanha - Bundesliga,10:30,Hamburger,Freiburg,2.62,3.6,2.5,https://redscores.com/pt-br/match/hamburger-sv-sc-freiburg/mwxC7
2026-05-10,Alemanha - Bundesliga,12:30,FC Köln,Heidenheim,1.95,4.1,3.3,https://redscores.com/pt-br/match/heidenheim-fc-koln/MXxn3
2026-05-10,Alemanha - Bundesliga,14:30,Mainz,Union Berlin,1.7,4.0,4.5,https://redscores.com/pt-br/match/fsv-mainz-05-fc-union-berlin/AGxvI
2026-05-10,Itália - Serie A,07:30,Hellas Verona,Como,8.0,4.75,1.38,https://redscores.com/pt-br/match/como-hellas-verona/mcxMj
2026-05-10,Itália - Serie A,10:00,Cremonese,Pisa,1.7,3.75,5.0,https://redscores.com/pt-br/match/pisa-cremonese/RIxy2b
2026-05-10,Itália - Serie A,10:00,Fiorentina,Genoa,2.1,3.4,3.6,https://redscores.com/pt-br/match/genoa-fiorentina/UAxYA
2026-05-10,Itália - Serie A,13:00,Parma,Roma,6.5,4.1,1.5,https://redscores.com/pt-br/match/roma-parma/Sxqd
2026-05-10,Itália - Serie A,15:45,Milan,Atalanta,2.05,3.3,3.75,https://redscores.com/pt-br/match/milan-atalanta/1AxSF
2026-05-10,França - Ligue 1,16:00,PSG,Brest,1.18,8.0,13.0,https://redscores.com/pt-br/match/brest-paris-saint-germain/lcxvE
2026-05-10,França - Ligue 1,16:00,Toulouse,Lyon,4.33,4.0,1.72,https://redscores.com/pt-br/match/olympique-lyonnais-toulouse/jAxWc
2026-05-10,França - Ligue 1,16:00,Rennes,Paris,1.5,4.75,5.75,https://redscores.com/pt-br/match/rennes-paris/zEx4gA
2026-05-10,França - Ligue 1,16:00,Monaco,LOSC Lille,2.37,3.8,2.7,https://redscores.com/pt-br/match/losc-lille-monaco/JFxjZA
2026-05-10,França - Ligue 1,16:00,Le Havre,Marseille,3.5,3.7,2.0,https://redscores.com/pt-br/match/olympique-marseille-le-havre/wxjI
2026-05-10,França - Ligue 1,16:00,Auxerre,Nice,2.4,3.4,2.9,https://redscores.com/pt-br/match/nice-auxerre/LDxl9
2026-05-10,França - Ligue 1,16:00,Angers,Strasbourg,2.8,3.4,2.45,https://redscores.com/pt-br/match/strasbourg-angers-sco/HFxwg
2026-05-10,França - Ligue 1,16:00,Metz,Lorient,3.2,3.7,2.15,https://redscores.com/pt-br/match/metz-lorient/s6xXOb
2026-05-10,Países Baixos - Eredivisie,11:45,Fortuna Sittard,Zwolle,2.1,3.6,3.2,https://redscores.com/pt-br/match/pec-zwolle-fortuna-sittard/uix5L
2026-05-10,Países Baixos - Eredivisie,11:45,G. A. Eagle,PSV,4.5,4.75,1.6,https://redscores.com/pt-br/match/go-ahead-eagles-psv/3fxFF
2026-05-10,Países Baixos - Eredivisie,11:45,Twente,Sparta Rotterdam,1.36,5.0,8.0,https://redscores.com/pt-br/match/fc-twente-sparta-rotterdam/wExcH
2026-05-10,Países Baixos - Eredivisie,11:45,Feyenoord,AZ,1.83,4.0,3.9,https://redscores.com/pt-br/match/az-feyenoord/aAxgA
2026-05-10,Países Baixos - Eredivisie,11:45,Groningen,Nijmegen,2.9,3.8,2.2,https://redscores.com/pt-br/match/nec-nijmegen-fc-groningen/dexNt
2026-05-10,Países Baixos - Eredivisie,11:45,Excelsior,FC Volendam,1.75,4.0,4.1,https://redscores.com/pt-br/match/excelsior-fc-volendam/CNxIT
2026-05-10,Países Baixos - Eredivisie,11:45,Ajax,Utrecht,1.66,4.2,4.5,https://redscores.com/pt-br/match/ajax-fc-utrecht/Jfxjg
