Link,Data,Hora,Liga,Rodada,Home,Away,H_gols_ft,A_gols_ft,H_gols_ht,A_gols_ht,H_posse,A_posse,H_xg,A_xg,H_chutes,A_chutes,H_chutes_alvo,A_chutes_alvo,H_escanteios,A_escanteios,H_faltas,A_faltas,H_amarelos,A_amarelos,H_vermelhos,A_vermelhos,H_ataques,A_ataques,H_ataques_perigosos,A_ataques_perigosos,H_defesas_goleiro,A_defesas_goleiro,H_passes,A_passes,H_acerto_passe,A_acerto_passe,H_passes_decisivos,A_passes_decisivos,H_cruzamentos,A_cruzamentos,H_dribles,A_dribles,H1_chutes_alvo,A1_chutes_alvo,H1_ataques,A1_ataques,H1_ataques_perigosos,A1_ataques_perigosos,H2_chutes_alvo,A2_chutes_alvo,H2_ataques,A2_ataques,H2_ataques_perigosos,A2_ataques_perigosos,Odd_h_open,Odd_d_open,Odd_a_open,Odd_h_close,Odd_d_close,Odd_a_close
https://redscores.com/pt-br/match/cruzeiro-athletico-pr/i4xi5#1895582,2026-03-18,19:30,Serie A,Rodada 7,Athletico PR,Cruzeiro,2,1,2,1,48.0,52.0,1.13,0.78,8,11,4,2,4,6,26,18,2,3,0,0,31,17,31,17,1,2,393,426,82.0,84.0,6,6,5,1,3,7,2,1,18,16,18,16,1,1,13,1,13,1,2.7,3.1,2.7,2.2,3.2,3.4
https://redscores.com/pt-br/match/gremio-cruzeiro/7yxi4#1895544,2026-04-18,20:30,Serie A,Rodada 12,Cruzeiro,Grêmio,2,0,2,0,41.0,59.0,2.0,0.72,18,9,6,1,4,1,16,13,4,3,0,0,46,33,46,33,1,4,314,455,86.0,90.0,14,4,4,4,7,8,2,1,27,9,27,9,4,0,19,22,19,22,1.7,3.5,5.0,1.66,3.8,5.25
https://redscores.com/pt-br/match/juventude-cruzeiro/Yxi4#1661191,2025-07-20,16:00,Serie A,Rodada 15,Cruzeiro,Juventude,4,0,4,0,48.0,52.0,3.11,0.35,16,6,7,1,8,3,15,10,1,2,0,0,40,23,40,23,1,3,317,362,85.0,82.0,12,4,2,1,4,7,3,0,14,6,14,6,4,0,26,17,26,17,1.45,4.1,8.0,1.33,4.75,11.0
https://redscores.com/pt-br/match/botafogo-cruzeiro/7Xxi4#1895343,2026-01-29,21:30,Serie A,Rodada 1,Botafogo,Cruzeiro,4,0,4,0,46.0,54.0,0.84,1.79,10,17,5,4,3,7,10,12,1,2,0,0,28,46,28,46,4,1,380,449,87.0,86.0,9,13,4,9,11,10,0,2,14,9,14,9,5,2,14,37,14,37,2.2,3.1,3.5,2.45,3.0,3.2
https://redscores.com/pt-br/match/gremio-cruzeiro/7yxi4#1661172,2025-07-13,20:30,Serie A,Rodada 13,Cruzeiro,Grêmio,4,1,4,1,46.0,54.0,2.37,0.73,17,11,9,2,6,3,14,10,4,2,0,0,14,2,14,2,1,5,361,429,83.0,85.0,14,9,4,7,7,4,6,1,27,5,27,5,3,1,19,14,19,14,1.72,3.75,4.75,1.61,3.7,6.25
https://redscores.com/pt-br/match/cruzeiro-ceara/i4xkIB#1661209,2025-07-27,16:00,Serie A,Rodada 17,Cruzeiro,Ceará,1,2,1,2,64.0,36.0,1.02,0.73,16,9,4,3,10,3,8,11,0,2,0,0,65,17,65,17,1,3,511,289,85.0,79.0,10,7,4,4,9,5,3,2,30,7,30,7,0,1,35,9,35,9,1.5,3.0,1.5,1.48,4.0,7.5
https://redscores.com/pt-br/match/sport-recife-cruzeiro/rtxi4#1661299,2025-10-05,20:30,Serie A,Rodada 27,Cruzeiro,Sport Recife,1,1,1,1,61.0,39.0,1.68,1.43,27,17,7,5,10,3,11,15,1,2,0,0,25,5,25,5,4,6,502,322,89.0,81.0,24,16,8,4,14,6,3,2,37,12,37,12,4,3,46,15,46,15,1.33,4.75,9.5,1.55,3.8,6.5
https://redscores.com/pt-br/match/cruzeiro-fortaleza/i4xl8#1661318,2025-10-18,21:00,Serie A,Rodada 29,Cruzeiro,Fortaleza,1,0,1,0,55.0,45.0,1.1,1.03,10,18,4,4,3,6,13,17,1,5,0,0,50,63,50,63,4,3,466,370,86.0,83.0,6,13,2,9,7,13,1,2,24,24,24,24,3,3,26,35,26,35,1.55,3.9,6.0,1.55,4.5,5.5
https://redscores.com/pt-br/match/cruzeiro-sao-paulo/i4xJ6#1661253,2025-08-30,21:00,Serie A,Rodada 22,Cruzeiro,São Paulo,1,0,1,0,40.0,60.0,0.61,1.03,12,14,7,5,6,9,11,9,2,4,0,0,37,43,37,43,5,6,321,479,79.0,87.0,8,7,2,4,11,13,1,0,13,16,13,16,6,6,24,27,24,27,1.8,3.4,4.5,1.9,3.2,4.75
https://redscores.com/pt-br/match/internacional-cruzeiro/gwxi4#1661244,2025-08-23,18:30,Serie A,Rodada 21,Cruzeiro,Internacional,2,1,2,1,45.0,55.0,0.85,0.25,15,4,7,3,5,1,10,18,1,5,0,1,52,40,52,40,2,5,339,433,81.0,83.0,12,3,4,1,5,4,3,1,4,16,4,16,4,2,48,24,48,24,1.9,3.5,4.0,1.8,3.5,4.75
https://redscores.com/pt-br/match/corinthians-cruzeiro/8cxi4#1661197,2025-07-23,19:30,Serie A,Rodada 16,Corinthians,Cruzeiro,0,0,0,0,47.0,53.0,0.46,0.8,7,14,4,4,4,2,19,17,4,2,0,0,32,27,32,27,4,3,385,430,78.0,81.0,7,9,4,3,4,7,0,1,19,23,19,23,1,3,23,14,23,14,2.5,3.2,2.8,2.7,2.87,3.0
https://redscores.com/pt-br/match/cruzeiro-remo/i4xKdB#1895652,2026-04-25,18:30,Serie A,Rodada 13,Remo,Cruzeiro,0,1,0,1,47.0,53.0,1.46,0.23,14,6,1,6,4,1,15,22,1,3,0,0,74,65,74,65,5,1,321,393,78.0,79.0,12,4,12,1,7,8,0,2,23,27,23,27,1,4,48,38,48,38,3.3,3.5,2.15,2.87,3.3,2.5
https://redscores.com/pt-br/match/cruzeiro-coritiba/i4xbvA#1895628,2026-02-05,21:30,Serie A,Rodada 2,Cruzeiro,Coritiba,1,2,1,2,68.0,32.0,1.01,2.08,19,10,4,2,12,2,9,16,3,2,0,0,67,34,67,34,0,3,554,270,90.0,74.0,16,8,5,2,9,6,3,0,29,20,29,20,1,2,36,14,36,14,1.5,4.0,6.5,1.38,4.33,9.5
https://redscores.com/pt-br/match/cruzeiro-bragantino/i4xadb#1661428,2025-09-21,20:30,Serie A,Rodada 24,Cruzeiro,Bragantino,2,1,2,1,60.0,40.0,0.83,0.74,13,8,3,6,7,4,10,18,6,7,0,0,19,7,19,7,5,1,447,298,87.0,78.0,11,7,3,2,9,8,1,4,24,9,24,9,2,2,34,17,34,17,1.61,3.75,5.5,1.48,4.2,7.5
https://redscores.com/pt-br/match/cruzeiro-santos/i4xm9#1895553,2026-03-22,16:00,Serie A,Rodada 8,Cruzeiro,Santos,0,0,0,0,60.0,40.0,0.86,0.12,8,5,3,1,6,0,19,14,2,4,0,0,41,19,41,19,1,3,481,333,84.0,75.0,6,4,8,1,9,5,1,0,22,7,22,7,2,1,36,12,36,12,1.8,3.5,4.5,1.7,3.6,5.25
https://redscores.com/pt-br/match/cruzeiro-vitoria/i4xm5#1661336,2025-11-01,16:00,Serie A,Rodada 31,Cruzeiro,Vitória,3,1,3,1,46.0,54.0,2.0,0.89,13,10,10,7,5,3,15,11,4,4,0,0,46,38,46,38,6,7,337,395,81.0,84.0,10,7,2,8,3,2,5,7,12,12,12,12,4,0,34,26,34,26,1.4,4.33,8.0,1.38,4.5,9.0
https://redscores.com/pt-br/match/vasco-da-gama-cruzeiro/MFxi4#1661108,2025-04-27,18:30,Serie A,Rodada 6,Cruzeiro,Vasco da Gama,1,0,1,0,43.0,57.0,1.29,0.98,11,15,4,6,4,8,18,12,0,0,0,0,50,51,50,51,5,3,321,424,81.0,85.0,10,9,8,12,8,5,2,5,23,17,23,17,2,1,27,34,27,34,1.75,3.75,4.5,2.2,2.9,3.75
https://redscores.com/pt-br/match/bahia-cruzeiro/KFxi4#1661265,2025-09-15,20:00,Serie A,Rodada 23,Bahia,Cruzeiro,1,2,1,2,62.0,38.0,0.73,0.89,13,10,5,3,6,5,11,12,1,3,0,0,53,14,53,14,1,4,487,294,88.0,79.0,10,7,9,2,17,13,3,0,51,14,51,14,2,3,27,18,27,18,2.1,3.2,3.6,2.87,3.1,2.55
https://redscores.com/pt-br/match/juventude-cruzeiro/Yxi4#1661367,2025-11-20,16:00,Serie A,Rodada 34,Juventude,Cruzeiro,3,3,3,3,36.0,64.0,1.39,1.73,12,17,7,7,3,9,19,13,4,1,0,0,35,57,35,57,5,4,253,449,77.0,86.0,7,12,2,9,5,9,3,1,16,20,16,20,4,5,17,36,17,36,4.5,3.75,1.75,3.7,3.3,2.1
https://redscores.com/pt-br/match/cruzeiro-ceara/i4xkIB#1661384,2025-11-29,21:00,Serie A,Rodada 36,Ceará,Cruzeiro,1,1,1,1,37.0,63.0,0.83,0.9,11,13,3,3,5,8,10,15,2,4,0,0,35,75,35,75,4,2,251,438,77.0,87.0,7,10,2,1,4,8,2,2,14,42,14,42,1,1,21,31,21,31,3.25,3.4,2.2,2.62,3.2,2.8
https://redscores.com/pt-br/match/botafogo-cruzeiro/7Xxi4#1661214,2025-08-03,16:00,Serie A,Rodada 18,Botafogo,Cruzeiro,0,2,0,2,56.0,44.0,1.02,1.66,11,11,2,4,6,5,15,7,3,2,0,0,49,37,49,37,2,2,488,385,84.0,80.0,7,10,7,3,12,7,0,3,15,16,15,16,2,0,34,21,34,21,2.3,3.2,3.2,2.25,3.2,3.4
https://redscores.com/pt-br/match/cruzeiro-atletico-mineiro/i4xF5#1661135,2025-05-18,20:30,Serie A,Rodada 9,Cruzeiro,Atlético Mineiro,0,0,0,0,53.0,47.0,1.52,0.38,21,7,4,3,15,1,15,17,1,5,0,0,14,7,14,7,3,4,281,266,79.0,72.0,18,6,9,1,3,6,2,1,10,7,10,7,1,2,0,0,0,0,2.25,3.25,3.1,2.6,3.1,2.9
https://redscores.com/pt-br/match/flamengo-cruzeiro/Yixi4#1661117,2025-05-04,18:30,Serie A,Rodada 7,Cruzeiro,Flamengo,2,1,2,1,41.0,59.0,2.75,0.5,17,6,11,4,6,5,18,9,4,2,0,0,65,63,65,63,3,9,342,510,81.0,87.0,12,5,6,4,9,5,3,2,24,26,24,26,8,2,41,34,41,34,4.1,3.4,1.9,4.75,3.2,1.85
https://redscores.com/pt-br/match/cruzeiro-palmeiras/i4xd5#1661154,2025-06-01,19:30,Serie A,Rodada 11,Cruzeiro,Palmeiras,2,1,2,1,36.0,64.0,1.56,0.7,14,18,3,5,5,13,17,13,3,3,0,0,27,44,27,44,4,1,242,421,74.0,85.0,10,15,5,9,6,6,1,2,17,14,17,14,2,3,9,8,9,8,3.25,3.25,2.2,3.0,2.87,2.7
https://redscores.com/pt-br/match/cruzeiro-mirassol/i4xm9b#1895606,2026-02-11,19:00,Serie A,Rodada 3,Mirassol,Cruzeiro,2,2,2,2,56.0,44.0,2.22,1.8,20,9,11,4,9,0,12,10,3,2,1,0,66,29,66,29,2,9,394,324,87.0,79.0,9,6,4,1,5,7,5,3,35,12,35,12,5,1,31,17,31,17,2.35,3.25,3.0,2.4,3.0,3.25
https://redscores.com/pt-br/match/cruzeiro-santos/i4xm9#1661226,2025-08-10,18:30,Serie A,Rodada 19,Cruzeiro,Santos,1,2,1,2,57.0,43.0,1.84,1.51,19,9,4,2,15,3,17,12,5,3,0,0,76,21,76,21,0,3,382,301,80.0,80.0,12,8,14,4,9,4,4,0,41,4,41,4,1,2,34,16,34,16,1.5,3.75,7.5,1.53,4.2,6.0
https://redscores.com/pt-br/match/cruzeiro-vitoria/i4xm5#1661165,2025-06-12,19:00,Serie A,Rodada 12,Vitória,Cruzeiro,0,0,0,0,52.0,48.0,0.56,0.86,9,18,2,2,9,4,16,18,2,2,0,1,52,46,52,46,2,2,284,269,56.0,58.0,7,12,6,5,6,6,2,0,27,29,27,29,0,2,25,17,25,17,2.6,3.3,2.62,3.4,3.1,2.3
https://redscores.com/pt-br/match/cruzeiro-fortaleza/i4xl8#1661148,2025-05-25,20:30,Serie A,Rodada 10,Fortaleza,Cruzeiro,0,2,0,2,49.0,51.0,0.75,1.74,10,17,1,8,6,8,14,10,4,1,1,0,4,25,4,25,6,1,416,444,87.0,86.0,6,14,4,2,9,9,0,5,4,25,4,25,1,-19,0,0,0,0,2.2,3.2,3.25,2.3,3.1,3.4
https://redscores.com/pt-br/match/corinthians-cruzeiro/8cxi4#1661372,2025-11-23,20:30,Serie A,Rodada 35,Cruzeiro,Corinthians,3,0,3,0,47.0,53.0,1.67,0.25,16,4,6,0,9,3,18,8,3,2,0,1,40,44,40,44,0,3,349,405,86.0,86.0,10,3,2,4,8,8,4,0,31,6,31,6,3,0,9,38,9,38,1.8,3.6,4.75,1.66,3.75,5.25
https://redscores.com/pt-br/match/cruzeiro-palmeiras/i4xd5#1661324,2025-10-26,20:30,Serie A,Rodada 30,Palmeiras,Cruzeiro,0,0,0,0,52.0,48.0,0.93,1.0,13,10,4,4,4,8,24,16,2,6,0,1,41,49,41,49,4,4,314,295,72.0,75.0,9,6,7,6,3,6,2,1,17,22,17,22,2,3,24,27,24,27,1.66,3.75,5.0,1.65,3.75,5.25
https://redscores.com/pt-br/match/cruzeiro-sao-paulo/i4xJ6#1895660,2026-04-04,18:30,Serie A,Rodada 10,São Paulo,Cruzeiro,4,1,4,1,36.0,64.0,1.74,1.31,11,14,5,7,6,4,21,14,2,0,1,0,29,43,29,43,6,1,270,478,79.0,88.0,8,9,5,4,6,9,3,3,12,18,12,18,2,3,16,25,16,25,2.1,3.2,3.6,2.25,3.2,3.4
https://redscores.com/pt-br/match/bahia-cruzeiro/KFxi4#1661091,2025-04-17,21:30,Serie A,Rodada 4,Cruzeiro,Bahia,3,0,3,0,39.0,61.0,1.99,0.18,14,7,7,1,4,5,15,9,5,2,0,0,50,37,50,37,1,5,327,512,83.0,85.0,0,0,1,4,6,6,1,0,24,4,24,4,3,1,-15,21,-15,21,2.3,3.4,2.9,2.25,3.1,3.5
https://redscores.com/pt-br/match/flamengo-cruzeiro/Yixi4#1661286,2025-10-02,20:30,Serie A,Rodada 26,Flamengo,Cruzeiro,0,0,0,0,62.0,38.0,1.54,1.02,15,11,2,5,4,2,16,19,3,7,0,1,14,10,14,10,5,2,537,336,88.0,78.0,12,5,10,0,4,4,0,2,28,17,28,17,2,3,42,18,42,18,1.72,3.5,5.0,1.55,3.9,6.25
https://redscores.com/pt-br/match/cruzeiro-bragantino/i4xadb#1895558,2026-04-12,18:30,Serie A,Rodada 11,Cruzeiro,Bragantino,2,1,2,1,49.0,51.0,1.79,0.74,16,16,7,4,2,7,16,21,0,2,0,0,27,29,27,29,3,5,335,340,79.0,78.0,11,11,1,7,4,6,4,2,14,12,14,12,2,2,10,17,10,17,1.7,3.6,4.75,1.95,3.4,4.0
https://redscores.com/pt-br/match/vasco-da-gama-cruzeiro/MFxi4#1661278,2025-09-27,18:30,Serie A,Rodada 25,Vasco da Gama,Cruzeiro,2,0,2,0,47.0,53.0,1.05,1.57,12,21,4,3,3,9,13,13,2,1,0,0,31,57,31,57,4,2,369,396,79.0,80.0,8,15,1,8,8,12,1,0,10,22,10,22,3,3,21,35,21,35,2.8,3.2,2.5,2.8,3.0,2.7
https://redscores.com/pt-br/match/sport-recife-cruzeiro/rtxi4#1661130,2025-05-11,16:00,Serie A,Rodada 8,Sport Recife,Cruzeiro,0,4,0,4,46.0,54.0,0.82,1.28,11,17,4,6,7,4,11,5,1,0,0,0,55,29,55,29,3,4,409,508,81.0,85.0,9,14,7,4,2,10,1,2,12,21,12,21,1,3,23,4,23,4,2.2,3.25,3.3,2.45,3.0,3.1
https://redscores.com/pt-br/match/internacional-cruzeiro/gwxi4#1661073,2025-04-06,18:30,Serie A,Rodada 2,Internacional,Cruzeiro,3,0,3,0,68.0,32.0,2.58,0.29,24,6,11,1,9,2,19,11,1,1,0,1,84,21,84,21,1,7,598,275,93.0,81.0,18,6,4,3,13,12,4,0,43,4,43,4,4,1,37,17,37,17,1.75,3.4,5.25,1.6,3.6,6.5
https://redscores.com/pt-br/match/cruzeiro-santos/i4xm9#1661399,2025-12-07,16:00,Serie A,Rodada 38,Santos,Cruzeiro,3,0,3,0,54.0,46.0,2.32,0.28,19,8,7,4,9,3,8,12,2,2,0,0,55,28,55,28,4,4,440,390,87.0,85.0,16,7,5,1,6,11,4,2,34,10,34,10,3,2,18,15,18,15,1.42,4.2,8.0,1.36,4.75,9.0
https://redscores.com/pt-br/match/cruzeiro-vitoria/i4xm5#1895563,2026-04-01,20:00,Serie A,Rodada 9,Cruzeiro,Vitória,3,0,3,0,59.0,41.0,1.7,0.12,11,4,6,1,5,6,15,12,1,3,0,0,56,45,56,45,1,2,550,374,89.0,84.0,9,3,5,5,3,6,1,0,4,1,4,1,0,1,51,44,51,44,1.66,3.5,5.25,1.53,4.0,6.5
https://redscores.com/pt-br/match/cruzeiro-atletico-mineiro/i4xF5#1895318,2026-05-02,21:00,Serie A,Rodada 14,Cruzeiro,Atlético Mineiro,1,3,1,3,69.0,31.0,1.3,1.52,14,6,2,4,5,1,15,17,4,7,2,1,65,23,65,23,1,1,494,231,88.0,74.0,11,5,5,2,4,3,1,2,19,10,19,10,1,1,44,12,44,12,2.0,3.25,3.8,1.85,3.4,4.5
https://redscores.com/pt-br/match/botafogo-cruzeiro/7Xxi4#1661390,2025-12-04,19:30,Serie A,Rodada 37,Cruzeiro,Botafogo,2,2,2,2,43.0,57.0,1.28,1.95,10,8,4,5,1,7,12,15,2,2,0,1,45,53,45,53,3,2,341,444,84.0,82.0,6,3,2,4,8,13,1,2,24,12,24,12,3,3,20,41,20,41,2.05,3.2,4.0,1.72,3.6,5.0
https://redscores.com/pt-br/match/cruzeiro-bragantino/i4xadb#1661420,2025-04-20,20:30,Serie A,Rodada 5,Bragantino,Cruzeiro,1,0,1,0,42.0,58.0,1.73,0.91,20,12,6,4,4,9,17,13,2,3,0,0,16,22,16,22,3,5,346,472,80.0,85.0,16,7,8,4,16,13,2,0,13,22,13,22,2,2,0,0,0,0,1.5,3.0,1.5,2.15,3.2,3.6
https://redscores.com/pt-br/match/gremio-cruzeiro/7yxi4#1661345,2025-11-05,20:00,Serie A,Rodada 32,Grêmio,Cruzeiro,0,1,0,1,57.0,43.0,1.19,0.71,17,9,6,6,5,6,15,17,2,3,0,0,65,36,65,36,5,6,404,316,83.0,79.0,11,7,8,3,5,4,2,4,24,20,24,20,4,2,41,16,41,16,3.2,3.2,2.3,3.3,3.3,2.2
https://redscores.com/pt-br/match/vasco-da-gama-cruzeiro/MFxi4#1895580,2026-03-15,20:30,Serie A,Rodada 6,Cruzeiro,Vasco da Gama,3,3,3,3,60.0,40.0,1.04,1.36,20,15,6,7,5,4,9,11,2,3,0,1,12,4,12,4,2,3,462,314,88.0,80.0,17,11,10,4,2,10,1,0,12,3,12,3,5,7,0,0,0,0,1.61,3.6,5.5,1.95,3.4,4.2
https://redscores.com/pt-br/match/cruzeiro-sao-paulo/i4xJ6#1661080,2025-04-13,17:30,Serie A,Rodada 3,São Paulo,Cruzeiro,1,1,1,1,57.0,43.0,0.81,1.11,11,15,2,2,4,6,14,21,5,6,0,0,35,32,35,32,1,1,401,290,82.0,76.0,8,10,2,5,15,7,0,1,24,13,24,13,2,1,11,18,11,18,1.5,3.0,1.5,1.85,3.0,5.25
https://redscores.com/pt-br/match/fluminense-cruzeiro/7Ixi4#1661354,2025-11-09,16:00,Serie A,Rodada 33,Cruzeiro,Fluminense,0,0,0,0,47.0,53.0,0.91,0.38,15,8,5,3,5,1,16,16,6,3,0,0,45,25,45,25,2,5,356,400,84.0,83.0,13,7,8,2,7,4,2,2,18,10,18,10,3,1,27,15,27,15,1.85,3.2,5.0,1.95,3.2,4.33
https://redscores.com/pt-br/match/corinthians-cruzeiro/8cxi4#1895573,2026-02-25,20:00,Serie A,Rodada 4,Cruzeiro,Corinthians,1,1,1,1,48.0,52.0,0.72,0.37,11,4,3,2,5,3,15,13,3,3,1,0,13,12,13,12,1,2,359,384,81.0,81.0,7,4,1,5,4,4,3,1,12,7,12,7,0,1,1,5,1,5,1.85,3.3,4.5,1.75,3.4,5.25
https://redscores.com/pt-br/match/flamengo-cruzeiro/Yixi4#1895284,2026-03-11,21:30,Serie A,Rodada 5,Flamengo,Cruzeiro,2,0,2,0,44.0,56.0,1.06,0.72,15,13,7,4,4,7,17,13,2,2,0,1,37,32,37,32,4,4,394,494,86.0,87.0,12,8,2,7,6,7,3,3,14,11,14,11,3,1,23,20,23,20,1.57,3.7,5.75,1.48,4.2,6.5
https://redscores.com/pt-br/match/cruzeiro-atletico-mineiro/i4xF5#1661308,2025-10-15,21:30,Serie A,Rodada 28,Atlético Mineiro,Cruzeiro,1,1,1,1,61.0,39.0,1.56,0.39,23,4,4,2,2,1,20,15,4,4,0,1,60,22,60,22,1,3,430,269,87.0,77.0,18,2,9,1,2,5,1,0,18,5,18,5,3,2,42,17,42,17,2.75,3.0,2.75,3.5,3.0,2.3
https://redscores.com/pt-br/match/flamengo-palmeiras/Yixd5#1661143,2025-05-25,16:00,Serie A,Rodada 10,Palmeiras,Flamengo,0,2,0,2,50.0,50.0,2.04,1.47,13,7,3,3,3,3,13,18,4,2,0,0,50,30,50,30,1,3,358,377,83.0,79.0,5,6,3,1,7,12,2,1,19,10,19,10,0,2,31,20,31,20,2.1,3.25,3.4,2.2,3.0,3.6
https://redscores.com/pt-br/match/chapecoense-athletico-pr/TFxi5#1895549,2026-04-12,11:00,Serie A,Rodada 11,Athletico PR,Chapecoense,2,0,2,0,58.0,42.0,1.28,0.37,14,8,6,1,5,0,15,17,2,5,0,0,50,34,50,34,1,4,420,315,85.0,84.0,8,7,6,1,14,10,1,0,28,17,28,17,4,1,10,12,10,12,1.53,3.8,6.25,1.42,4.1,5.75
https://redscores.com/pt-br/match/internacional-santos/gwxm9#1661198,2025-07-23,21:30,Serie A,Rodada 16,Santos,Internacional,1,2,1,2,64.0,36.0,1.91,2.09,21,11,7,4,8,2,17,11,4,2,0,0,65,39,65,39,2,6,514,285,89.0,74.0,16,8,5,5,9,8,1,1,26,11,26,11,6,3,37,28,37,28,2.1,3.25,3.5,2.3,3.1,3.3
https://redscores.com/pt-br/match/corinthians-fluminense/8cx7I#1661259,2025-09-13,21:00,Serie A,Rodada 23,Fluminense,Corinthians,0,1,0,1,62.0,38.0,1.08,0.17,16,2,4,1,5,4,16,19,1,5,0,0,40,18,40,18,0,4,644,402,90.0,82.0,11,0,3,2,10,3,2,0,9,6,9,6,2,1,31,9,31,9,2.05,3.25,3.6,2.45,2.87,3.4
https://redscores.com/pt-br/match/internacional-botafogo/gwx7X#1661123,2025-05-11,20:00,Serie A,Rodada 8,Botafogo,Internacional,4,0,4,0,44.0,56.0,1.09,1.2,12,19,6,5,2,7,11,10,0,1,0,0,12,23,12,23,5,1,405,519,80.0,86.0,9,14,0,4,6,10,2,2,11,21,11,21,2,2,1,-67,1,-67,2.2,3.25,3.3,1.66,3.5,5.75
https://redscores.com/pt-br/match/botafogo-sao-paulo/7XxJ6#1661262,2025-09-14,17:30,Serie A,Rodada 23,São Paulo,Botafogo,1,0,1,0,47.0,53.0,1.43,0.86,11,12,3,2,4,4,11,14,3,1,0,0,36,37,36,37,2,2,444,495,84.0,82.0,5,10,1,3,7,9,1,0,13,16,13,16,2,2,22,21,22,21,2.3,3.25,3.1,2.1,2.9,4.1
https://redscores.com/pt-br/match/vasco-da-gama-gremio/MFx7y#1661187,2025-07-19,17:30,Serie A,Rodada 15,Vasco da Gama,Grêmio,1,1,1,1,64.0,36.0,1.76,0.81,31,9,7,4,12,2,16,15,2,3,0,0,69,9,69,9,3,6,515,303,90.0,77.0,23,9,8,3,10,3,1,3,28,3,28,3,5,1,42,5,42,5,2.4,3.2,3.0,2.1,3.0,3.6
https://redscores.com/pt-br/match/atletico-mineiro-santos/F5xm9#1661263,2025-09-14,16:00,Serie A,Rodada 23,Atlético Mineiro,Santos,1,1,1,1,53.0,47.0,1.15,1.26,17,12,5,5,7,3,12,15,2,4,0,1,58,27,58,27,4,4,470,426,85.0,84.0,12,8,7,2,4,5,0,2,9,18,9,18,5,2,49,9,49,9,1.7,3.75,4.75,1.95,3.25,4.2
https://redscores.com/pt-br/match/corinthians-fortaleza/8cxl8#1661394,2025-12-03,19:00,Serie A,Rodada 37,Fortaleza,Corinthians,2,1,2,1,30.0,70.0,1.07,1.92,10,20,3,7,0,7,15,18,5,1,0,0,20,65,20,65,6,1,248,550,74.0,91.0,7,17,1,10,5,12,1,3,2,14,2,14,2,4,14,48,14,48,1.95,3.3,4.1,1.8,3.5,4.75
https://redscores.com/pt-br/match/internacional-palmeiras/gwxd5#1661261,2025-09-13,18:30,Serie A,Rodada 23,Palmeiras,Internacional,4,1,4,1,61.0,39.0,2.34,0.45,20,7,8,3,7,1,10,16,1,2,0,0,58,15,58,15,2,4,585,370,90.0,83.0,17,5,3,1,9,9,6,1,23,9,23,9,1,2,29,6,29,6,1.6,3.7,6.0,1.48,4.2,7.0
https://redscores.com/pt-br/match/bahia-fluminense/KFx7I#1661396,2025-12-07,16:00,Serie A,Rodada 38,Fluminense,Bahia,2,0,2,0,53.0,47.0,0.97,0.77,12,14,5,5,5,4,12,22,2,3,0,0,29,45,29,45,5,3,423,379,88.0,87.0,7,11,1,5,7,5,2,2,11,25,11,25,3,3,18,20,18,20,1.72,3.6,5.0,1.8,3.5,4.75
https://redscores.com/pt-br/match/flamengo-bragantino/Yixadb#1895322,2026-04-02,21:30,Serie A,Rodada 9,Bragantino,Flamengo,3,0,3,0,56.0,44.0,1.79,0.28,18,7,6,1,7,5,12,12,4,1,0,1,32,23,32,23,1,3,468,371,90.0,82.0,15,4,7,3,4,5,2,1,6,5,6,5,4,0,26,18,26,18,3.9,3.5,1.9,3.8,3.2,2.1
https://redscores.com/pt-br/match/palmeiras-athletico-pr/d5xi5#1895285,2026-04-19,18:30,Serie A,Rodada 12,Palmeiras,Athletico PR,1,0,1,0,50.0,50.0,0.53,0.53,10,9,2,3,9,3,9,22,3,4,1,0,37,51,37,51,3,1,407,388,82.0,87.0,7,6,2,4,5,3,2,1,26,7,26,7,0,2,9,41,9,41,1.45,4.0,6.5,1.57,3.7,6.5
https://redscores.com/pt-br/match/fluminense-mirassol/7Ixm9b#1661340,2025-11-06,19:30,Serie A,Rodada 32,Fluminense,Mirassol,1,0,1,0,43.0,57.0,3.05,1.49,16,10,4,2,4,3,24,10,4,2,0,1,45,34,45,34,2,3,339,451,83.0,84.0,14,7,7,3,4,5,2,2,25,12,25,12,2,0,19,22,19,22,1.9,3.3,4.5,1.72,3.4,5.25
https://redscores.com/pt-br/match/fluminense-cruzeiro/7Ixi4#1661177,2025-07-17,19:30,Serie A,Rodada 14,Fluminense,Cruzeiro,0,2,0,2,69.0,31.0,1.76,0.81,28,8,6,5,7,2,12,13,1,2,0,0,62,12,62,12,3,7,601,282,91.0,78.0,15,4,9,1,10,5,1,4,27,9,27,9,4,1,72,4,72,4,2.5,3.2,2.75,2.25,3.0,3.6
https://redscores.com/pt-br/match/gremio-vitoria/7yxm5#1661282,2025-09-28,11:00,Serie A,Rodada 25,Grêmio,Vitória,3,1,3,1,50.0,50.0,1.16,0.45,10,6,6,4,1,5,8,13,1,4,0,0,49,51,49,51,3,3,422,409,86.0,86.0,6,4,2,3,3,3,2,1,26,23,26,23,4,3,23,28,23,28,1.66,3.6,5.25,1.85,3.4,4.33
