liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Celtic,Dundee United,https://redscores.com/pt-br/match/celtic-dundee-united/2xtc,Duplicado sem prioridade
Escócia - Premiership,12:00,Hibernian,Motherwell,https://redscores.com/pt-br/match/hibernian-motherwell/CAxcC,Duplicado sem prioridade
Escócia - Premiership,12:00,St. Mirren,Falkirk,https://redscores.com/pt-br/match/st-mirren-falkirk/eextg,Duplicado sem prioridade
Escócia - Premiership,12:00,Livingston,Kilmarnock,https://redscores.com/pt-br/match/kilmarnock-livingston/7bxhc,Duplicado sem prioridade
