liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,09:30,Hibernian,Hearts,https://redscores.com/pt-br/match/hibernian-hearts/CAxEC,Duplicado sem prioridade
Escócia - Premiership,12:00,Rangers,Motherwell,https://redscores.com/pt-br/match/rangers-motherwell/AAxcC,Duplicado sem prioridade
Escócia - Premiership,12:00,St. Mirren,Kilmarnock,https://redscores.com/pt-br/match/kilmarnock-st-mirren/7bxee,Duplicado sem prioridade
Escócia - Premiership,12:00,Dundee,Falkirk,https://redscores.com/pt-br/match/dundee-falkirk/ucxtg,Duplicado sem prioridade
Escócia - Premiership,12:00,Livingston,Celtic,https://redscores.com/pt-br/match/celtic-livingston/2xhc,Duplicado sem prioridade
