liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Hibernian,Dundee,https://redscores.com/pt-br/match/hibernian-dundee/CAxuc,Duplicado sem prioridade
Escócia - Premiership,12:00,Dundee United,Falkirk,https://redscores.com/pt-br/match/dundee-united-falkirk/tcxtg,Duplicado sem prioridade
Escócia - Premiership,12:00,Rangers,Livingston,https://redscores.com/pt-br/match/rangers-livingston/AAxhc,Duplicado sem prioridade
Escócia - Premiership,12:00,Kilmarnock,Motherwell,https://redscores.com/pt-br/match/kilmarnock-motherwell/7bxcC,Duplicado sem prioridade
