liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Rangers,Aberdeen,https://redscores.com/pt-br/match/rangers-aberdeen/AAxOc,Duplicado sem prioridade
Escócia - Premiership,12:00,Falkirk,Kilmarnock,https://redscores.com/pt-br/match/kilmarnock-falkirk/7bxtg,Duplicado sem prioridade
Escócia - Premiership,12:00,Hearts,Dundee,https://redscores.com/pt-br/match/dundee-hearts/ucxEC,Duplicado sem prioridade
