liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,16:45,Celtic,Livingston,https://redscores.com/pt-br/match/celtic-livingston/2xhc,Duplicado sem prioridade
Escócia - Premiership,16:45,Falkirk,Dundee,https://redscores.com/pt-br/match/dundee-falkirk/ucxtg,Duplicado sem prioridade
Escócia - Premiership,16:45,Dundee United,Aberdeen,https://redscores.com/pt-br/match/aberdeen-dundee-united/Ocxtc,Duplicado sem prioridade
Escócia - Premiership,16:45,Kilmarnock,St. Mirren,https://redscores.com/pt-br/match/kilmarnock-st-mirren/7bxee,Duplicado sem prioridade
