liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Motherwell,Kilmarnock,https://redscores.com/pt-br/match/kilmarnock-motherwell/7bxcC,Duplicado sem prioridade
Escócia - Premiership,12:00,Falkirk,Hibernian,https://redscores.com/pt-br/match/hibernian-falkirk/CAxtg,Duplicado sem prioridade
Escócia - Premiership,12:00,Dundee United,St. Mirren,https://redscores.com/pt-br/match/dundee-united-st-mirren/tcxee,Duplicado sem prioridade
Escócia - Premiership,12:00,Aberdeen,Livingston,https://redscores.com/pt-br/match/livingston-aberdeen/hcxOc,Duplicado sem prioridade
