liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Aberdeen,Dundee,https://redscores.com/pt-br/match/aberdeen-dundee/Ocxuc,Duplicado sem prioridade
Escócia - Premiership,12:00,Hearts,Falkirk,https://redscores.com/pt-br/match/hearts-falkirk/ECxtg,Duplicado sem prioridade
Escócia - Premiership,12:00,Dundee United,Kilmarnock,https://redscores.com/pt-br/match/kilmarnock-dundee-united/7bxtc,Duplicado sem prioridade
