liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,St. Mirren,Livingston,https://redscores.com/pt-br/match/livingston-st-mirren/hcxee,Duplicado sem prioridade
Escócia - Premiership,12:00,Motherwell,Dundee,https://redscores.com/pt-br/match/dundee-motherwell/ucxcC,Duplicado sem prioridade
Escócia - Premiership,12:00,Kilmarnock,Falkirk,https://redscores.com/pt-br/match/kilmarnock-falkirk/7bxtg,Duplicado sem prioridade
Escócia - Premiership,12:00,Dundee United,Hibernian,https://redscores.com/pt-br/match/hibernian-dundee-united/CAxtc,Duplicado sem prioridade
