liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,St. Mirren,Dundee,https://redscores.com/pt-br/match/dundee-st-mirren/ucxee,Duplicado sem prioridade
Escócia - Premiership,12:00,Livingston,Motherwell,https://redscores.com/pt-br/match/livingston-motherwell/hcxcC,Duplicado sem prioridade
Escócia - Premiership,12:00,Kilmarnock,Aberdeen,https://redscores.com/pt-br/match/kilmarnock-aberdeen/7bxOc,Duplicado sem prioridade
