liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Hearts,Dundee,https://redscores.com/pt-br/match/dundee-hearts/ucxEC,Duplicado sem prioridade
Escócia - Premiership,12:00,Motherwell,Hibernian,https://redscores.com/pt-br/match/hibernian-motherwell/CAxcC,Duplicado sem prioridade
Escócia - Premiership,12:00,Falkirk,St. Mirren,https://redscores.com/pt-br/match/st-mirren-falkirk/eextg,Duplicado sem prioridade
Escócia - Premiership,12:00,Kilmarnock,Livingston,https://redscores.com/pt-br/match/kilmarnock-livingston/7bxhc,Duplicado sem prioridade
