liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,11:00,Falkirk,Dundee,https://redscores.com/pt-br/match/dundee-falkirk/ucxtg,Duplicado sem prioridade
Escócia - Premiership,11:00,Dundee United,St. Mirren,https://redscores.com/pt-br/match/dundee-united-st-mirren/tcxee,Duplicado sem prioridade
Escócia - Premiership,11:00,Livingston,Motherwell,https://redscores.com/pt-br/match/livingston-motherwell/hcxcC,Duplicado sem prioridade
