liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Celtic,Motherwell,https://redscores.com/pt-br/match/celtic-motherwell/2xcC,Duplicado sem prioridade
Escócia - Premiership,12:00,Hibernian,Livingston,https://redscores.com/pt-br/match/hibernian-livingston/CAxhc,Duplicado sem prioridade
Escócia - Premiership,12:00,Aberdeen,Falkirk,https://redscores.com/pt-br/match/aberdeen-falkirk/Ocxtg,Duplicado sem prioridade
