liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Dundee,Livingston,https://redscores.com/pt-br/match/livingston-dundee/hcxuc,Duplicado sem prioridade
Escócia - Premiership,12:00,Falkirk,Dundee United,https://redscores.com/pt-br/match/dundee-united-falkirk/tcxtg,Duplicado sem prioridade
Escócia - Premiership,12:00,Hibernian,St. Mirren,https://redscores.com/pt-br/match/hibernian-st-mirren/CAxee,Duplicado sem prioridade
