liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Hearts,Aberdeen,https://redscores.com/pt-br/match/aberdeen-hearts/OcxEC,Duplicado sem prioridade
Escócia - Premiership,12:00,Livingston,St. Mirren,https://redscores.com/pt-br/match/livingston-st-mirren/hcxee,Duplicado sem prioridade
Escócia - Premiership,12:00,Dundee,Hibernian,https://redscores.com/pt-br/match/hibernian-dundee/CAxuc,Duplicado sem prioridade
Escócia - Premiership,12:00,Motherwell,Dundee United,https://redscores.com/pt-br/match/dundee-united-motherwell/tcxcC,Duplicado sem prioridade
Escócia - Premiership,12:00,Falkirk,Kilmarnock,https://redscores.com/pt-br/match/kilmarnock-falkirk/7bxtg,Duplicado sem prioridade
