liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,11:00,Celtic,St. Mirren,https://redscores.com/pt-br/match/celtic-st-mirren/2xee,Duplicado sem prioridade
Escócia - Premiership,11:00,Hearts,Motherwell,https://redscores.com/pt-br/match/motherwell-hearts/cCxEC,Duplicado sem prioridade
Escócia - Premiership,11:00,Aberdeen,Hibernian,https://redscores.com/pt-br/match/hibernian-aberdeen/CAxOc,Duplicado sem prioridade
Escócia - Premiership,11:00,Kilmarnock,Dundee,https://redscores.com/pt-br/match/kilmarnock-dundee/7bxuc,Duplicado sem prioridade
