liga,hora,home,away,link_confronto,motivo
Escócia - Premiership,12:00,Dundee,Aberdeen,https://redscores.com/pt-br/match/aberdeen-dundee/Ocxuc,Duplicado sem prioridade
Escócia - Premiership,12:00,Motherwell,Livingston,https://redscores.com/pt-br/match/livingston-motherwell/hcxcC,Duplicado sem prioridade
Escócia - Premiership,12:00,Hibernian,Falkirk,https://redscores.com/pt-br/match/hibernian-falkirk/CAxtg,Duplicado sem prioridade
Escócia - Premiership,12:00,St. Mirren,Dundee United,https://redscores.com/pt-br/match/dundee-united-st-mirren/tcxee,Duplicado sem prioridade
