Match_ID,Campeonato,Rodada,Home,Away,Score_Home,Score_Away,Data,Hora,H_Gols_HT,A_Gols_HT
pIVb6wBM,BRASIL: Brasileirão Betano,RODADA 12,São Paulo,Vasco,1,3,,,,
IP2PMbe3,BRASIL: Brasileirão Betano,RODADA 12,Grêmio,Corinthians,1,1,,,,
n5ftJGfS,BRASIL: Brasileirão Betano,RODADA 12,Fortaleza,Santos,2,3,,,,
Uk7V0HYq,BRASIL: Brasileirão Betano,RODADA 12,Red Bull Bragantino,Bahia,0,3,,,,
jw1XKxQF,BRASIL: Brasileirão Betano,RODADA 12,Vitória,Cruzeiro,0,0,,,,
zRIyxy0E,BRASIL: Brasileirão Betano,RODADA 10,Botafogo,Ceará,3,2,,,,
f9A0crSi,BRASIL: Brasileirão Betano,RODADA 11,Internacional,Fluminense,0,2,,,,
GQ5LZvzo,BRASIL: Brasileirão Betano,RODADA 11,Cruzeiro,Palmeiras,2,1,,,,
Ol2Hg0RG,BRASIL: Brasileirão Betano,RODADA 11,Ceará,Atlético-MG,0,1,,,,
tnnXeVjm,BRASIL: Brasileirão Betano,RODADA 11,Corinthians,Vitória,0,0,,,,
pQ3FwlyJ,BRASIL: Brasileirão Betano,RODADA 11,Flamengo,Fortaleza,5,0,,,,
WE5PivdT,BRASIL: Brasileirão Betano,RODADA 11,Juventude,Grêmio,0,2,,,,
lCkuf9La,BRASIL: Brasileirão Betano,RODADA 11,Santos,Botafogo,0,1,,,,
pvqlhmjC,BRASIL: Brasileirão Betano,RODADA 11,Mirassol,Sport,1,0,,,,
dEA01iTP,BRASIL: Brasileirão Betano,RODADA 11,Vasco,Red Bull Bragantino,0,2,,,,
2ZD8eMd4,BRASIL: Brasileirão Betano,RODADA 11,Bahia,São Paulo,2,1,,,,
MNjPSWM0,BRASIL: Brasileirão Betano,RODADA 10,Red Bull Bragantino,Juventude,1,0,,,,
GpCbsWyf,BRASIL: Brasileirão Betano,RODADA 10,Fortaleza,Cruzeiro,0,2,,,,
KIIkqh7s,BRASIL: Brasileirão Betano,RODADA 10,Vitória,Santos,0,1,,,,
UPBpzFUQ,BRASIL: Brasileirão Betano,RODADA 10,Palmeiras,Flamengo,0,2,,,,
lbA6uA66,BRASIL: Brasileirão Betano,RODADA 10,Sport,Internacional,1,1,,,,
AqXJlEqK,BRASIL: Brasileirão Betano,RODADA 10,Grêmio,Bahia,1,0,,,,
UmfXQAiD,BRASIL: Brasileirão Betano,RODADA 10,Atlético-MG,Corinthians,0,0,,,,
8KQkEX77,BRASIL: Brasileirão Betano,RODADA 10,Fluminense,Vasco,2,1,,,,
QecGUhhl,BRASIL: Brasileirão Betano,RODADA 10,São Paulo,Mirassol,0,2,,,,
KKmIHoc2,BRASIL: Brasileirão Betano,RODADA 9,Cruzeiro,Atlético-MG,0,0,,,,
xdI2PcG8,BRASIL: Brasileirão Betano,RODADA 9,Internacional,Mirassol,1,1,,,,
bmlZHfio,BRASIL: Brasileirão Betano,RODADA 9,Flamengo,Botafogo,0,0,,,,
CfpAJ7Sk,BRASIL: Brasileirão Betano,RODADA 9,Red Bull Bragantino,Palmeiras,1,2,,,,
A9GANyoL,BRASIL: Brasileirão Betano,RODADA 9,Bahia,Vitória,2,1,,,,
n9UTwxE4,BRASIL: Brasileirão Betano,RODADA 9,Corinthians,Santos,1,0,,,,
n5xsGgwe,BRASIL: Brasileirão Betano,RODADA 9,Juventude,Fluminense,1,1,,,,
h6XyxGrH,BRASIL: Brasileirão Betano,RODADA 9,São Paulo,Grêmio,2,1,,,,
jsyLubqh,BRASIL: Brasileirão Betano,RODADA 9,Vasco,Fortaleza,3,0,,,,
vuZYHF8r,BRASIL: Brasileirão Betano,RODADA 9,Ceará,Sport,2,0,,,,
WIuDCaF5,BRASIL: Brasileirão Betano,RODADA 8,Santos,Ceará,0,0,,,,
2wldGsGt,BRASIL: Brasileirão Betano,RODADA 8,Botafogo,Internacional,4,0,,,,
ptnT8HEU,BRASIL: Brasileirão Betano,RODADA 8,Atlético-MG,Fluminense,3,2,,,,
Ohx5ELpg,BRASIL: Brasileirão Betano,RODADA 8,Palmeiras,São Paulo,1,0,,,,
v372NGTN,BRASIL: Brasileirão Betano,RODADA 8,Sport,Cruzeiro,0,4,,,,
CE8ndvVO,BRASIL: Brasileirão Betano,RODADA 8,Flamengo,Bahia,1,0,,,,
O6HwTKan,BRASIL: Brasileirão Betano,RODADA 8,Grêmio,Red Bull Bragantino,1,1,,,,
CSmLAwpI,BRASIL: Brasileirão Betano,RODADA 8,Mirassol,Corinthians,2,1,,,,
WWKoRbUb,BRASIL: Brasileirão Betano,RODADA 8,Vitória,Vasco,2,1,,,,
hn9fPxaB,BRASIL: Brasileirão Betano,RODADA 8,Fortaleza,Juventude,5,0,,,,
hChob00C,BRASIL: Brasileirão Betano,RODADA 7,Juventude,Atlético-MG,0,1,,,,
6eU3oNG6,BRASIL: Brasileirão Betano,RODADA 7,Red Bull Bragantino,Mirassol,1,0,,,,
ChXBq1oJ,BRASIL: Brasileirão Betano,RODADA 7,Cruzeiro,Flamengo,2,1,,,,
hlAb74wQ,BRASIL: Brasileirão Betano,RODADA 7,Grêmio,Santos,1,0,,,,
rFKE7DX8,BRASIL: Brasileirão Betano,RODADA 7,Vasco,Palmeiras,0,1,,,,
OW0U1r1m,BRASIL: Brasileirão Betano,RODADA 7,Bahia,Botafogo,1,0,,,,
Kbfw0MVa,BRASIL: Brasileirão Betano,RODADA 7,Ceará,Vitória,1,0,,,,
xGxmk5Hs,BRASIL: Brasileirão Betano,RODADA 7,Corinthians,Internacional,4,2,,,,
j7ITqAu2,BRASIL: Brasileirão Betano,RODADA 7,Fluminense,Sport,2,1,,,,
ATzemqnf,BRASIL: Brasileirão Betano,RODADA 7,São Paulo,Fortaleza,0,0,,,,
OjP6vF3M,BRASIL: Brasileirão Betano,RODADA 6,Santos,Red Bull Bragantino,1,2,,,,
Gl4oXWed,BRASIL: Brasileirão Betano,RODADA 6,Cruzeiro,Vasco,1,0,,,,
GQLbtyZ9,BRASIL: Brasileirão Betano,RODADA 6,Palmeiras,Bahia,0,1,,,,
2sptgEIF,BRASIL: Brasileirão Betano,RODADA 6,Vitória,Grêmio,1,1,,,,
4UIBKgCj,BRASIL: Brasileirão Betano,RODADA 6,Flamengo,Corinthians,4,0,,,,
dO5crc4c,BRASIL: Brasileirão Betano,RODADA 6,Botafogo,Fluminense,2,0,,,,
UiUKoWAk,BRASIL: Brasileirão Betano,RODADA 6,Sport,Fortaleza,0,0,,,,
b9wkihmS,BRASIL: Brasileirão Betano,RODADA 6,Ceará,São Paulo,1,1,,,,
8O0wZhRq,BRASIL: Brasileirão Betano,RODADA 6,Mirassol,Atlético-MG,2,2,,,,
UToYfzl3,BRASIL: Brasileirão Betano,RODADA 6,Internacional,Juventude,3,1,,,,
G4pOTck4,BRASIL: Brasileirão Betano,RODADA 5,Bahia,Ceará,1,0,,,,
CIbbDx5N,BRASIL: Brasileirão Betano,RODADA 5,Red Bull Bragantino,Cruzeiro,1,0,,,,
ru2NBPTI,BRASIL: Brasileirão Betano,RODADA 5,Fluminense,Vitória,1,1,,,,
xKYWRyKG,BRASIL: Brasileirão Betano,RODADA 5,Fortaleza,Palmeiras,1,2,,,,
8lpU7GSp,BRASIL: Brasileirão Betano,RODADA 5,Atlético-MG,Botafogo,1,0,,,,
Gj5kFbzB,BRASIL: Brasileirão Betano,RODADA 5,São Paulo,Santos,2,1,,,,
ppxuQFlT,BRASIL: Brasileirão Betano,RODADA 5,Juventude,Mirassol,2,2,,,,
OdSGVJKi,BRASIL: Brasileirão Betano,RODADA 5,Grêmio,Internacional,1,1,,,,
8KIYItyn,BRASIL: Brasileirão Betano,RODADA 5,Vasco,Flamengo,0,0,,,,
UZ6sHK5b,BRASIL: Brasileirão Betano,RODADA 5,Corinthians,Sport,2,1,,,,
6g1sFwJD,BRASIL: Brasileirão Betano,RODADA 4,Cruzeiro,Bahia,3,0,,,,
YBe820Z7,BRASIL: Brasileirão Betano,RODADA 4,Flamengo,Juventude,6,0,,,,
hGSYILJl,BRASIL: Brasileirão Betano,RODADA 4,Santos,Atlético-MG,2,0,,,,
K0HcHTas,BRASIL: Brasileirão Betano,RODADA 4,Vitória,Fortaleza,2,1,,,,
dps3OsdR,BRASIL: Brasileirão Betano,RODADA 4,Corinthians,Fluminense,0,2,,,,
lIQRMkxK,BRASIL: Brasileirão Betano,RODADA 4,Internacional,Palmeiras,0,1,,,,
bTcZGal1,BRASIL: Brasileirão Betano,RODADA 4,Mirassol,Grêmio,4,1,,,,
nD8EDoa6,BRASIL: Brasileirão Betano,RODADA 4,Sport,Red Bull Bragantino,0,1,,,,
0ImfQ3RE,BRASIL: Brasileirão Betano,RODADA 4,Botafogo,São Paulo,2,2,,,,
EaA6F7Ug,BRASIL: Brasileirão Betano,RODADA 4,Ceará,Vasco,2,1,,,,
bgsQkNk2,BRASIL: Brasileirão Betano,RODADA 3,Atlético-MG,Vitória,2,2,,,,
6a4i6rzq,BRASIL: Brasileirão Betano,RODADA 3,Fortaleza,Internacional,0,0,,,,
WINrwp6d,BRASIL: Brasileirão Betano,RODADA 3,Fluminense,Santos,1,0,,,,
E1PCDQs9,BRASIL: Brasileirão Betano,RODADA 3,Grêmio,Flamengo,0,2,,,,
S47oc5cS,BRASIL: Brasileirão Betano,RODADA 3,São Paulo,Cruzeiro,1,1,,,,
nFNKB4CL,BRASIL: Brasileirão Betano,RODADA 3,Bahia,Mirassol,1,1,,,,
OCAU0mb3,BRASIL: Brasileirão Betano,RODADA 3,Vasco,Sport,3,1,,,,
Kv4waRSF,BRASIL: Brasileirão Betano,RODADA 3,Palmeiras,Corinthians,2,0,,,,
Cd7a4M4e,BRASIL: Brasileirão Betano,RODADA 3,Juventude,Ceará,2,1,,,,
CxqIiqLk,BRASIL: Brasileirão Betano,RODADA 3,Red Bull Bragantino,Botafogo,1,0,,,,
plCSpy85,BRASIL: Brasileirão Betano,RODADA 2,Santos,Bahia,2,2,,,,
GUen1dhn,BRASIL: Brasileirão Betano,RODADA 2,Internacional,Cruzeiro,3,0,,,,
tG5yqFxI,BRASIL: Brasileirão Betano,RODADA 2,Mirassol,Fortaleza,1,1,,,,
j9Fzu6yp,BRASIL: Brasileirão Betano,RODADA 2,Sport,Palmeiras,1,2,,,,
OfafazNb,BRASIL: Brasileirão Betano,RODADA 2,Vitória,Flamengo,1,2,,,,
ET3qsg7U,BRASIL: Brasileirão Betano,RODADA 2,Atlético-MG,São Paulo,0,0,,,,
SCu2UFNO,BRASIL: Brasileirão Betano,RODADA 2,Fluminense,Red Bull Bragantino,2,1,,,,
G8KBlJ8t,BRASIL: Brasileirão Betano,RODADA 2,Botafogo,Juventude,2,0,,,,
pAm3cEiB,BRASIL: Brasileirão Betano,RODADA 2,Ceará,Grêmio,2,0,,,,
xO8Kncwg,BRASIL: Brasileirão Betano,RODADA 2,Corinthians,Vasco,3,0,,,,
IaDCJb96,BRASIL: Brasileirão Betano,RODADA 1,Red Bull Bragantino,Ceará,2,2,,,,
25fxzKgm,BRASIL: Brasileirão Betano,RODADA 1,Bahia,Corinthians,1,1,,,,
W2uPS2nK,BRASIL: Brasileirão Betano,RODADA 1,Vasco,Santos,2,1,,,,
lKLeNtAs,BRASIL: Brasileirão Betano,RODADA 1,Palmeiras,Botafogo,0,0,,,,
4dmw5afD,BRASIL: Brasileirão Betano,RODADA 1,Flamengo,Internacional,1,1,,,,
QPGKHxvJ,BRASIL: Brasileirão Betano,RODADA 1,Cruzeiro,Mirassol,2,1,,,,
bXmoYcOa,BRASIL: Brasileirão Betano,RODADA 1,Fortaleza,Fluminense,2,0,,,,
6Lg7utWP,BRASIL: Brasileirão Betano,RODADA 1,Grêmio,Atlético-MG,2,1,,,,
WpngWygC,BRASIL: Brasileirão Betano,RODADA 1,Juventude,Vitória,2,0,,,,
MXJ3LKvf,BRASIL: Brasileirão Betano,RODADA 1,São Paulo,Sport,0,0,,,,
