Rússia - Premier League
África - Africa U20 Cup of Nations Qualification
África do Sul - Gladafrica Championship
Alemanha - Regionalliga: Nord
Alemanha - Regionalliga: Bayern
Alemanha - Regionalliga: Nordost
Alemanha - Regionalliga: West
Alemanha - Oberliga: Hamburg
Alemanha - Oberliga: Niederrhein
Alemanha - Oberliga: Bayern Nord
Alemanha - Oberliga: Nordost-Nord
Alemanha - Oberliga: Bremen
Alemanha - Oberliga: Baden-Wurttemberg
Alemanha - Oberliga: Schleswig-Holstein
Alemanha - Oberliga: Westfalen
Alemanha - Oberliga: Hessen
Alemanha - Oberliga: Mittelrhein
Angola - Girabola
Argélia - Ligue 2
Argentina - Primera B Metropolitana
Aruba - Division de Honor
Austrália - Npl Western Australia
Austrália - Npl Victoria
Austrália - Npl South Australian
Austrália - New South Wales
Austrália - Npl Queensland
Austrália - Queensland Premier League 2
Áustria - Erste Liga
Áustria - Regionalliga: Ost
Áustria - Regionalliga: Mitte
Áustria - Landesliga: Wien
Azerbaijão - Premier League
Bélgica - Reserve Pro League
Botsuana - Premier League
Brasil - Brasileiro U20
Brasil - Potiguar
Brasil - Capixaba
Brasil - Catarinense 1
Brasil - Amapaense
Brasil - Carioca 1
Brasil - Paranaense 2
Bulgária - Vtora Liga
Burkina Faso - Premier League
Burundi - Ligue A
Chile - Primera B
Cingapura - S. League
Colômbia - Torneo Betplay
Croácia - 2. HNL
Croácia - 3. HNL - Center
Curaçao - Premier League
Emirados Árabes Unidos - Uae League
Emirados Árabes Unidos - Arabian Gulf Reserve League
Eslováquia - Youth League
Eslovênia - 2. SNL
Eslovênia - 1. Junior League
Espanha - Primera Division RFEF: Group 1
Espanha - Tercera - Group 15
Etiópia - Premier League
Fiji - National Football League
Finlândia - Finland Cup
França - National
França - CFA Group A
Gana - Premier League
Guiné - Ligue 1
Índia - Indian Super League
Índia - I-League
Indonésia - Liga 1
Indonésia - Liga 2
Inglaterra - Premier League 2 Division One
Inglaterra - Professional Development League
Irã - Persian Gulf Pro League
Irlanda - First Division
Irlanda do Norte - Championship
Islândia - League Cup
Islândia - League Cup Women A
Israel - Liga Leumit
Israel - Liga Alef
Israel - Liga Bet - South A
Itália - Serie C: Girone A
Itália - PrimaVera 1
Líbano - Premier League
Líbia - Premier League
Macedônia FYR - First League
Mali - Premiere Division
Marrocos - Botola Pro
Mauritânia - Super D1
México - Liga de Expansión MX
México - Liga Premier Serie A
México - Liga Premier Serie B
México - Liga TDP: Group 2
Mundo - Club Friendlies 3
Mundo - Friendly International Women
País de Gales - FAW Championship
Panamá - Lpf
Polônia - 1. Liga
Polônia - 2. Liga East
Polônia - Ekstraliga Women
Portugal - Liga 3
Qatar - Premier League
Quênia - Super League
RD Congo - Super Ligue
República Tcheca - Fortuna Liga
República Tcheca - 2. Liga FNL
Romênia - 3. Liga: Series 8
Romênia - 3. Liga: Series 6
Romênia - 3. Liga: Series 7
Romênia - 3. Liga: Series 2
Romênia - 3. Liga: Series 1
Romênia - 3. Liga: Series 4
Romênia - 3. Liga: Series 5
Romênia - 3. Liga: Series 3
Ruanda - National Soccer League
Rússia - FNL
Serra Leoa - Premier League
Sérvia - Prva Liga
Sérvia - U19 League
Suécia - Svenska Cupen
Suíça - Challenge League
Tailândia - Thai League Two
Trinidad e Tobago - T&T Pro League
Tunísia - Ligue 1
Tunísia - Ligue 2
Turquia - 1. Lig
Turquia - U19 Elit A
Ucrânia - Premier League
Uzbequistão - Professional Football League
Vietnã - V-League 2
Espanha - Autonómicas: Navarra
Espanha - Autonómicas: Baleares - Mallorca A
Espanha - Autonómicas: Canarias - Tenerife 1
Ucrânia - Premier League Women
Hungria - U19 Alap
Martinica - Division d'Honneur
Ucrânia - U19 League
Hungria - U19 League
Emirados Árabes Unidos - Youth League
Escócia - FA Youth Cup
Alemanha - State Leagues: Mittelrhein - 1
Irlanda - Munster Senior League
País de Gales - FAW Championship - South
Gana - Division One
México - U19 League
Europa - UEFA U17 Championship Women Qualification
Espanha - Autonómicas: Canarias - Gran Canaria
Irlanda - Leinster Senior League
Escócia - Highland League Cup
Inglaterra - Birmingham Senior Cup
Suazilândia - Premier League
Egito - Second Division A
Alemanha - State Leagues: Rheinland
Austrália - Victoria NPL 3
Internacional - Womens WC Qualification CONCACAF
Polônia - 3. Liga - Group 3
Polônia - 3. Liga - Group 2
Arábia Saudita - Division 2
Espanha - División De Honor Juvenil - Group 6
Israel - Liga Bet - North B
Israel - Liga Bet - North A
Israel - Liga Bet - South B
Israel - Liga Alef - Süd
Mundo - Club Friendlies 4
Internacional - UEFA U19 Championship Women Qualification
Alemanha - State Leagues: Thüringen
Irlanda do Norte - Premier Intermediate League
Croácia - Second NL
Alemanha - State Leagues: Mecklenburg - Vorpommern
Alemanha - State Leagues: Weser - Ems
Alemanha - U17 Bundesliga
Alemanha - State Leagues: Sachsen - Anhalt
Alemanha - State Leagues: Hessen - Mitte
Alemanha - State Leagues: Hamburg - Hammonia
Alemanha - State Leagues: Hamburg - Hansa
Alemanha - State Leagues: Saarland
Japão - J1 100 Year Vision League
