Europa - Champions League
Europa - Europa League
América do Sul - Copa Libertadores
África do Sul - Gladafrica Championship
Albânia - Albanian Cup
Alemanha - Regionalliga: Nordost
Alemanha - Regionalliga: West
Alemanha - Oberliga: Baden-Wurttemberg
Alemanha - Oberliga: Nordost-Nord
Alemanha - Oberliga: Nordost-Süd
Alemanha - Oberliga: Schleswig-Holstein
Alemanha - Junioren Bundesliga
América do Sul - Copa Sudamericana
Angola - Girabola
Arábia Saudita - Division 1
Argentina - Primera C
Argentina - Copa Argentina
Argentina - Reserve League
Armênia - First League
Ásia - AFC Cup
Austrália - Npl Western Australia
Austrália - Capital Territory FFA Cup Preliminary
Austrália - NSW FFA Cup Preliminary
Austrália - Northern NSW FFA Cup Preliminary
Áustria - WFV Cup
Azerbaijão - Birinci Dasta
Bósnia e Herzegovina - First League: RS
Bósnia e Herzegovina - First League: FBiH
Bósnia e Herzegovina - Bosnia Cup
Brasil - Brasileiro U20
Brasil - Copa do Nordeste
Brasil - Cearense 2
Brasil - Paulista A2
Cazaquistão - Kazakhstan Cup
Chipre - Cyprus Cup
Croácia - Croatia Cup
Curaçao - Premier League
Emirados Árabes Unidos - U19 League
Equador - Primera B
Eslovênia - 2. SNL
Espanha - Primera Division RFEF: Group 1
Espanha - Tercera - Group 12
Espanha - Segunda Division Femenina
Etiópia - Premier League
EUA - USL Championship
EUA - USL League One
Filipinas - PFL
Finlândia - Finland Cup
Finlândia - Women's Cup
França - CFA Group A
Geórgia - Liga 3
Grécia - Super League 2
Grécia - Gamma Ethnik: Play-offs
Guiné - Ligue 1
Honduras - Liga Nacional
Ilhas Turcas e Caicos - Premier League
Índia - I-League 2nd Division
Inglaterra - Vanarama National League North
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - Professional Development League
Inglaterra - Premier League U18
Iraque - Iraqi League
Irlanda do Norte - Championship Women
Irlanda do Norte - Premiership Development League
Islândia - League Cup C
Islândia - League Cup Women C
Itália - Serie C: Girone B
Itália - Serie C: Girone A
Itália - Serie C: Girone C
Itália - Primavera Cup
Jordânia - Premier League
Kosovo - Kosovar Cup
Letônia - Virsliga
Líbia - Premier League
Macedônia FYR - First League
Mali - Premiere Division
Malta - Gozo First Division
México - Liga TDP: Group 2
Montenegro - First League
Montenegro - Second League
Mundo - CONCACAF Champions League
Nicarágua - Primera Division
Nicarágua - Liga Primera U20
Noruega - Cup Women
País de Gales - FAW Championship
Polônia - Polish Cup
Portugal - 2. Division: Group A
Portugal - Liga Revelacao U23
Qatar - Premier League
Quênia - Premier League
RD Congo - Super Ligue
República Tcheca - U19 League
Rússia - Russian Cup
São Marino - Campionato
Sérvia - U19 League
Suíça - 1.Liga Promotion
Tailândia - League Cup
Tanzânia - Ligi kuu Bara
Turquia - 1. Lig
Turquia - 2. Lig: Beyaz
Turquia - U19 Elit A
Ucrânia - Persha Liga
Ucrânia - Second League: Group A
Uganda - Premier League
Uzbequistão - Professional Football League
Zâmbia - Super League
Hungria - U19 Alap
Espanha - Autonómicas: Canarias - Tenerife 1
Espanha - Autonómicas: Baleares - Menorca
Ucrânia - U19 League
Inglaterra - Northumberland Senior Cup
Suazilândia - Premier League
Inglaterra - Cheshire Senior Cup
Tahiti - Ligue 1
Irlanda - Munster Senior League
Hong Kong - HKPL U22 League
Luxemburgo - Promotion d'Honneur
Rússia - Second League A
Espanha - Autonómicas: Canarias - Gran Canaria
Europa - UEFA U17 Championship Women Qualification
México - U19 League
Macedônia FYR - Mladinska Super liga
Suíça - 2. Liga Interregional - Group 5
Escócia - Regional Leagues: Midlands
Espanha - División De Honor Juvenil - Group 4
Malásia - Liga M3
Escócia - Football League - Highland League
Espanha - División De Honor Juvenil - Group 6
Noruega - 3. Division - Group 5
Alemanha - State Leagues: Bayern - Mitte
Alemanha - State Leagues: Weser - Ems
Alemanha - State Leagues: Südwest
Escócia - Regional Leagues
Polônia - IV Liga: Lódzka
Polônia - IV Liga: Małopolska
Dinamarca - 2. Division Women
Alemanha - U17 Bundesliga
Escócia - Regional Leagues: North JFA
