Mundo - Friendly International
Alemanha - Regionalliga: Nordost
Alemanha - Regionalliga: West
Alemanha - Regionalliga: Nord
Alemanha - Oberliga: Hamburg
Alemanha - Oberliga: Schleswig-Holstein
Alemanha - Oberliga: Nordost-Süd
Alemanha - Oberliga: Niedersachsen
Alemanha - Oberliga: Baden-Wurttemberg
Alemanha - Junioren Bundesliga
Argentina - Copa Argentina
Argentina - Reserve League
Austrália - Victoria FFA Cup Preliminary
Austrália - Northern NSW FFA Cup Preliminary
Austrália - Northern Territory FFA Cup Preliminary
Austrália - W-League
Áustria - Regionalliga: West
Brasil - Copa do Nordeste
Brasil - Cearense 2
Brasil - Paulista A2
Bulgária - Vtora Liga
Colômbia - Torneo Betplay
Costa Rica - Liga de Ascenso
Dinamarca - Women's Cup
El Salvador - Primera Division
Espanha - Tercera - Group 10
Espanha - Tercera - Group 6
Espanha - Tercera - Group 5
EUA - USL Championship
EUA - USL League One
EUA - US Open Cup
Europa - Champions League Women
Filipinas - PFL
Finlândia - Finland Cup
Finlândia - A-Junior League
França - CFA Group B
Gabão - Champoinnat D1
Geórgia - Liga 3
Guatemala - Primera Division
Guiné - Ligue 1
Ilhas Turcas e Caicos - Premier League
Índia - I-League
Inglaterra - Vanarama National League South
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - Premier League U18
Inglaterra - Premier League Cup
Iraque - Iraqi League
Irlanda do Norte - Championship Women
Jamaica - Premier League
Marrocos - Botola Pro
México - Liga Premier Serie B
México - Liga Premier Serie A
México - Liga TDP: Group 2
México - Liga Mx Women
Mundo - Africa Cup of Nations Qualifications
Mundo - Friendly International U23
Mundo - Friendly International U18
Nicarágua - Liga Primera U20
Polônia - 3. Liga
Polônia - Ekstraliga Women
Portugal - 2. Division: Group C
Portugal - 2. Division: Group A
Qatar - QSL Cup
Quênia - Super League
RD Congo - Super Ligue
Romênia - Romanian Cup Women
Ruanda - National Soccer League
Senegal - Ligue 1
Serra Leoa - Premier League
Suriname - Topklasse
Tailândia - Thai League Two
Trinidad e Tobago - T&T Pro League
Turquia - 2. Lig: Kirmizi
Turquia - 2. Lig: Beyaz
Turquia - 3. Lig: Group 2
Turquia - 3. Lig: Group 3
Turquia - 3. Lig: Group 4
Turquia - 3. Lig: Group 1
Uzbequistão - Uzbekistan Cup
Venezuela - Segunda Division
País de Gales - Welsh Premier Women's League
Moldávia - Campionatul Moldovei
Inglaterra - Staffordshire Senior Cup
Espanha - Autonómicas: Canarias - Tenerife 1
Espanha - Autonómicas: Murcia
Inglaterra - Gloucester Senior Challenge Cup
Quênia - Women Premier League
Costa Rica - Copa Costa Rica
Espanha - Autonómicas: Canarias - Gran Canaria
Hong Kong - HKPL U22 League
Qatar - U19 League
Escócia - Regional Leagues: Midlands
Escócia - Regional Leagues: North Caledonian
Ucrânia - Premier League Women
Alemanha - State Leagues: Rheinland
Luxemburgo - Ligue 1 Women
Europa - UEFA U19 Championship Qualification
Europa - UEFA U17 Championship Qualification
Escócia - Football League - Highland League
Alemanha - Regionalliga Women - Nord
Polônia - 3. Liga - Group 2
Espanha - Primera Nacional Femenina - Group 3
Polônia - 3. Liga - Group 3
Polônia - 3. Liga - Group 4
Espanha - Primera Nacional Femenina - Group 6
Espanha - División De Honor Juvenil - Group 4
Egito - League Cup
Alemanha - State Leagues: Bayern - Mitte
Hungria - Nöi NB II
Alemanha - State Leagues: Bayern - Nordwest
Alemanha - State Leagues: Bayern - Südost
Alemanha - State Leagues: Weser - Ems
Alemanha - State Leagues: Südwest
Escócia - Regional Leagues
Polônia - IV Liga: Pomorska
Alemanha - U17 Bundesliga
Luxemburgo - 1. Division
Áustria - Frauenliga
Europa - UEFA Women Europa League
