Inglaterra - FA Cup
França - Coupe de France
Arábia Saudita - Division 1
Argélia - Algeria Cup
Ásia - Afc Championship U23
Brasil - Amazonense
Brasil - Acreano
Chipre - 1. Division
Emirados Árabes Unidos - Arabian Gulf Reserve League
Gibraltar - Premier Division
Grécia - Gamma Ethniki Group 6
Indonésia - Liga 1
Indonésia - Liga 2
Inglaterra - Non League Premier: Isthmian
Inglaterra - EFL Trophy
Inglaterra - Wsl 2 Women
Inglaterra - Premier League 2 Division One
Inglaterra - Professional Development League
Inglaterra - Premier League Cup
Irã - Hazfi Cup
Irlanda do Norte - Premiership Development League
Israel - Liga Leumit
Israel - State Cup
Israel - Ligat Al Women
Itália - Serie C: Girone C
Itália - PrimaVera 1
Jamaica - Premier League
Maldivas - Male League
Mauritânia - Super D1
México - Liga Premier Serie A
México - Liga Mx Women
Mianmar - National League
Mundo - Club Friendlies 3
Omã - Sultan Cup
Quênia - Super League
RD Congo - Super Ligue
Ruanda - National Soccer League
Serra Leoa - Premier League
Sudão - Sudan Premier League
Turquia - 1. Lig
Itália - U18 Serie A/B
Inglaterra - Essex Senior Cup
Inglaterra - Birmingham Senior Cup
Egito - Second Division A
Hong Kong - HKPL U22 League
Gana - Division One
Indonésia - Liga Nusantara
Egito - League Cup
Malásia - Liga M3
Emirados Árabes Unidos - Youth League
Etiópia - Higher League
