Mundo - Friendly International
África - Africa Cup of Nations Qualifications
Albânia - Kampionati i Femrave
Alemanha - Regionalliga: Nord
Alemanha - Oberliga: Hamburg
Alemanha - Oberliga: Mittelrhein
Alemanha - Oberliga: Niedersachsen
Alemanha - Oberliga: Baden-Wurttemberg
Alemanha - Oberliga: Nordost-Nord
Alemanha - Oberliga: Nordost-Süd
Alemanha - Oberliga: Rheinland-Pfalz/Saar
Alemanha - Oberliga: Schleswig-Holstein
Alemanha - Oberliga: Westfalen
Alemanha - Oberliga: Niederrhein
Alemanha - Oberliga: Bremen
Alemanha - Bundesliga Women
Alemanha - 2. Bundesliga Women
Alemanha - Junioren Bundesliga
Alemanha - Reg. Cup Thüringen
Andorra - 2. Division
Argentina - Primera B Metropolitana
Argentina - Torneo Federal A
Argentina - Primera C
Argentina - Copa Argentina
Armênia - First League
Austrália - Northern Nsw
Austrália - New South Wales
Austrália - Npl Tasmania
Austrália - Npl Queensland
Austrália - Npl South Australian
Austrália - Northern Territory Premier League
Austrália - Victoria Premier League 2
Austrália - Queensland Premier League 2
Austrália - Brisbane Premier League
Austrália - W-League
Austrália - Victoria NPL Youth League
Áustria - Regionalliga: Mitte
Áustria - Regionalliga: West
Bélgica - First Amateur Division
Bélgica - Women's Cup
Benin - Championnat National
Bósnia e Herzegovina - First League: RS
Bósnia e Herzegovina - First League: FBiH
Brasil - Mineiro U20
Brasil - Copa do Nordeste
Brasil - Paranaense 2
Brasil - Paulista A2
Brasil - Cearense 2
Bulgária - Vtora Liga
Camarões - Elite One
Chile - Primera B
Coréia do Sul - National League
Coréia do Sul - K3 League Advanced
Costa Rica - Liga de Ascenso
Croácia - 2. HNL
Croácia - 3. HNL - East
Croácia - 3. HNL - South
Croácia - 3. HNL - Center
Croácia - U19 League
Curaçao - Premier League
Dinamarca - 2nd Division
Dinamarca - Elitedivisionen Women
El Salvador - Primera Division
El Salvador - Reserve League
Escócia - Women's Championship
Escócia - SWPL Cup
Eslovênia - 2. SNL
Eslovênia - 1. Womens Liga
Espanha - Primera Division RFEF: Group 1
Espanha - Primera Division RFEF: Group 2
Espanha - Segunda Division RFEF: Group 3
Espanha - Segunda Division RFEF: Group 2
Espanha - Segunda Division RFEF: Group 1
Espanha - Segunda Division RFEF: Group 5
Espanha - Segunda Division RFEF: Group 4
Espanha - Tercera - Group 1
Espanha - Tercera - Group 2
Espanha - Tercera - Group 3
Espanha - Tercera - Group 4
Espanha - Tercera - Group 6
Espanha - Tercera - Group 5
Espanha - Tercera - Group 7
Espanha - Tercera - Group 8
Espanha - Tercera - Group 9
Espanha - Tercera - Group 10
Espanha - Tercera - Group 11
Espanha - Tercera - Group 12
Espanha - Tercera - Group 18
Espanha - Tercera - Group 14
Espanha - Tercera - Group 15
Espanha - Tercera - Group 13
Espanha - Tercera - Group 16
Espanha - Tercera - Group 17
Espanha - Primera Division Women
Espanha - Segunda Division Femenina
EUA - USL Championship
EUA - USL League One
Filipinas - PFL
Finlândia - Finland Cup
Finlândia - A-Junior League
França - CFA Group B
França - Feminine Division 2
Gana - Premier League
Grécia - Super League 2
Grécia - Panelinio Protathlima
Guadalupe - Division d'Honneur
Guatemala - Liga Nacional
Guatemala - Primera Division
Guiné - Ligue 1
Indonésia - Liga 2
Inglaterra - Women's Super League
Inglaterra - Wsl 2 Women
Inglaterra - Women's National League - Premier Division South
Inglaterra - Women's National League - Premier Division North
Irã - Azadegan League
Islândia - Iceland Cup
Islândia - League Cup C
Itália - Serie C: Girone C
Itália - Serie C: Girone B
Itália - Serie C: Girone A
Itália - Coppa Italia Women
Jamaica - Premier League
Japão - Nadeshiko League 1
Japão - Nadeshiko League 2
Letônia - First Liga
Letônia - Women League
Mali - Premiere Division
Marrocos - Botola Pro
Marrocos - Botola 2
México - Liga de Expansión MX
México - Liga Premier Serie A
México - Liga Premier Serie B
México - Liga TDP: Group 2
México - Liga Mx Women
Mundo - Club Friendlies 3
Nigéria - Npfl
Noruega - 1. Division Women
Países Baixos - Eredivisie Women
Panamá - Lpf
Peru - Segunda Division
Polônia - 2. Liga East
Polônia - 3. Liga
Polônia - Ekstraliga Women
Portugal - Liga 3
Portugal - 2. Division: Group A
Portugal - 2. Division: Group D
Portugal - 2. Division: Group C
Portugal - Liga Revelacao U23
Qatar - QSL Cup
Quênia - Premier League
Quênia - Super League
RD Congo - Super Ligue
República Tcheca - 3. Liga CFL
República Tcheca - 3. Liga MSFL
República Tcheca - 4. Liga Division E
República Tcheca - 4. Liga Division F
República Tcheca - 4. Liga Division C
República Tcheca - 4. Liga Division D
República Tcheca - First League Women
Romênia - Liga 1 Women
Rússia - FNL
Rússia - Pfl
Senegal - Ligue 1
Serra Leoa - Premier League
Sérvia - Super Liga Žene
Suécia - Division 2: Ostra Gotaland
Suécia - Division 2: Sodra Svealand
Suécia - Division 2: Norra Svealand
Suécia - Division 2: Vastra Gotaland
Suécia - Division 2: Norra Gotaland
Suécia - Allsvenskan Women
Suíça - 1.Liga Promotion
Suíça - Schweizer Pokal Frauen
Suriname - Topklasse
Tailândia - Thai League Two
Togo - Championnat National
Trinidad e Tobago - T&T Pro League
Tunísia - Ligue 2
Turquia - 2. Lig: Beyaz
Turquia - 2. Lig: Kirmizi
Turquia - 3. Lig: Group 3
Turquia - 3. Lig: Group 2
Turquia - 3. Lig: Group 1
Turquia - 3. Lig: Group 4
Turquia - Bölgesel Amatör Lig
Ucrânia - Persha Liga
Ucrânia - Second League: Group A
Uruguai - Segunda Division
Uzbequistão - Uzbekistan Cup
Venezuela - Segunda Division
Vietnã - Second Division
Espanha - Autonómicas: Baleares - Menorca
Espanha - Autonómicas: Galicia - Gr 2
Espanha - Autonómicas: C Madrid - GR 1
Espanha - Autonómicas: Euskadi - Guipúzcoa
Espanha - Autonómicas: Asturias
Espanha - Autonómicas: Castilla León - GR A
Espanha - Autonómicas: Castilla León - GR B
Espanha - Autonómicas: Galicia - GR 1
Espanha - Autonómicas: Navarra
Espanha - Autonómicas: C Madrid - GR 2
Espanha - Autonómicas: La Rioja
Espanha - Autonómicas: Euskadi - Álava
Espanha - Autonómicas: Murcia
Espanha - Autonómicas: Aragón - GR 2
Espanha - Autonómicas: Extremadura - GR 1
Espanha - Autonómicas: Extremadura - GR 2
Espanha - Autonómicas: Extremadura - GR 3
Espanha - Autonómicas: Andalucía - GR 1
Espanha - Autonómicas: Andalucía - GR 2
Espanha - Autonómicas: Extremadura - GR 4
Espanha - Autonómicas: Castilla LM - Gr 1
Espanha - Autonómicas: Castilla LM - Gr 2
África do Sul - Diski Challenge
Áustria - 2. Frauenliga
Bulgária - Women's League
República Tcheca - 2. Liga Women
França - Championnat National U17
Itália - Serie B Women
Espanha - Primera Federación Femenina
Espanha - Autonómicas: Cataluña - GR 1
Ucrânia - Premier League Women
País de Gales - Welsh Premier Women's League
Chipre - First Division Women
Croácia - First League Women
Espanha - Autonómicas: Canarias - Tenerife 1
Espanha - Autonómicas: Baleares - Mallorca A
Espanha - Autonómicas: Cantabria
Espanha - Autonómicas: Aragón - GR 1
Hungria - NB 3: Northwest
Turquia - Bölgesel Amatör Lig - Region 10
Gana - Division One
Espanha - Autonómicas: C Valenciana - Nord
Espanha - Autonómicas: C Valenciana - Sud
Hong Kong - HKPL U22 League
Grécia - Greece Super League 2 K19
Hungria - NB 3: Southwest
Quênia - Women Premier League
Bósnia e Herzegovina - Premijer omladinska liga
Suíça - 2. Liga Interregional - Group 3
Suíça - 2. Liga Interregional - Group 2
Suíça - 2. Liga Interregional - Group 4
Hungria - NB 3: Southeast
Inglaterra - FA WNL Cup
Porto Rico - Liga Puerto Rico
Países Baixos - Eerste Klasse
Países Baixos - Hoofdklasse Women
Países Baixos - Eerste Klasse Women
Polônia - II Liga Women
Itália - U18 Serie A/B
Áustria - Frauenliga
Marrocos - Division 1 Féminin
Costa Rica - Copa Costa Rica
Japão - WE League
Itália - U17 Serie A/B
Itália - U16 Serie A/B
Romênia - Liga de Tineret
Irlanda - Leinster Senior League
Luxemburgo - Promotion d'Honneur
Rússia - Second League A
Hungria - NB 3: Northeast
Hungria - Nöi NB II
Alemanha - State Leagues: Weser - Ems
Romênia - Liga 2 Feminin
Malásia - Liga M3
Polônia - 3. Liga - Group 4
Polônia - 3. Liga - Group 3
Alemanha - Regionalliga Women - Südwest
Turquia - Bölgesel Amatör Lig - Play-offs
Turquia - Super Lig Women
Itália - Primavera Women
Macedônia FYR - Womens League
Alemanha - State Leagues: Bayern - Nordost
Alemanha - State Leagues: Bayern - Nordwest
Alemanha - State Leagues: Bayern - Mitte
Alemanha - State Leagues: Bayern - Südost
Alemanha - State Leagues: Bayern - Südwest
Alemanha - State Leagues: Saarland
Alemanha - State Leagues: Hamburg - Hansa
Alemanha - State Leagues: Hamburg - Hammonia
Alemanha - Regionalliga Women - Süd
Alemanha - Regionalliga Women - West
Eslováquia - 4. liga: Bratislava
Espanha - División De Honor Juvenil - Group 4
Egito - League Cup
Espanha - Primera Nacional Femenina - Group 3
Espanha - Primera Nacional Femenina - Group 6
Espanha - División De Honor Juvenil - Group 6
Alemanha - Regionalliga Women - Nordost
Alemanha - Regionalliga Women - Nord
Espanha - División De Honor Juvenil - Group 2
Turquia - Bölgesel Amatör Lig - Region 5
Turquia - Bölgesel Amatör Lig - Region 6
Turquia - Bölgesel Amatör Lig - Region 3
Turquia - Bölgesel Amatör Lig - Region 8
Turquia - Bölgesel Amatör Lig - Region 4
Turquia - Bölgesel Amatör Lig - Region 9
Turquia - Bölgesel Amatör Lig - Region 7
Eslováquia - 4. liga: East
Alemanha - State Leagues: Hessen - Mitte
Alemanha - State Leagues: Südwest
Alemanha - State Leagues: Hessen - Nord
Portugal - Júniores U17
Eslováquia - 4. liga: Center
Ásia - AFC Women's Club Championship
Croácia - Second NL
França - Championnat National U19
Luxemburgo - 1. Division
Escócia - South Challenge Cup
Alemanha - State Leagues: Südbaden
Suíça - 2. Liga Interregional
Alemanha - State Leagues: Thüringen
Alemanha - State Leagues: Schleswig - Holstein
Alemanha - State Leagues: Rheinland
Alemanha - State Leagues: Westfalen - 2
Alemanha - State Leagues: Westfalen - 1
Alemanha - State Leagues: Mittelrhein - 1
Alemanha - State Leagues: Mittelrhein - 2
Alemanha - State Leagues: Württemberg
Eslováquia - 4. liga: West
Polônia - IV Liga: Wielkopolska
Alemanha - State Leagues: Hessen - Süd
Polônia - IV Liga: Pomorska
Polônia - IV Liga: Kujawsko-Pomorska
Polônia - IV Liga: Lubuska
Polônia - IV Liga: Lódzka
Polônia - IV Liga: Małopolska
Polônia - IV Liga: Podlaska
Polônia - IV Liga: Warmińsko-Mazurska
Polônia - IV Liga: Zachodniopomorska
Polônia - IV Liga: Podkarpacka
Polônia - IV Liga: Świętokrzyska
Polônia - IV Liga: Lubelska I
Dinamarca - 2. Division Women
Alemanha - U17 Bundesliga
