Inglaterra - FA Cup
França - Coupe de France
Portugal - League Cup
Turquia - Super Cup
Mundo - Africa Cup of Nations
Albânia - Albanian Cup
Angola - Girabola
Antígua e Barbuda - Premier Division
Aruba - Division de Honor
Ásia - Afc Championship U23
Austrália - W-League
Bahrein - Premier League
Bélgica - First Amateur Division
Bélgica - Super League Women
Bermudas - Premier League
Brasil - Sao Paolo Youth Cup
Brasil - Baiano 1
Brasil - Cearense 1
Brasil - Piauiense
Brasil - Sergipano
Brasil - Catarinense 1
Brasil - Brasiliense
Brasil - Alagoano
Brasil - Paranaense 1
Brasil - Pernambucano 1
Brasil - Amazonense
Brasil - Matogrossense
Brasil - Maranhense
Brasil - Goiano 1
Brasil - Mineiro 1
Brasil - Gaucho 1
Brasil - Paulista A1
Brasil - Paulista A2
Brunei Darussalam - Super League
Burundi - Ligue A
Camboja - C-League
Chipre - 1. Division
Chipre - 2. Division
Chipre - 3. Division
Cingapura - Singapore Cup
Curaçao - Premier League
Emirados Árabes Unidos - Uae League
Espanha - Primera Division RFEF: Group 1
Espanha - Primera Division RFEF: Group 2
Espanha - Segunda Division RFEF: Group 1
Espanha - Segunda Division RFEF: Group 2
Espanha - Tercera - Group 3
Espanha - Tercera - Group 4
Espanha - Tercera - Group 6
Espanha - Tercera - Group 5
Espanha - Tercera - Group 7
Espanha - Tercera - Group 8
Espanha - Tercera - Group 11
Espanha - Tercera - Group 9
Espanha - Tercera - Group 10
Espanha - Tercera - Group 1
Espanha - Tercera - Group 12
Espanha - Tercera - Group 13
Espanha - Tercera - Group 15
Espanha - Tercera - Group 16
Espanha - Tercera - Group 17
Espanha - Tercera - Group 18
Espanha - Primera Division Women
Espanha - Segunda Division Femenina
Etiópia - Premier League
França - CFA Group B
França - CFA Group A
França - CFA Group C
Gana - Premier League
Gibraltar - Premier Division
Grécia - Super League 2
Grécia - Gamma Ethniki Group 5
Grécia - Panelinio Protathlima
Guadalupe - Division d'Honneur
Hong Kong - Premier League
Ilhas Turcas e Caicos - Premier League
Indonésia - Liga 1
Indonésia - Liga 2
Inglaterra - Vanarama National League South
Inglaterra - Vanarama National League North
Inglaterra - Non League Premier: Southern Central
Inglaterra - Non League Premier: Northern
Inglaterra - Non League Premier: Isthmian
Inglaterra - Non League Premier: Southern South
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - Fa Trophy
Inglaterra - Women's Super League
Inglaterra - Wsl 2 Women
Inglaterra - Premier League 2 Division One
Inglaterra - Premier League U18
Iraque - Iraqi League
Islândia - Reykjavik Cup
Israel - Liga Alef
Itália - Serie C: Girone A
Itália - Serie C: Girone C
Itália - Serie C: Girone B
Itália - PrimaVera 1
Itália - Primavera 2
Maldivas - Male League
Mali - Premiere Division
Malta - Premier League
Malta - First Division
Mauritânia - Super D1
México - Liga de Expansión MX
México - Liga Premier Serie A
México - Liga Premier Serie B
México - Liga Mx Women
Mundo - Club Friendlies 3
País de Gales - FAW Championship
Países Baixos - Tweede Divisie
Portugal - Liga 3
Portugal - 2. Division: Group B
Portugal - 2. Division: Group A
Portugal - 2. Division: Group D
Portugal - 2. Division: Group C
Portugal - 1st Division Women
Portugal - Liga Revelacao U23
Portugal - Júniores U19
Quênia - Premier League
Quênia - Super League
RD Congo - Super Ligue
República Dominicana - Liga Mayor
São Marino - Campionato
Serra Leoa - Premier League
Síria - Premier League
St. Kitts e Nevis - Premier League
Sudão - Sudan Premier League
Suriname - Topklasse
Tailândia - Thai Premier League
Tailândia - Thai League Two
Tailândia - Thai League 3
Togo - Championnat National
Trinidad e Tobago - T&T Pro League
Tunísia - Ligue 1
Turquia - 1. Lig
Turquia - 2. Lig: Beyaz
Turquia - 2. Lig: Kirmizi
Turquia - 3. Lig: Group 2
Turquia - 3. Lig: Group 4
Turquia - 3. Lig: Group 1
Turquia - 3. Lig: Group 3
Zâmbia - Super League
Suazilândia - Premier League
Espanha - Autonómicas: Andalucía - GR 2
Espanha - Autonómicas: Baleares - Menorca
Espanha - Autonómicas: Euskadi - Álava
Espanha - Autonómicas: Cataluña - GR 1
Espanha - Autonómicas: La Rioja
Espanha - Autonómicas: Murcia
Espanha - Autonómicas: Extremadura - GR 4
Espanha - Autonómicas: Navarra
Espanha - Autonómicas: Castilla León - GR A
Espanha - Autonómicas: Asturias
Escócia - Regional Leagues: North JFA
Gana - Division One
Escócia - Regional Leagues: Midlands
Espanha - Autonómicas: Castilla LM - Gr 2
Escócia - Regional Leagues: East of Scotland
País de Gales - FAW Championship - South
Etiópia - Higher League
Quênia - Women Premier League
Indonésia - Liga 1 U20
México - U19 League
Espanha - Autonómicas: C Valenciana - Sud
Espanha - Autonómicas: C Valenciana - Nord
Espanha - Autonómicas: Canarias - Gran Canaria
Irlanda - Munster Senior League
Itália - U16 Serie A/B
Itália - U17 Serie A/B
Irlanda do Norte - Irish Cup
Espanha - Autonómicas: Euskadi - Vizcaya
Espanha - Primera Nacional Femenina - Group 3
Espanha - División De Honor Juvenil - Group 5
Espanha - División De Honor Juvenil - Group 1
Espanha - División De Honor Juvenil - Group 2
Espanha - División De Honor Juvenil - Group 7
Espanha - División De Honor Juvenil - Group 4
Espanha - División De Honor Juvenil - Group 3
Espanha - División De Honor Juvenil - Group 6
Israel - Liga Bet - North B
Espanha - Primera Nacional Femenina - Group 6
Escócia - Football League - Highland League
Mundo - Club Friendlies 2
Tailândia - Thai League 3 - South
Tailândia - Thai League 3 - North
Tailândia - Thai League 3 - West
Israel - Liga Bet - North A
Tailândia - Thai League 3 - East
Tailândia - Thai League 3 - North East
Israel - Liga Bet - South B
Israel - Liga Alef - Süd
Egito - League Cup
Mundo - Club Friendlies 4
Espanha - Autonómicas: Cantabria
Malta - National Amateur League
Espanha - Autonómicas: Baleares - Mallorca A
Espanha - Autonómicas: Canarias - Tenerife 1
Espanha - Primera Federación Femenina
África do Sul - Diski Challenge
Martinica - Division d'Honneur
Guiana Francesa - Régional 1
França - Championnat National U17
Irlanda do Norte - Premier Intermediate League
Portugal - Júniores U17
Inglaterra - U18 Professional Development League
Escócia - Regional Leagues
Malásia - Liga M3
Arábia Saudita - Division 2
Escócia - Regional Leagues: North Caledonian
