Inglaterra - FA Cup
África - CAF Champions League
África - CAF Confederations Cup
África do Sul - Gladafrica Championship
Albânia - 1st Division
Albânia - 2nd Division
Albânia - Kampionati i Femrave
Alemanha - Regionalliga: West
Alemanha - Regionalliga: Nordost
Alemanha - Regionalliga: Nord
Alemanha - Oberliga: Nordost-Süd
Alemanha - Oberliga: Bremen
Alemanha - Oberliga: Nordost-Nord
Alemanha - Oberliga: Baden-Wurttemberg
Alemanha - Oberliga: Niedersachsen
Alemanha - Oberliga: Westfalen
Alemanha - Bundesliga Women
Alemanha - Junioren Bundesliga
Andorra - Primera División
Andorra - 2. Division
Angola - Girabola
Arábia Saudita - Division 1
Argélia - Ligue 2
Austrália - W-League
Azerbaijão - Premier League
Bahrein - Premier League
Bélgica - First Amateur Division
Bélgica - Super League Women
Belize - Premier League
Bósnia e Herzegovina - Premier Liga
Botsuana - Premier League
Brasil - Alagoano
Brasil - Amapaense
Brasil - Sergipano
Brasil - Matogrossense
Brasil - Baiano 1
Brasil - Catarinense 1
Brasil - Cearense 1
Brasil - Paranaense 1
Brasil - Goiano 1
Brasil - Carioca 1
Brasil - Gaucho 1
Brasil - Mineiro 1
Brasil - Paulista A2
Brasil - Acreano
Brasil - Paulista A3
Brunei Darussalam - Super League
Burundi - Ligue A
Camboja - C-League
Chipre - 1. Division
Chipre - 2. Division
Chipre - 3. Division
Cingapura - S. League
Colômbia - Torneo Betplay
Costa do Marfim - Ligue 1
Costa Rica - Primera Division
Costa Rica - Liga de Ascenso
Croácia - 2. HNL
Croácia - U19 League
Egito - Egypt Cup
El Salvador - Primera Division
El Salvador - Reserve League
Emirados Árabes Unidos - Uae League
Emirados Árabes Unidos - Arabian Gulf Reserve League
Emirados Árabes Unidos - U19 League
Espanha - Primera Division RFEF: Group 2
Espanha - Primera Division RFEF: Group 1
Espanha - Segunda Division RFEF: Group 2
Espanha - Segunda Division RFEF: Group 1
Espanha - Segunda Division RFEF: Group 4
Espanha - Segunda Division RFEF: Group 5
Espanha - Segunda Division RFEF: Group 3
Espanha - Tercera - Group 12
Espanha - Tercera - Group 8
Espanha - Tercera - Group 9
Espanha - Tercera - Group 10
Espanha - Tercera - Group 18
Espanha - Tercera - Group 11
Espanha - Tercera - Group 17
Espanha - Tercera - Group 5
Espanha - Tercera - Group 3
Espanha - Tercera - Group 6
Espanha - Tercera - Group 16
Espanha - Tercera - Group 15
Espanha - Tercera - Group 14
Espanha - Tercera - Group 7
Espanha - Tercera - Group 4
Espanha - Tercera - Group 1
Espanha - Tercera - Group 13
Espanha - Primera Division Women
Espanha - Segunda Division Femenina
Filipinas - PFL
Finlândia - Finland Cup
França - CFA Group C
França - CFA Group B
França - CFA Group A
França - Feminine Division 2
Grécia - Super League 2
Grécia - Gamma Ethniki Group 5
Grécia - Gamma Ethniki Group 4
Grécia - Panelinio Protathlima
Grécia - Super League K19
Guatemala - Liga Nacional
Guatemala - Primera Division
Honduras - Liga Nacional
Hong Kong - Premier League
Índia - Indian Super League
Indonésia - Liga 1
Indonésia - Liga 2
Inglaterra - Vanarama National League North
Inglaterra - Vanarama National League South
Inglaterra - Non League Premier: Southern South
Inglaterra - Non League Premier: Isthmian
Inglaterra - Non League Premier: Northern
Inglaterra - Non League Premier: Southern Central
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - Premier League U18
Irã - Persian Gulf Pro League
Iraque - Iraqi League
Irlanda do Norte - Championship
Islândia - League Cup B
Islândia - League Cup C
Islândia - League Cup
Islândia - League Cup Women A
Israel - Liga Bet - South A
Itália - Serie C: Girone C
Itália - Serie C: Girone B
Itália - Serie A Women
Itália - PrimaVera 1
Itália - Primavera 2
Itália - Primavera 3
Jordânia - Premier League
Kosovo - Superliga
Laos - Premier League
Luxemburgo - National Division
Macedônia FYR - First League
Malta - Premier League
Malta - First Division
Marrocos - Botola Pro
Marrocos - Botola 2
Mauritânia - Super D1
México - Liga de Expansión MX
México - Liga Premier Serie B
México - Liga Premier Serie A
México - Liga TDP: Group 2
México - Liga Mx Women
Mianmar - National League
Mundo - Club Friendlies 3
Nicarágua - Primera Division
Nicarágua - Liga Primera U20
Nigéria - Npfl
Omã - Sultan Cup
País de Gales - FAW Championship
Países Baixos - Tweede Divisie
Polônia - 1. Liga
Portugal - Liga 3
Portugal - 2. Division: Group C
Portugal - Júniores U19
Quênia - Premier League
Quênia - Super League
RD Congo - Super Ligue
República Dominicana - Liga Mayor
República Tcheca - Fortuna Liga
República Tcheca - First League Women
Ruanda - National Soccer League
São Marino - Campionato
Senegal - Ligue 1
Serra Leoa - Premier League
Sérvia - Prva Liga
Síria - Premier League
St. Kitts e Nevis - Premier League
Sudão - Sudan Premier League
Suécia - Svenska Cupen Women
Suíça - 1.Liga Promotion
Suíça - Nationalliga A Women
Suíça - Nationalliga B Women
Suriname - Topklasse
Tailândia - Thai Premier League
Tailândia - Thai League Two
Tailândia - Thai League 3
Tanzânia - Ligi kuu Bara
Tunísia - Ligue 1
Tunísia - Ligue 2
Turquia - 1. Lig
Turquia - 2. Lig: Beyaz
Turquia - 2. Lig: Kirmizi
Turquia - 3. Lig: Group 1
Turquia - 3. Lig: Group 2
Turquia - 3. Lig: Group 3
Turquia - 3. Lig: Group 4
Turquia - U19 Elit A
Uganda - Premier League
Zâmbia - Super League
Países Baixos - Eerste Klasse Women
Países Baixos - Eerste Klasse
Países Baixos - Hoofdklasse Women
Suazilândia - Premier League
Portugal - Taça da Liga Feminina
Países Baixos - Topklasse Women
Inglaterra - FA Vase
Porto Rico - Liga Puerto Rico
Espanha - Autonómicas: Euskadi - Álava
Espanha - Autonómicas: Aragón - GR 1
Espanha - Autonómicas: Baleares - Menorca
Espanha - Autonómicas: Andalucía - GR 2
Espanha - Autonómicas: Andalucía - GR 1
Espanha - Autonómicas: Aragón - GR 2
Espanha - Autonómicas: Murcia
Espanha - Autonómicas: La Rioja
Espanha - Autonómicas: Galicia - Gr 2
Espanha - Autonómicas: Navarra
Espanha - Autonómicas: Galicia - GR 1
Espanha - Autonómicas: Asturias
Espanha - Autonómicas: Euskadi - Guipúzcoa
Tahiti - Ligue 1
Itália - U18 Serie A/B
Espanha - Autonómicas: C Valenciana - Nord
EUA - USL Super League
Escócia - Regional Leagues: North Caledonian
Escócia - Regional Leagues: Midlands
Escócia - Regional Leagues: North JFA
Escócia - Regional Leagues: East of Scotland
País de Gales - FAW Championship - South
Quênia - Women Premier League
Indonésia - Liga 1 U20
Grécia - Greece Super League 2 K19
Gana - Division One
México - U19 League
Países Baixos - U19 Divisie 2
Arábia Saudita - Women’s Premier League
Japão - WE League
Espanha - Autonómicas: C Valenciana - Sud
África - U20 Women's World Cup Qualification Africa
Espanha - Autonómicas: Canarias - Gran Canaria
Azerbaijão - Reserve League
Suíça - U19 Elite
Luxemburgo - Promotion d'Honneur
Polônia - Women's Cup
Itália - U16 Serie A/B
Itália - U17 Serie A/B
Países Baixos - Jeugdcup U21
Espanha - Autonómicas: Euskadi - Vizcaya
França - Championnat National U17
Espanha - Autonómicas: Cantabria
Espanha - División De Honor Juvenil - Group 4
Escócia - Regional Leagues
Austrália - Victoria NPL 3
Malásia - Liga M3
Turquia - Super Lig Women
Turquia - Bölgesel Amatör Lig - Region 2
Espanha - División De Honor Juvenil - Group 5
Espanha - División De Honor Juvenil - Group 1
Espanha - División De Honor Juvenil - Group 2
Espanha - División De Honor Juvenil - Group 7
Espanha - División De Honor Juvenil - Group 3
Dinamarca - U17 Ligaen
Espanha - División De Honor Juvenil - Group 6
Israel - Liga Bet - North B
Espanha - Primera Nacional Femenina - Group 3
Escócia - Football League - Highland League
Tailândia - Thai League 3 - South
Tailândia - Thai League 3 - North
Tailândia - Thai League 3 - West
Israel - Liga Bet - North A
Tailândia - Thai League 3 - East
Tailândia - Thai League 3 - North East
Mundo - Club Friendlies 4
Alemanha - State Leagues: Sachsen - Anhalt
Inglaterra - U18 Professional Development League
Espanha - Autonómicas: Baleares - Mallorca A
Bulgária - Women's League
Espanha - Autonómicas: Canarias - Tenerife 1
Malta - First Division Women
Itália - Primavera 2 Women
Espanha - Primera Federación Femenina
África do Sul - Diski Challenge
Países Baixos - U21 Divisie 4
Países Baixos - U21 Divisie 1
Itália - Serie B Women
Guiana Francesa - Régional 1
República Tcheca - 2. Liga Women
Áustria - 2. Frauenliga
Alemanha - U17 Bundesliga
