Europa - Champions League
América do Sul - Copa Libertadores
África do Sul - Gladafrica Championship
Alemanha - Regionalliga: Nordost
Alemanha - Oberliga: Bayern Süd
América do Sul - Copa Sudamericana
Arábia Saudita - Division 1
Argentina - Primera C
Argentina - Copa Argentina
Argentina - Reserve League
Armênia - First League
Austrália - Npl Queensland
Austrália - Queensland Premier League 2
Austrália - Capital Territory FFA Cup Preliminary
Austrália - NSW FFA Cup Preliminary
Austrália - Northern NSW FFA Cup Preliminary
Áustria - Regionalliga: Ost
Azerbaijão - Premier League
Bahrein - Second Division
Bangladesh - Federation Cup
Barbados - Premier League
Brasil - Brasileiro U20
Brasil - Gaúcho - Estadual Junior U20
Brasil - Copa do Nordeste
Camarões - Elite One
Colômbia - Torneo Betplay
Costa do Marfim - Ligue 1
Croácia - 2. HNL
Eslováquia - 2. Liga
EUA - USL League One
Finlândia - Finland Cup
Finlândia - Women's Cup
Gabão - Champoinnat D1
Geórgia - Crystalbet Erovnuli Liga
Geórgia - Erovnuli Liga 2
Guatemala - Liga Nacional
Índia - Indian Super League
Índia - I-League
Inglaterra - Professional Development League
Inglaterra - Premier League U18
Inglaterra - Central League
Inglaterra - Premier League International Cup
Islândia - League Cup Women B
Israel - Liga Leumit
Jordânia - Premier League
Kosovo - Kosovar Cup
Letônia - Virsliga
Macedônia FYR - First League
Malásia - Malaysia Cup
Mauritânia - Super D1
México - Liga de Expansión MX
México - Liga TDP: Group 2
Mundo - CONCACAF Champions League
País de Gales - FAW Championship
Polônia - 1. Liga
Portugal - Liga Revelacao U23
Rússia - Russian Cup
São Marino - Campionato
Suíça - Challenge League
Turquia - 1. Lig
Ucrânia - Persha Liga
Ucrânia - Second League: Group A
Uzbequistão - Professional Football League
Uzbequistão - Pro League A
Zimbábue - Premier Soccer League
Espanha - Autonómicas: Canarias - Tenerife 1
Irlanda do Norte - Premier Intermediate League
Bulgária - Women's League
Países Baixos - U19 Divisie 2
Irlanda - Munster Senior League
Inglaterra - Lancashire Senior Cup
Espanha - Autonómicas: Canarias - Gran Canaria
Europa - UEFA U17 Championship Women Qualification
Inglaterra - U18 Professional Development League
Arábia Saudita - Division 2
Rússia - FNL 2 - Group 4
Noruega - 3. Division - Group 6
Noruega - 3. Division - Group 5
Noruega - 3. Division - Group 3
Noruega - 3. Division - Group 4
Noruega - 3. Division - Group 2
Hong Kong - 1st Div League Cup
Alemanha - State Leagues: Bayern - Südwest
Dinamarca - U17 Ligaen
