Europa - Champions League
África do Sul - Gladafrica Championship
Angola - Girabola
Arábia Saudita - Division 1
Arábia Saudita - Youth League
Argentina - Copa Argentina
Austrália - W-League
Brasil - Sao Paolo Youth Cup
Brasil - Baiano 1
Brasil - Brasiliense
Brasil - Sergipano
Brasil - Catarinense 1
Brasil - Cearense 1
Brasil - Goiano 1
Brasil - Matogrossense
Brasil - Paranaense 1
Brasil - Pernambucano 1
Brasil - Maranhense
Brasil - Alagoano
Brasil - Gaucho 1
Brasil - Mineiro 1
Brasil - Carioca 1
Brasil - Paulista A1
Brasil - Paulista A2
Chipre - Cyprus Cup
Costa Rica - Primera Division
Egito - Egypt Cup
El Salvador - Primera Division
El Salvador - Reserve League
Espanha - Tercera - Group 6
Espanha - Tercera - Group 13
Etiópia - Premier League
Gibraltar - Premier Division
Grécia - Panelinio Protathlima
Grécia - Super League K19
Guadalupe - Division d'Honneur
Guatemala - Liga Nacional
Ilhas Turcas e Caicos - Premier League
Índia - Santosh Trophy
Inglaterra - Vanarama National League South
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - League Cup Women
Inglaterra - Central League
Inglaterra - FA Youth Cup
Inglaterra - Premier League International Cup
Inglaterra - London Senior Cup
Irã - Azadegan League
Israel - Liga Bet - South A
Itália - Coppa Italia Serie D
Itália - Coppa Italia Women
Itália - PrimaVera 1
Jamaica - Premier League
Líbia - Premier League
Mali - Premiere Division
México - Liga Mx Women
Mundo - Club Friendlies 3
Nicarágua - Primera Division
Nicarágua - Liga Primera U20
Nigéria - Npfl
Omã - Professional League
Qatar - QSL Cup
Quênia - Premier League
RD Congo - Super Ligue
Ruanda - National Soccer League
São Marino - Campionato
Serra Leoa - Premier League
Sudão - Sudan Premier League
Tailândia - League Cup
Tanzânia - Ligi kuu Bara
Trinidad e Tobago - T&T Pro League
Tunísia - Ligue 1
Uganda - Premier League
Mundo - Club Friendlies 4
Suazilândia - Premier League
Turquia - Kadınlar Ligi
Espanha - Supercopa Femenina
Espanha - Autonómicas: C Valenciana - Sud
Tailândia - Thai League 3 Cup
Hong Kong - HKPL U22 League
Grécia - Greece Super League 2 K19
Indonésia - Liga Nusantara
Espanha - Autonómicas: Canarias - Tenerife 1
Malásia - Liga M3
Malta - National Amateur League
França - Championnat National U17
Guiana Francesa - Régional 1
