Europa - Champions League
Mundo - Friendly International
América do Sul - Copa Libertadores
Alemanha - Regionalliga: Nordost
Alemanha - Regionalliga: Südwest
Alemanha - Oberliga: Westfalen
Alemanha - Reg. Cup Mittelrhein
Arábia Saudita - Division 1
Argélia - Ligue 2
Argentina - Copa Argentina
Azerbaijão - Birinci Dasta
Belize - Premier League
Bermudas - Premier League
Bósnia e Herzegovina - Bosnia Cup
Brasil - Copa do Brasil
Brasil - Brasileiro U20
Brasil - Sergipano
Brasil - Amazonense
Brasil - Rondoniense
Brasil - Paulista A2
Brasil - Paulista A3
Camarões - Elite One
Costa do Marfim - Ligue 1
Costa Rica - Liga de Ascenso
Croácia - 3. HNL - North
Croácia - U19 League
Emirados Árabes Unidos - Uae League
Escócia - Challenge Cup
Espanha - Primera Division RFEF: Group 2
Espanha - Segunda Division RFEF: Group 4
Espanha - Segunda Division RFEF: Group 3
Espanha - Tercera - Group 3
Espanha - Tercera - Group 14
Espanha - Tercera - Group 10
Espanha - Segunda Division Femenina
Etiópia - Premier League
Europa - UEFA Youth League
Filipinas - PFL
Finlândia - Finland Cup
Guatemala - Liga Nacional
Guatemala - Primera Division
Guiné - Ligue 1
Honduras - Liga Nacional
Ilhas Turcas e Caicos - Premier League
Indonésia - Liga 1
Inglaterra - Vanarama National League South
Inglaterra - Non League Premier: Southern South
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - Professional Development League
Inglaterra - Premier League U18
Irlanda do Norte - Premiership Development League
Islândia - League Cup C
Islândia - League Cup
Islândia - Reykjavik Cup
Islândia - League Cup B
Jordânia - Premier League
Laos - Premier League
Líbia - Premier League
Macedônia FYR - Macedonian Cup
Malásia - Malaysia Cup
Malta - Fa Trophy
Marrocos - Botola Pro
México - Liga de Expansión MX
México - Liga TDP: Group 2
Mianmar - National League
Montenegro - First League
Mundo - CONCACAF Champions League
Mundo - Club Friendlies 3
Nicarágua - Primera Division
Nicarágua - Liga Primera U20
Nigéria - Npfl
Omã - Professional League
Portugal - Liga Revelacao U23
Quênia - Premier League
RD Congo - Super Ligue
Ruanda - National Soccer League
Síria - Premier League
Tailândia - Thai Premier League
Tailândia - FA Cup
Tanzânia - Ligi kuu Bara
Tunísia - Ligue 1
Turquia - U19 Elit A
Zâmbia - Super League
Turquia - Bölgesel Amatör Lig - Region 10
Ucrânia - U19 League
Países Baixos - Eerste Klasse
Espanha - Autonómicas: C Valenciana - Nord
Espanha - Autonómicas: C Valenciana - Sud
Europa - UEFA U17 Championship Women Qualification
Hong Kong - HKPL U22 League
Grécia - Greece Super League 2 K19
Quênia - Women Premier League
Escócia - Regional Leagues: Midlands
Espanha - Autonómicas: Cataluña - GR 1
Guiana Francesa - Régional 1
Espanha - Autonómicas: Andalucía - GR 1
Escócia - Regional Leagues
Turquia - Bölgesel Amatör Lig - Region 6
Mundo - Club Friendlies 4
Escócia - Football League - Highland League
Espanha - División De Honor Juvenil - Group 4
Alemanha - U17 Bundesliga
Inglaterra - Hertfordshire Senior Challenge Cup
Malta - National Amateur League
Áustria - Frauenliga
Luxemburgo - Ligue 1 Women
Escócia - Regional Leagues: North JFA
