Rússia - Premier League
África do Sul - Gladafrica Championship
Albânia - Kampionati i Femrave
Alemanha - Regionalliga: West
Alemanha - Regionalliga: Südwest
Alemanha - Regionalliga: Nord
Alemanha - Regionalliga: Nordost
Alemanha - Regionalliga: Bayern
Alemanha - Oberliga: Hamburg
Alemanha - Oberliga: Schleswig-Holstein
Alemanha - Oberliga: Bayern Süd
Alemanha - Oberliga: Bayern Nord
Alemanha - Oberliga: Niedersachsen
Alemanha - Oberliga: Niederrhein
Alemanha - Bundesliga Women
Alemanha - Junioren Bundesliga
Angola - Girabola
Argentina - Torneo Federal A
Argentina - Primera B Metropolitana
Argentina - Primera C
Argentina - Copa Argentina
Aruba - Division de Honor
Austrália - Npl Queensland
Austrália - Npl Victoria
Austrália - Northern Nsw
Austrália - Npl Tasmania
Austrália - Npl Western Australia
Austrália - New South Wales
Austrália - Npl South Australian
Austrália - Victoria Premier League 2
Austrália - Brisbane Premier League
Austrália - Queensland Premier League 2
Austrália - W-League
Austrália - Victoria NPL Youth League
Áustria - Erste Liga
Áustria - Regionalliga: Ost
Áustria - Regionalliga: West
Áustria - Regionalliga: Mitte
Azerbaijão - Premier League
Belarus - Vysshaya Liga
Bélgica - Reserve Pro League
Bermudas - Premier League
Brasil - Brasileiro Women
Brasil - Roraimense
Brasil - Amapaense
Bulgária - Vtora Liga
Burkina Faso - Premier League
Burundi - Ligue A
Cazaquistão - Premier League
Chile - Primera B
China - League One
Chipre - 1. Division
Colômbia - Torneo Betplay
Coréia do Sul - National League
Costa Rica - Primera Division
Croácia - 2. HNL
Curaçao - Premier League
Dinamarca - 2nd Division
Equador - Primera B
Eslováquia - 2. Liga
Eslovênia - 2. SNL
Espanha - Primera Division RFEF: Group 1
Espanha - Primera Division RFEF: Group 2
Espanha - Tercera - Group 15
Finlândia - Finland Cup
França - National
França - CFA Group C
Gana - Premier League
Grécia - Super League K19
Honduras - Liga Nacional
Ilhas Faroe - Meistaradeildin
Índia - Indian Super League
Índia - I-League
Inglaterra - Premier League 2 Division One
Inglaterra - Professional Development League
Irlanda - First Division
Irlanda do Norte - Championship
Islândia - Iceland Cup
Islândia - League Cup Women A
Israel - Liga Leumit
Israel - Liga Alef
Israel - Liga Bet - South A
Itália - Serie C: Girone B
Itália - Serie C: Girone A
Itália - PrimaVera 1
Japão - Nadeshiko League 2
Letônia - Virsliga
Macedônia FYR - First League
Malta - Gozo First Division
México - Liga de Expansión MX
México - Liga Premier Serie A
México - Liga TDP: Group 2
México - Liga Mx Women
Moldávia - National Division
Moldávia - Division A
Mundo - Club Friendlies 3
Mundo - Club Friendlies Women
Noruega - Toppserien
Nova Zelândia - National League Women
País de Gales - FAW Championship
Panamá - Lpf
Polônia - 1. Liga
Polônia - 3. Liga
Quirguizistão - Top Liga
República Dominicana - Liga Mayor
República Tcheca - 2. Liga FNL
República Tcheca - 3. Liga MSFL
República Tcheca - U19 League
Romênia - 3. Liga: Series 6
Romênia - 3. Liga: Series 8
Romênia - 3. Liga: Series 7
Romênia - 3. Liga: Series 1
Romênia - 3. Liga: Series 4
Romênia - 3. Liga: Series 5
Romênia - 3. Liga: Series 3
Romênia - 3. Liga: Series 2
Ruanda - National Soccer League
Rússia - FNL
Rússia - Youth League
Serra Leoa - Premier League
Suécia - Svenska Cupen Women
Suíça - Challenge League
Tailândia - Thai League Two
Trinidad e Tobago - T&T Pro League
Ucrânia - Premier League
Ucrânia - Persha Liga
Ucrânia - Second League: Group A
Uzbequistão - Professional Football League
Vietnã - Vietnamese Cup
Ucrânia - Premier League Women
Malta - First Division Women
Espanha - Autonómicas: Canarias - Tenerife 1
Martinica - Division d'Honneur
Espanha - Autonómicas: Navarra
Hungria - U19 Alap
Guiana Francesa - Régional 1
Áustria - Frauenliga
Malta - National Amateur League
Azerbaijão - Reserve League
País de Gales - FAW Championship - South
Aruba - Play-offs 1/2
Quênia - Women Premier League
Hungria - U17 League
México - U19 League
Europa - UEFA U17 Championship Women Qualification
Ucrânia - U19 League
Espanha - Autonómicas: Canarias - Gran Canaria
Irlanda - Leinster Senior League
Inglaterra - U18 Professional Development League
Alemanha - State Leagues: Schleswig - Holstein
Alemanha - State Leagues: Hamburg - Hammonia
Alemanha - State Leagues: Hamburg - Hansa
Alemanha - State Leagues: Saarland
Alemanha - State Leagues: Bayern - Südwest
Alemanha - State Leagues: Bayern - Südost
Alemanha - State Leagues: Bayern - Nordost
Austrália - Victoria NPL 3
Polônia - 3. Liga - Group 3
Espanha - División De Honor Juvenil - Group 6
Israel - Liga Bet - North B
Israel - Liga Bet - North A
Israel - Liga Bet - South B
Israel - Liga Alef - Süd
Dinamarca - U17 Ligaen
Irlanda do Norte - Premier Intermediate League
Luxemburgo - 1. Division
Croácia - Second NL
Alemanha - State Leagues: Mecklenburg - Vorpommern
Alemanha - State Leagues: Weser - Ems
Alemanha - State Leagues: Württemberg
Polônia - IV Liga: Kujawsko-Pomorska
Polônia - IV Liga: Lódzka
Polônia - IV Liga: Mazowiecka
Polônia - IV Liga: Małopolska
Polônia - IV Liga: Podlaska
Polônia - IV Liga: Wielkopolska
Bósnia e Herzegovina - Premijer Ženska Liga
Polônia - IV Liga: Zachodniopomorska
Polônia - IV Liga: Podkarpacka
Alemanha - State Leagues: Sachsen - Anhalt
