Europa - Champions League
África - African Championship Women
Alemanha - Regionalliga: Bayern
Alemanha - Regionalliga: Nordost
Alemanha - Regionalliga: West
Alemanha - Regionalliga: Nord
Argentina - Reserve League
Armênia - First League
Ásia - Asian Cup Women
Austrália - Queensland Premier League 2
Áustria - Regionalliga: Ost
Bahrein - Second Division
Barbados - Premier League
Bélgica - Super League Women
Bósnia e Herzegovina - Bosnia Cup
Brasil - Copa do Brasil
Brasil - Roraimense
Camarões - Elite One
Cazaquistão - Premier League
Croácia - U19 League
Dinamarca - Elitedivisionen Women
Egito - Egypt Cup
El Salvador - Primera Division
El Salvador - Reserve League
Emirados Árabes Unidos - Uae League
Emirados Árabes Unidos - Arabian Gulf Reserve League
Eslováquia - Slovakia Cup
Eslovênia - 1. Junior League
Espanha - Copa de la Reina
EUA - US Open Cup
Europa - UEFA Youth League
Finlândia - Finland Cup
França - National
Índia - I-League
Inglaterra - Vanarama National League South
Inglaterra - Vanarama National League North
Inglaterra - Non League Premier: Southern Central
Inglaterra - Non League Premier: Northern
Inglaterra - Non League Premier: Isthmian
Inglaterra - Non League Premier: Southern South
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - Professional Development League
Inglaterra - Premier League U18
Inglaterra - Central League
Inglaterra - Central League Cup
Inglaterra - London Senior Cup
Iraque - Iraqi League
Islândia - League Cup
Islândia - Iceland Cup
Israel - Liga Leumit
Israel - State Cup
Jordânia - Premier League
Kosovo - Superliga
Líbano - Premier League
Líbia - Premier League
Lituânia - 1. Lyga
México - Liga Premier Serie A
México - Liga Premier Serie B
México - Liga TDP: Group 2
México - Liga Mx Women
Mianmar - National League
Mundo - CONCACAF Champions League
Omã - Professional League
País de Gales - FAW Championship
Portugal - Liga Revelacao U23
Qatar - Premier League
Quirguizistão - Top Liga
Rússia - Russian Cup
Sérvia - U19 League
Suriname - Topklasse
Tanzânia - Ligi kuu Bara
Turquia - U19 Elit A
Ucrânia - Ukrainian Cup
Uruguai - Segunda Division
Europa - UEFA U17 Championship Women Qualification
Inglaterra - Surrey Senior Cup
Inglaterra - Sussex Senior Challenge Cup
México - U19 League
América do Norte e Central - Concacaf Women's U17
EUA - USL Super League
Inglaterra - National League Cup
País de Gales - FAW Championship - South
Escócia - Regional Leagues: North JFA
Inglaterra - Suffolk FA Premier Cup
Inglaterra - Hertfordshire Senior Challenge Cup
Ucrânia - U19 League
Alemanha - State Leagues: Hamburg - Hammonia
Polônia - 3. Liga - Group 2
Polônia - 3. Liga - Group 3
Eslováquia - I Liga Women
Turquia - Super Lig Women
Alemanha - State Leagues: Bayern - Nordost
Inglaterra - Staffordshire Senior Cup
Inglaterra - U18 Professional Development League
Israel - U19 Elite Division
Luxemburgo - 1. Division
Alemanha - State Leagues: Thüringen
Martinica - Division d'Honneur
