Europa - Champions League
América do Sul - Copa Libertadores
Alemanha - Regionalliga: Nordost
Arábia Saudita - Youth League
Argélia - Ligue 2
Argentina - Copa Argentina
Ásia - AFC Champions League
Ásia - AFC Cup
Bahrein - Second Division
Bangladesh - Federation Cup
Brasil - Copa do Brasil
Brasil - Paraense
Bulgária - Vtora Liga
Burkina Faso - Premier League
Colômbia - Torneo Betplay
Costa Rica - Liga de Ascenso
Egito - Egypt Cup
Escócia - Scottish Cup
Escócia - Challenge Cup
Finlândia - Finland Cup
França - National
Guatemala - Liga Nacional
Guiné - Ligue 1
Inglaterra - Vanarama National League North
Inglaterra - Vanarama National League South
Inglaterra - Non League Premier: Southern Central
Inglaterra - Non League Premier: Isthmian
Inglaterra - Non League Premier: Southern South
Inglaterra - Non League Premier: Northern
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - Professional Development League
Inglaterra - Premier League U18
Inglaterra - Central League
Inglaterra - Premier League Cup
Irlanda do Norte - Championship
Islândia - League Cup
Islândia - League Cup C
Kuwait - Premier League
Líbano - Premier League
Macedônia FYR - First League
Malta - Premier League
Marrocos - Botola Pro
Mauritânia - Super D1
México - Liga TDP: Group 2
México - Liga Mx Women
Mundo - CONCACAF Champions League
Mundo - Club Friendlies 3
Portugal - Liga Revelacao U23
Portugal - Júniores U19
RD Congo - Super Ligue
Ruanda - National Soccer League
Tailândia - Thai League Two
Tunísia - Ligue 1
Turquia - 1. Lig
Uganda - Premier League
Irlanda do Norte - Irish Cup
Inglaterra - Birmingham Senior Cup
Itália - U16 Serie A/B
Inglaterra - Somerset Premier Cup
Inglaterra - Derbyshire Senior Cup
Escócia - Lowland League Cup
Azerbaijão - Reserve League
Inglaterra - National League Cup
Ásia - AGCFF Gulf Club Champions League
Inglaterra - Sussex Senior Challenge Cup
Inglaterra - Youth Alliance Cup
Itália - U18 Serie A/B
Arábia Saudita - Division 2
Malásia - Liga M3
Espanha - Copa Catalunya
Inglaterra - Hampshire Senior Cup
Inglaterra - U18 Professional Development League
Irlanda do Norte - Premier Intermediate League
Inglaterra - Surrey Senior Cup
Inglaterra - Alan Turvey Trophy
Espanha - Autonómicas: Baleares - Mallorca A
Inglaterra - Northumberland Senior Cup
Inglaterra - Durham County Challenge Cup
Inglaterra - Manchester Premier Cup
Inglaterra - U18 Premier League Cup
Inglaterra - Suffolk FA Premier Cup
País de Gales - FAW Championship - South
