Europa - Champions League
Inglaterra - FA Cup
Países Baixos - KNVB Beker
Arábia Saudita - Youth League
Argélia - Ligue 2
Ásia - Afc Championship U23
Austrália - W-League
Brasil - Sao Paolo Youth Cup
Brasil - Matogrossense
Brasil - Paranaense 1
Brasil - Baiano 1
Brasil - Paulista A1
Costa Rica - Primera Division
Egito - Egypt Cup
El Salvador - Primera Division
El Salvador - Reserve League
Emirados Árabes Unidos - Arabian Gulf Reserve League
Escócia - Scottish Cup
Espanha - Tercera - Group 11
Etiópia - Premier League
Guadalupe - Division d'Honneur
Guatemala - Liga Nacional
Inglaterra - Vanarama National League South
Inglaterra - Vanarama National League North
Inglaterra - Non League Premier: Isthmian
Inglaterra - Non League Premier: Northern
Inglaterra - Non League Premier: Southern Central
Inglaterra - Non League Premier: Southern South
Inglaterra - Non League Div One: Isthmian South Central
Inglaterra - Fa Trophy
Inglaterra - Professional Development League
Inglaterra - Central League
Inglaterra - Premier League International Cup
Inglaterra - FA Youth Cup
Inglaterra - London Senior Cup
Irã - Azadegan League
Islândia - Reykjavik Cup
Israel - Liga Alef
Itália - Coppa Italia Women
Itália - PrimaVera 1
Jordânia - Premier League
Líbia - Premier League
Mauritânia - Super D1
México - Liga Premier Serie A
México - Liga Mx Women
Mundo - Club Friendlies 3
Omã - Sultan Cup
País de Gales - FAW Championship
Portugal - Liga Revelacao U23
Qatar - QSL Cup
Quênia - Premier League
RD Congo - Super Ligue
São Marino - Campionato
Sudão - Sudan Premier League
Tanzânia - Ligi kuu Bara
Tunísia - Ligue 1
Inglaterra - Sheffield and Hallamshire Senior Cup
Inglaterra - Cheshire Senior Cup
Inglaterra - Sussex Senior Challenge Cup
Irlanda do Norte - Irish Cup
Inglaterra - Derbyshire Senior Cup
Espanha - Supercopa Femenina
Inglaterra - Somerset Premier Cup
Inglaterra - U17 Professional Development League Cup
Indonésia - Liga Nusantara
Suazilândia - Premier League
Inglaterra - Staffordshire Senior Cup
Inglaterra - Walsall Senior Cup
Escócia - East of Scotland Qualifying Cup
Mundo - Club Friendlies 4
Israel - Liga Bet - South B
Arábia Saudita - Division 2
Malásia - Liga M3
Inglaterra - Lincolnshire Senior Cup
Inglaterra - Hampshire Senior Cup
Inglaterra - Youth Alliance Cup
Inglaterra - Lancashire FA Challenge Trophy
Israel - U19 Elite Division
Irlanda do Norte - Premier Intermediate League
Inglaterra - Hertfordshire Senior Challenge Cup
Irlanda do Norte - County Antrim Shield
Inglaterra - Alan Turvey Trophy
País de Gales - FAW Championship - South
