Europa - Champions League
Países Baixos - Eredivisie Playoffs
Turquia - Turkish Cup
América do Sul - Copa Libertadores
Alemanha - Oberliga: Bayern Süd
Alemanha - Oberliga: Hamburg
Alemanha - Oberliga: Bremen
América do Norte e Central - CONCACAF Champions League
América do Sul - Copa Sudamericana
Argentina - Reserve League
Armênia - First League
Austrália - Capital Territory FFA Cup Preliminary
Austrália - Northern NSW FFA Cup Preliminary
Austrália - Queensland FFA Cup Preliminary
Austrália - NSW FFA Cup Preliminary
Áustria - Regionalliga: Ost
Áustria - BFV Cup
Azerbaijão - Premier League
Azerbaijão - Birinci Dasta
Bahrein - Premier League
Bangladesh - Federation Cup
Barbados - Premier League
Brasil - Brasileiro U20
Brasil - Paulista A2
Butão - Bhutan Premier League
Canadá - Championship
Cingapura - S. League
Costa do Marfim - Ligue 1
Dinamarca - Elitedivisionen Women
Emirados Árabes Unidos - Uae League
Equador - Primera B
Escócia - Premiership Play-Offs
Escócia - Championship Play-Offs
Escócia - League One Play-Offs
Estônia - Estonian Cup
Estônia - U19 League
Etiópia - Premier League
Finlândia - Kakkonen
Finlândia - Finland Cup
Gabão - Champoinnat D1
Geórgia - Crystalbet Erovnuli Liga
Índia - Indian Super League
Índia - I-League
Indonésia - Liga 1
Inglaterra - Premier League U18
Internacional - UEFA U17 Championship Women
Iraque - Iraqi League
Islândia - Premier League Women
Israel - Liga Leumit
Itália - Serie C Play-offs
Líbia - Premier League
Malta - Premier League
Mauritânia - Super D1
México - Liga Premier Serie A
México - Liga TDP: Group 2
Nigéria - Npfl
Omã - Professional League
Panamá - Lpf
Qatar - Emir Cup
RD Congo - Super Ligue
República Tcheca - 3. Liga CFL
República Tcheca - 4. Liga Division B
República Tcheca - U19 League
Romênia - Liga 2
Ruanda - National Soccer League
São Marino - Campionato
Serra Leoa - Premier League
Sérvia - U19 League
Tanzânia - Ligi kuu Bara
Ucrânia - Second League: Group A
Uzbequistão - Pro League A
Estônia - U19 Eliitliiga Meistriliiga
Libéria - LFA First Division
Inglaterra - Northumberland Senior Cup
Suazilândia - Premier League
Itália - U18 Serie A/B
Guam - Soccer League
Israel - U19 Elite Division
Moldávia - Play-offs 1/2
Irlanda - Munster Senior League
Israel - Play-offs 2/3
Escócia - Regional Leagues: North JFA
Países Baixos - U19 Divisie 1
México - U19 League
Alemanha - State Leagues: Bayern - Südost
Brasil - Catarinense U20
Panamá - Liga Femenina de Futbol
EUA - MLS Next Pro
Rússia - Third Division - Moskva
China - League Two
Austrália - Queensland NPL Youth League
Cazaquistão - Womens Championship
Alemanha - State Leagues: Bayern - Südwest
Japão - Regional Leagues: Kanto
Alemanha - State Leagues: Saarland
Inglaterra - Northamptonshire Senior Cup
Escócia - Regional Leagues
Liechtenstein - Liechtenstein Cup
Polônia - IV Liga: Podlaska
Bósnia e Herzegovina - Premijer Ženska Liga
Dinamarca - U17 Ligaen
