Europa - Champions League
Espanha - La Liga
Inglaterra - Championship
Inglaterra - League One
Itália - Serie B
Países Baixos - Eerste Divisie
África do Sul - Premier League
Alemanha - 3. Liga
Alemanha - Regionalliga: Südwest
Alemanha - Regionalliga: Nord
Alemanha - Oberliga: Rheinland-Pfalz/Saar
América do Norte e Central - Concacaf Caribbean Club Championship
Angola - Girabola
Argélia - Ligue 2
Argentina - Primera C
Argentina - Reserve League
Ásia - AFC Champions League
Ásia - AFC Cup
Áustria - Regionalliga: Mitte
Áustria - WFV Cup
Bulgária - Parva Liga
Butão - Bhutan Premier League
Colômbia - Torneo Betplay
Dinamarca - Women's Cup
Equador - Primera B
Escócia - Championship
Eslováquia - Slovakia Cup
Espanha - Copa de la Reina
Estônia - U19 League
Europa - UEFA Youth League
Inglaterra - Non League Premier: Northern
Inglaterra - Non League Premier: Isthmian
Inglaterra - Non League Premier: Southern South
Inglaterra - EFL Trophy
Inglaterra - Professional Development League
Inglaterra - Premier League International Cup
Inglaterra - Premier League Cup
Inglaterra - Central League Cup
Inglaterra - London Senior Cup
Irã - Azadegan League
Irlanda do Norte - Irish League Cup
Islândia - Premier League Women
Israel - State Cup
Jordânia - 1st Division
Malásia - Super League
México - Liga Mx Women
Moldávia - Moldovan Cup
Mundo - World Cup U20
Paraguai - Copa Paraguay
Polônia - Polish Cup
Portugal - Liga Revelacao U23
Quênia - Premier League
República Tcheca - Czech Cup
Romênia - Liga 2
Rússia - Russian Cup
Suécia - Svenska Cupen Women
Tanzânia - Ligi kuu Bara
Uzbequistão - Professional Football League
Vietnã - Women's National League
Alemanha - Reg. Cup Hamburg
Israel - U19 Elite Division
Rússia - Third Division - Sankt-Peterburg
Islândia - U19 League C
Islândia - U19 League B
Bolívia - Copa de la División Profesional
Áustria - Frauenliga
Inglaterra - U17 Premier League Cup
Inglaterra - Alan Turvey Trophy
Brasil - Paranaense 3
Alemanha - State Leagues: Baden
Rússia - Third Division - Moskva
Finlândia - Kolmonen - Etelä
Noruega - 3. Division - Group 5
Noruega - 3. Division - Group 3
Internacional - OFC U19 Women's Championship
