Match_ID,Data,Hora,Pais,Liga,Temporada,Rodada,Home,Away,Gols_Home_FT,Gols_Away_FT,Gols_Home_HT,Gols_Away_HT,FT_xG_Home,FT_xG_Away,FT_xGOT_Home,FT_xGOT_Away,FT_Posse_Home,FT_Posse_Away,FT_Chutes_Home,FT_Chutes_Away,FT_Chutes_Alvo_Home,FT_Chutes_Alvo_Away,FT_Escanteios_Home,FT_Escanteios_Away,FT_Chances_Claras_Home,FT_Chances_Claras_Away,FT_Toques_Area_Home,FT_Toques_Area_Away,FT_Defesas_Home,FT_Defesas_Away,FT_Faltas_Home,FT_Faltas_Away,FT_Impedimentos_Home,FT_Impedimentos_Away,FT_Ataques_Home,FT_Ataques_Away,FT_Ataques_Perigosos_Home,FT_Ataques_Perigosos_Away,FT_Cartoes_Amarelos_Home,FT_Cartoes_Amarelos_Away,HT_xG_Home,HT_xG_Away,HT_xGOT_Home,HT_xGOT_Away,HT_Posse_Home,HT_Posse_Away,HT_Chutes_Home,HT_Chutes_Away,HT_Chutes_Alvo_Home,HT_Chutes_Alvo_Away,HT_Escanteios_Home,HT_Escanteios_Away,HT_Chances_Claras_Home,HT_Chances_Claras_Away,HT_Toques_Area_Home,HT_Toques_Area_Away,HT_Defesas_Home,HT_Defesas_Away,HT_Faltas_Home,HT_Faltas_Away,HT_Impedimentos_Home,HT_Impedimentos_Away,HT_Ataques_Home,HT_Ataques_Away,HT_Ataques_Perigosos_Home,HT_Ataques_Perigosos_Away,HT_Cartoes_Amarelos_Home,HT_Cartoes_Amarelos_Away,2T_xG_Home,2T_xG_Away,2T_xGOT_Home,2T_xGOT_Away,2T_Posse_Home,2T_Posse_Away,2T_Chutes_Home,2T_Chutes_Away,2T_Chutes_Alvo_Home,2T_Chutes_Alvo_Away,2T_Escanteios_Home,2T_Escanteios_Away,2T_Chances_Claras_Home,2T_Chances_Claras_Away,2T_Toques_Area_Home,2T_Toques_Area_Away,2T_Defesas_Home,2T_Defesas_Away,2T_Faltas_Home,2T_Faltas_Away,2T_Impedimentos_Home,2T_Impedimentos_Away,2T_Ataques_Home,2T_Ataques_Away,2T_Ataques_Perigosos_Home,2T_Ataques_Perigosos_Away,2T_Cartoes_Amarelos_Home,2T_Cartoes_Amarelos_Away
UoAxb1Tq,10.05.2026,20:30,BRASIL,BRASILEIRÃO BETANO,2025,RODADA 15,Vasco,Athletico-PR,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
