id_jogo,pais,liga,div,temporada,rodada,data,hora,home,away,h_gols_ft,a_gols_ft,h_gols_ht,a_gols_ht,h_min_gols,a_min_gols,odd_h_ft,odd_d_ft,odd_a_ft,odd_h_ht,odd_d_ht,odd_a_ht,over_1.5_ft,under_1.5_ft,over_2.5_ft,under_2.5_ft,over_3.5_ft,under_3.5_ft,btts_yes,btts_no,dc_1x,dc_12,dc_x2
QkkLLewC,NETHERLANDS,Eredivisie 2025-2026,NETHERLANDS 1,2025,FINAL,24/05/2026,07:15,Ajax,Utrecht,,,,,,,1.66,3.95,4.0,2.08,2.5,4.0,1.08,6.4,1.41,2.75,2.12,1.66,1.44,2.6,1.21,1.22,2.1
OSoVQhrp,BELGIUM,Pro League 2025-2026,BELGIUM 1,2025,RODADA 40,24/05/2026,13:30,Club Brugge,Gent,,,,,,,1.37,5.16,6.15,1.87,2.78,5.62,1.1,6.5,1.36,3.1,1.97,1.78,1.57,2.21,1.08,1.11,2.81
2ud4NJyh,BELGIUM,Pro League 2025-2026,BELGIUM 1,2025,RODADA 40,24/05/2026,13:30,Royale Union SG,Anderlecht,,,,,,,1.44,3.8,5.75,1.93,2.33,5.75,1.22,4.2,1.73,2.03,2.88,1.4,1.83,1.83,1.11,1.17,2.12
tOIJONID,BELGIUM,Pro League 2025-2026,BELGIUM 1,2025,RODADA 40,24/05/2026,13:30,St. Truiden,KV Mechelen,,,,,,,1.66,3.8,3.75,2.14,2.4,4.2,1.14,5.5,1.5,2.55,2.38,1.57,1.55,2.28,1.2,1.2,1.81
MNjz7Nt0,USA,MLS 2026,USA 1,2026,,24/05/2026,18:00,Columbus Crew,Atlanta Utd,,,,,,,1.4,4.2,6.0,1.85,2.6,5.75,1.14,4.62,1.49,2.38,2.2,1.57,1.66,2.1,1.11,1.16,2.25
Ikpq51BC,USA,MLS 2026,USA 1,2026,,24/05/2026,20:00,Inter Miami,Philadelphia Union,,,,,,,1.38,4.75,5.33,1.81,2.75,5.33,1.07,7.0,1.36,2.88,1.91,1.8,1.5,2.4,1.12,1.13,2.33
8WQFngeo,USA,MLS 2026,USA 1,2026,,24/05/2026,22:15,Los Angeles FC,Seattle Sounders,,,,,,,1.95,3.75,3.7,2.5,2.27,4.05,1.17,4.5,1.6,2.2,2.55,1.45,1.57,2.3,1.3,1.26,1.88
ERoDGdUs,MEXICO,Liga MX 2025-2026,MEXICO 1,2025,FINAL,24/05/2026,22:00,U.N.A.M.,Cruz Azul,,,,,,,2.4,3.14,2.85,2.9,2.12,3.5,1.24,3.65,1.78,1.96,2.9,1.36,1.75,1.95,1.35,1.3,1.48
AJLQZ17d,JAPAN,J1 League 2026,JAPAN 1,2026,RODADA 18,24/05/2026,00:55,Okayama,C-Osaka,,,,,,,2.8,3.45,2.3,3.1,2.2,2.88,1.27,3.25,1.86,1.84,3.2,1.28,1.62,2.1,1.57,1.25,1.42
2D8Cc5a3,JAPAN,J1 League 2026,JAPAN 1,2026,RODADA 18,24/05/2026,02:00,Mito,Kawasaki,,,,,,,2.92,3.25,2.4,3.5,2.05,2.95,1.25,3.27,1.85,1.85,2.95,1.3,1.65,2.1,1.6,1.32,1.42
bu2LeqUF,JAPAN,J1 League 2026,JAPAN 1,2026,RODADA 18,24/05/2026,02:00,Verdy,Yokohama M.,,,,,,,2.2,3.0,3.0,3.0,2.0,3.8,1.41,2.66,2.28,1.55,4.0,1.2,2.05,1.7,1.28,1.3,1.52
4vUhwyEl,JAPAN,J1 League 2026,JAPAN 1,2026,RODADA 18,24/05/2026,05:00,Shimizu,G-Osaka,,,,,,,2.71,3.1,2.33,3.33,2.14,3.0,1.27,3.15,1.85,1.77,3.1,1.32,1.7,2.05,1.45,1.28,1.36
M1KbYCx1,ARGENTINA,Liga Profesional 2026,ARGENTINA 1,2026,FINAL,24/05/2026,15:30,River Plate,Belgrano,,,,,,,1.7,3.45,5.68,2.33,2.03,6.4,1.5,2.46,2.44,1.51,4.5,1.17,2.33,1.54,1.16,1.33,1.96
t0FGqSAc,SWEDEN,Allsvenskan 2026,SWEDEN 1,2026,RODADA 9,24/05/2026,09:00,Hammarby,AIK Stockholm,,,,,,,1.57,4.1,5.14,2.1,2.42,5.43,1.21,4.0,1.61,2.18,2.6,1.45,1.75,1.98,1.14,1.2,2.3
2i1BY12d,SWEDEN,Allsvenskan 2026,SWEDEN 1,2026,RODADA 9,24/05/2026,09:00,Sirius,GAIS,,,,,,,1.77,3.75,4.0,2.25,2.28,4.2,1.2,4.1,1.69,2.08,2.55,1.46,1.66,2.1,1.23,1.22,1.81
phCXupAM,SWEDEN,Allsvenskan 2026,SWEDEN 1,2026,RODADA 9,24/05/2026,11:30,Malmö FF,Västerås SK,,,,,,,1.55,4.0,5.0,2.05,2.36,5.33,1.2,3.8,1.66,1.96,2.66,1.4,1.8,1.9,1.14,1.2,2.12
QXCWFoVi,NORWAY,Eliteserien 2026,NORWAY 1,2026,RODADA 10,24/05/2026,11:00,Bodo/Glimt,Brann,,,,,,,1.31,5.75,6.95,1.65,2.89,5.99,1.1,5.75,1.36,2.9,1.92,1.78,1.51,2.45,1.06,1.09,3.13
Gt8eAsaT,NORWAY,Eliteserien 2026,NORWAY 1,2026,RODADA 10,24/05/2026,13:00,Kristiansund,Viking,,,,,,,5.81,5.27,1.39,5.39,2.72,1.76,1.09,6.0,1.36,2.95,1.86,1.86,1.54,2.38,2.74,1.11,1.09
hnrxY1kR,BRAZIL,Serie B 2026,BRAZIL 2,2026,RODADA 10,24/05/2026,16:00,Atlético-GO,São Bernardo,,,,,,,1.69,3.14,5.0,2.36,2.0,6.0,1.48,2.46,2.27,1.56,4.8,1.14,2.28,1.55,1.15,1.27,1.88
raVNOcCD,BRAZIL,Serie B 2026,BRAZIL 2,2026,RODADA 10,24/05/2026,16:30,CRB,Ponte Preta,,,,,,,1.55,3.5,5.5,2.14,2.22,5.75,1.29,3.3,2.01,1.72,3.6,1.25,2.05,1.7,1.13,1.22,2.08
p2lzEtbe,BRAZIL,Serie B 2026,BRAZIL 2,2026,RODADA 10,24/05/2026,18:30,América-MG,Vila Nova,,,,,,,2.02,3.27,3.47,2.73,2.12,4.25,1.36,2.9,2.08,1.66,3.64,1.24,1.83,1.82,1.24,1.27,1.67
lIT7SuDl,BRAZIL,Serie B 2026,BRAZIL 2,2026,RODADA 10,24/05/2026,19:00,Avaí,Goiás,,,,,,,2.25,3.1,3.1,3.1,2.05,3.75,1.39,2.8,2.2,1.61,3.78,1.23,1.83,1.83,1.36,1.36,1.57
IFnrCKS7,BRAZIL,Serie B 2026,BRAZIL 2,2026,RODADA 10,24/05/2026,20:30,Operário,Criciúma,,,,,,,2.21,2.94,3.38,2.93,2.02,4.25,1.48,2.65,2.4,1.55,4.5,1.2,1.99,1.69,1.25,1.32,1.56
4nkVmR35,BRAZIL,Serie C 2026,BRAZIL 3,2026,RODADA 8,24/05/2026,16:30,Amazonas,Ferroviária,,,,,,,1.91,3.0,3.9,2.7,1.91,4.5,1.5,2.4,2.28,1.55,5.33,1.12,2.2,1.62,1.2,1.3,1.73
jwIBrWRP,BRAZIL,Serie C 2026,BRAZIL 3,2026,RODADA 8,24/05/2026,16:30,Brusque,Anápolis,,,,,,,1.65,3.49,5.46,2.24,2.11,6.33,1.38,2.85,2.2,1.62,4.0,1.22,2.27,1.56,1.11,1.26,2.12
