liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,16:30,Aston Villa,Brighton,2.0,3.6,3.6,https://redscores.com/pt-br/match/aston-villa-brighton-hove-albion/HxIA
Inglaterra - Premier League,16:30,Nottingham,Wolves,1.66,3.8,5.25,https://redscores.com/pt-br/match/wolverhampton-wanderers-nottingham-forest/OxbA
Inglaterra - Premier League,16:30,Crystal Palace,Burnley,1.53,4.0,6.5,https://redscores.com/pt-br/match/burnley-crystal-palace/Nx0
Inglaterra - Premier League,16:30,Man City,Fulham,1.38,5.5,7.0,https://redscores.com/pt-br/match/manchester-city-fulham/ExF
Inglaterra - Premier League,17:15,Sunderland,Liverpool,4.5,3.9,1.75,https://redscores.com/pt-br/match/sunderland-liverpool/Bxe
Países Baixos - Eredivisie,14:45,G. A. Eagle,Heerenveen,2.5,3.75,2.6,https://redscores.com/pt-br/match/go-ahead-eagles-sc-heerenveen/3fxiI
Países Baixos - Eredivisie,17:00,Nijmegen,Utrecht,1.72,3.8,4.75,https://redscores.com/pt-br/match/nec-nijmegen-fc-utrecht/dexjg
Brasil - Serie A,19:00,Chapecoense,Coritiba,2.45,3.0,3.2,https://redscores.com/pt-br/match/chapecoense-coritiba/TFxbvA
Brasil - Serie A,19:00,Mirassol,Cruzeiro,2.37,3.0,3.3,https://redscores.com/pt-br/match/cruzeiro-mirassol/i4xm9b
Brasil - Serie A,20:00,Atlético Mineiro,Remo,1.48,4.2,7.0,https://redscores.com/pt-br/match/atletico-mineiro-remo/F5xKdB
Brasil - Serie A,21:30,Vasco da Gama,Bahia,2.25,3.3,3.2,https://redscores.com/pt-br/match/bahia-vasco-da-gama/KFxMF
Brasil - Serie A,21:30,São Paulo,Grêmio,2.15,3.1,3.75,https://redscores.com/pt-br/match/gremio-sao-paulo/7yxJ6
Escócia - Premiership,16:45,Celtic,Livingston,1.12,9.0,13.0,https://redscores.com/pt-br/match/celtic-livingston/2xhc
Escócia - Premiership,16:45,Dundee United,Aberdeen,2.35,3.3,3.0,https://redscores.com/pt-br/match/aberdeen-dundee-united/Ocxtc
Escócia - Premiership,16:45,Falkirk,Dundee,1.61,3.8,5.5,https://redscores.com/pt-br/match/dundee-falkirk/ucxtg
Escócia - Premiership,16:45,Kilmarnock,St. Mirren,2.8,3.3,2.5,https://redscores.com/pt-br/match/kilmarnock-st-mirren/7bxee
Escócia - Premiership,16:45,Motherwell,Rangers,,,,https://redscores.com/pt-br/match/rangers-motherwell/AAxcC
Escócia - Premiership,16:45,Hearts,Hibernian,,,,https://redscores.com/pt-br/match/hibernian-hearts/CAxEC
Escócia - Premiership,17:00,Motherwell,Rangers,3.2,3.6,2.1,https://redscores.com/pt-br/match/rangers-motherwell/AAxcC
Inglaterra - Championship,16:45,Charlton,Stoke,2.62,3.1,2.7,https://redscores.com/pt-br/match/charlton-athletic-stoke-city/cxn
Inglaterra - League Two,16:45,Grimsby Town,Accrington,1.85,3.6,3.9,https://redscores.com/pt-br/match/grimsby-town-accrington-stanley/HBxOd
Inglaterra - League Two,17:00,Swindon,Newport,1.5,4.0,6.25,https://redscores.com/pt-br/match/newport-county-swindon-town/FAxUc
Itália - Serie B,15:00,Südtirol,Monza,3.6,3.1,2.15,https://redscores.com/pt-br/match/sudtirol-monza/3bxvn
Itália - Serie B,16:00,Empoli,Juve Stabia,2.45,2.9,3.25,https://redscores.com/pt-br/match/empoli-juve-stabia/Pdx31A
Itália - Serie B,16:00,Bari 1908,Spezia,3.5,3.0,2.25,https://redscores.com/pt-br/match/spezia-bari-1908/uCxjD
Itália - Serie B,16:00,Avellino,Frosinone,3.4,3.1,2.2,https://redscores.com/pt-br/match/frosinone-avellino/wCAxj1A
Suíça - Super League,16:30,Zürich,Winterthur,1.7,3.9,4.5,https://redscores.com/pt-br/match/zurich-winterthur/LdxY6
Suíça - Super League,16:30,St. Gallen,Young Boys,2.3,3.6,2.8,https://redscores.com/pt-br/match/st-gallen-young-boys/6CxSf
Suíça - Super League,16:30,Lugano,Servette,2.2,3.2,3.4,https://redscores.com/pt-br/match/servette-lugano/jqxZvB
Colômbia - Liga BetPlay,20:30,Millonarios,Rionegro Águilas,1.66,3.5,5.5,https://redscores.com/pt-br/match/rionegro-aguilas-millonarios/Zbxbdb
Colômbia - Liga BetPlay,22:30,La Equidad,Deportivo Cali,,,,https://redscores.com/pt-br/match/deportivo-cali-la-equidad/b6xEUb
Egito - Premier League,12:00,ENPPI,Pyramids FC,4.2,3.0,1.85,https://redscores.com/pt-br/match/enppi-pyramids-fc/aEAxnnc
Egito - Premier League,12:00,Al Ahly,Ismaily,1.2,5.0,13.0,https://redscores.com/pt-br/match/al-ahly-ismaily/QDxgCc
Egito - Premier League,15:00,Zamalek,Smouha,2.0,2.9,3.7,https://redscores.com/pt-br/match/zamalek-smouha/pzAxmQb
Egito - Premier League,15:00,Al Masry,Wadi Degla,2.05,3.0,3.4,https://redscores.com/pt-br/match/al-masry-wadi-degla/9BAxv3A
Inglaterra - National League,16:45,Sutton,Braintree Town,1.65,3.7,4.5,https://redscores.com/pt-br/match/sutton-united-braintree-town/BCxRH
Inglaterra - National League,16:45,York City,Hartlepool,1.27,5.0,9.0,https://redscores.com/pt-br/match/york-city-hartlepool-united/PAxCC
Inglaterra - National League,16:45,Aldershot Town,Southend United,3.3,3.7,1.9,https://redscores.com/pt-br/match/southend-united-aldershot-town/2AxFB
Inglaterra - National League,16:45,Brackley Town,Halifax Town,2.6,3.1,2.6,https://redscores.com/pt-br/match/halifax-town-brackley-town/Ufxkh
Inglaterra - National League,16:45,Boreham Wood,Yeovil Town,1.48,4.0,6.0,https://redscores.com/pt-br/match/yeovil-town-boreham-wood/Icxli
Inglaterra - National League,16:45,Rochdale,Forest Green,1.9,3.4,3.7,https://redscores.com/pt-br/match/forest-green-rovers-rochdale/4bx6B
