liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Brasil - Serie A,19:00,Atlético Mineiro,Palmeiras,3.1,3.2,2.4,https://redscores.com/pt-br/match/palmeiras-atletico-mineiro/d5xF5
Brasil - Serie A,19:00,Vitória,Remo,1.7,3.6,5.25,https://redscores.com/pt-br/match/vitoria-remo/m5xKdB
Brasil - Serie A,19:00,Coritiba,Bragantino,2.45,3.0,3.2,https://redscores.com/pt-br/match/coritiba-bragantino/bvAxadb
Brasil - Serie A,19:00,Internacional,Athletico PR,1.85,3.4,4.33,https://redscores.com/pt-br/match/internacional-athletico-pr/gwxi5
Brasil - Serie A,19:30,Fluminense,Grêmio,1.8,3.5,4.75,https://redscores.com/pt-br/match/fluminense-gremio/7Ix7y
Brasil - Serie A,20:00,Corinthians,Bahia,2.2,3.3,3.4,https://redscores.com/pt-br/match/corinthians-bahia/8cxKF
Brasil - Serie A,20:00,Chapecoense,Santos,3.0,3.25,2.45,https://redscores.com/pt-br/match/chapecoense-santos/TFxm9
Brasil - Serie A,21:30,São Paulo,Flamengo,4.2,3.4,1.95,https://redscores.com/pt-br/match/flamengo-sao-paulo/YixJ6
Argentina - Superliga,17:00,Aldosivi,Barracas Central,2.37,2.8,3.6,https://redscores.com/pt-br/match/barracas-central-aldosivi/3gbx2Tb
Argentina - Superliga,19:00,Racing Club,Rosario Central,2.25,3.0,3.8,https://redscores.com/pt-br/match/rosario-central-racing-club/f4xE8
Argentina - Superliga,20:00,River Plate,Gimnasia La Plata,1.5,3.8,8.0,https://redscores.com/pt-br/match/gimnasia-la-plata-river-plate/VDx8Ub
Argentina - Superliga,22:15,Estudiantes,Boca Juniors,2.6,2.9,3.0,https://redscores.com/pt-br/match/boca-juniors-estudiantes/tExbPb
África do Sul - Premier League,14:30,Marumo Gallants FC,Kaizer Chiefs,3.8,3.0,1.9,https://redscores.com/pt-br/match/kaizer-chiefs-marumo-gallants-fc/uUxURt
Arábia Saudita - Pro League,12:20,Al Najma,Al Riyadh,2.55,3.3,2.37,https://redscores.com/pt-br/match/al-najma-al-riyadh/0jBxHXc
Arábia Saudita - Pro League,14:30,Al Ahli,Al Ettifaq,1.33,4.5,7.0,https://redscores.com/pt-br/match/al-ahli-al-ettifaq/nubxdvb
Arábia Saudita - Pro League,14:30,Al Feiha,Al Khaleej,2.55,3.3,2.4,https://redscores.com/pt-br/match/al-khaleej-al-feiha/iIBxrXc
Bélgica - First Division B,16:00,RSC Anderlecht II,Lierse Kempenzonen,,,,https://redscores.com/pt-br/match/lierse-kempenzonen-rsc-anderlecht-ii/HiaAx6jEA
Bélgica - First Division B,16:00,Jong Gent,Waasland-Beveren,5.0,3.8,1.57,https://redscores.com/pt-br/match/waasland-beveren-jong-gent/1kxgQGA
Colômbia - Liga BetPlay,18:10,Alianza Petrolera,Boyacá Chicó,1.6,3.5,6.5,https://redscores.com/pt-br/match/alianza-petrolera-boyaca-chico/LNBxs5B
Colômbia - Liga BetPlay,20:30,Santa Fe,Deportivo Pereira,1.4,4.1,9.0,https://redscores.com/pt-br/match/deportivo-pereira-santa-fe/MGbxAlB
Colômbia - Liga BetPlay,22:30,Deportivo Pasto,Millonarios,3.4,2.9,2.37,https://redscores.com/pt-br/match/millonarios-deportivo-pasto/bdbxlNB
Egito - Premier League,12:00,Zamalek,Petrojet,1.7,3.4,4.5,https://redscores.com/pt-br/match/zamalek-petrojet/pzAxU2A
Egito - Premier League,15:00,Pyramids FC,El Gounah,1.61,3.1,6.5,https://redscores.com/pt-br/match/el-gounah-pyramids-fc/Bncxnnc
Egito - Premier League,15:00,Al Masry,Ceramica Cleopatra,2.05,3.25,3.25,https://redscores.com/pt-br/match/al-masry-ceramica-cleopatra/9BAxUKdA
Paraguai - Division 1,18:00,Libertad,Sportivo Ameliano,1.7,3.2,4.5,https://redscores.com/pt-br/match/libertad-sportivo-ameliano/b7bx04bA
Paraguai - Division 1,20:15,2 de Mayo,Olimpia,3.4,3.0,2.1,https://redscores.com/pt-br/match/2-de-mayo-olimpia/fBcx0Fc
