liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Argentina - Superliga,19:00,Deportivo Riestra,San Lorenzo,2.55,2.7,3.5,https://redscores.com/pt-br/match/san-lorenzo-deportivo-riestra/qex94B
Argélia - Ligue 1,13:45,CR Belouizdad,MC Alger,2.5,2.8,2.8,https://redscores.com/pt-br/match/cr-belouizdad-mc-alger/yZAxn2A
Argélia - Ligue 1,16:00,USM Alger,JS Kabylie,1.83,3.0,4.2,https://redscores.com/pt-br/match/usm-alger-js-kabylie/8CbxHRb
Colômbia - Liga BetPlay,22:00,América de Cali,Llaneros,1.57,3.6,6.5,https://redscores.com/pt-br/match/america-de-cali-llaneros/7ObxMcc
Inglaterra - National League,16:45,Morecambe,Hartlepool,2.9,3.5,2.15,https://redscores.com/pt-br/match/hartlepool-united-morecambe/CCxug
Inglaterra - National League,16:45,Tamworth,Forest Green,3.5,3.6,1.9,https://redscores.com/pt-br/match/tamworth-forest-green-rovers/Vbx4b
Inglaterra - National League,16:45,Wealdstone,Yeovil Town,1.83,3.3,4.0,https://redscores.com/pt-br/match/wealdstone-yeovil-town/ecxIc
Inglaterra - National League,16:45,Truro City,Solihull Moors,2.7,3.2,2.4,https://redscores.com/pt-br/match/truro-city-solihull-moors/fbx3i
Inglaterra - National League,16:45,Scunthorpe,Rochdale,3.25,3.4,2.05,https://redscores.com/pt-br/match/scunthorpe-united-rochdale/uAx6B
Inglaterra - National League,16:45,Southend United,Woking,1.6,3.7,5.0,https://redscores.com/pt-br/match/southend-united-woking/2Axrd
Paraguai - Division 1,19:30,Guaraní,2 de Mayo,1.83,3.25,4.2,https://redscores.com/pt-br/match/2-de-mayo-guarani/fBcxZFc
Uruguai - Primera Division,14:00,Albion,Wanderers,2.37,2.8,2.9,https://redscores.com/pt-br/match/wanderers-albion/ODxQgu
Uruguai - Primera Division,17:00,Cerro,Juventud,2.8,2.87,2.45,https://redscores.com/pt-br/match/cerro-juventud/m4xCpb
Uruguai - Primera Division,20:30,Boston River,Peñarol,6.0,3.4,1.53,https://redscores.com/pt-br/match/penarol-boston-river/w3xyoA
