id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19387122,Brasil - Serie A,16:00,Ceará,Juventude,https://redscores.com/pt-br/match/juventude-ceara/YxkIB,,70,1.65
19387115,Brasil - Serie A,18:30,Botafogo,Bragantino,https://redscores.com/pt-br/match/botafogo-bragantino/7Xxadb,,61,1.57
19387119,Brasil - Serie A,21:00,Cruzeiro,São Paulo,https://redscores.com/pt-br/match/cruzeiro-sao-paulo/i4xJ6,,,1.83
19353073,EUA - Major League Soccer,20:30,New York RB,Columbus Crew,https://redscores.com/pt-br/match/new-york-rb-columbus-crew/IdxoE,,,
19353074,EUA - Major League Soccer,20:30,New York City,DC United,https://redscores.com/pt-br/match/dc-united-new-york-city/9bxo8,,,1.53
19353076,EUA - Major League Soccer,20:30,Toronto,CF Montréal,https://redscores.com/pt-br/match/toronto-cf-montreal/ZAxHaA,,,1.9
19353072,EUA - Major League Soccer,20:30,New England,Charlotte,https://redscores.com/pt-br/match/new-england-charlotte/PfxH4eA,,,2.25
19353070,EUA - Major League Soccer,20:30,Cincinnati,Philadelphia Union,https://redscores.com/pt-br/match/philadelphia-union-cincinnati/PcxS8,,,2.5
19353079,EUA - Major League Soccer,21:30,Minnesota United,Portland Timbers,https://redscores.com/pt-br/match/portland-timbers-minnesota-united/7Exu8,,,
19353081,EUA - Major League Soccer,21:30,St. Louis City,Houston Dynamo,https://redscores.com/pt-br/match/houston-dynamo-st-louis-city/0Dx7ZfA,,,2.2
19353077,EUA - Major League Soccer,21:30,Austin,SJ Earthquakes,https://redscores.com/pt-br/match/sj-earthquakes-austin/VcxXjDA,,,
19353080,EUA - Major League Soccer,21:30,Nashville SC,Atlanta United,https://redscores.com/pt-br/match/atlanta-united-nashville-sc/X8xAYT,,,
19353078,EUA - Major League Soccer,21:30,Sporting KC,Colorado Rapids,https://redscores.com/pt-br/match/colorado-rapids-sporting-kc/6bxjC,,,
19354712,Noruega - Eliteserien,13:00,Vålerenga,Bryne,https://redscores.com/pt-br/match/valerenga-bryne/hex1Kb,,83,1.66
19347859,Suécia - Allsvenskan,10:00,IFK Göteborg,Värnamo,https://redscores.com/pt-br/match/ifk-goteborg-varnamo/wexJyA,,78,1.5
19347857,Suécia - Allsvenskan,10:00,Brommapojkarna,Elfsborg,https://redscores.com/pt-br/match/elfsborg-brommapojkarna/dkx12,,73,2.55
19347861,Suécia - Allsvenskan,12:30,Mjällby,Halmstad,https://redscores.com/pt-br/match/mjallby-halmstad/WdxzF,,86,1.36
19362193,Argentina - Superliga,14:45,San Lorenzo,Huracán,https://redscores.com/pt-br/match/san-lorenzo-huracan/qexo0,,35,2.6
19362183,Argentina - Superliga,17:00,Central Cordoba,Estudiantes,https://redscores.com/pt-br/match/estudiantes-central-cordoba/bPbx9zB,,58,2.55
19362180,Argentina - Superliga,17:00,Independiente Rivadavia,Argentinos Juniors,https://redscores.com/pt-br/match/independiente-rivadavia-argentinos-juniors/JGxt4,,69,3
19362192,Argentina - Superliga,19:15,Sarmiento,Rosario Central,https://redscores.com/pt-br/match/rosario-central-sarmiento/f4xzub,,,4.1
19362188,Argentina - Superliga,21:30,Vélez Sarsfield,Lanús,https://redscores.com/pt-br/match/lanus-velez-sarsfield/6Tbxlub,,,2.5
19377669,China - Super League,08:35,Dalian Zhixing,Qingdao Youth Island,https://redscores.com/pt-br/match/qingdao-youth-island-dalian-zhixing/qfeAxTfFA,,,
19377670,China - Super League,08:35,Chengdu Rongcheng,Shanghai Port,https://redscores.com/pt-br/match/shanghai-port-chengdu-rongcheng/IQAxZ0c,,86,1.9
19377671,China - Super League,09:00,Yunnan Yukun,Changchun Yatai,https://redscores.com/pt-br/match/changchun-yatai-yunnan-yukun/63xUfFA,,82,1.66
19360736,Argentina - Primera B Nacional,13:10,Tristán Suárez,All Boys,https://redscores.com/pt-br/match/all-boys-tristan-suarez/6gbxa5B,,41,1.95
19360743,Argentina - Primera B Nacional,14:00,Chacarita Juniors,Atletico Mitre,https://redscores.com/pt-br/match/chacarita-juniors-atletico-mitre/a7bxb1B,,70,2.1
19360742,Argentina - Primera B Nacional,15:30,San Telmo,Chaco For Ever,https://redscores.com/pt-br/match/chaco-for-ever-san-telmo/3ubxA5B,,59,2.6
19360746,Argentina - Primera B Nacional,15:30,Talleres Remedios,Defensores Unidos,https://redscores.com/pt-br/match/talleres-remedios-defensores-unidos/zCAxT5B,,79,2.05
19360756,Argentina - Primera B Nacional,17:00,San Miguel,Almagro,https://redscores.com/pt-br/match/almagro-san-miguel/34BxQ5B,,,
19360744,Argentina - Primera B Nacional,17:00,Defensores de Belgrano,Colón,https://redscores.com/pt-br/match/defensores-de-belgrano-colon/f0xnBA,,,
19360739,Argentina - Primera B Nacional,17:00,Nueva Chicago,Gimnasia Mendoza,https://redscores.com/pt-br/match/nueva-chicago-gimnasia-mendoza/aPBxh0B,,,
19360758,Argentina - Primera B Nacional,17:00,Defensores Unidos,Deportivo Morón,https://redscores.com/pt-br/match/deportivo-moron-defensores-unidos/E5BxT5B,,,
19360751,Argentina - Primera B Nacional,17:00,Arsenal de Sarandi,Tristán Suárez,https://redscores.com/pt-br/match/arsenal-de-sarandi-tristan-suarez/9rAxa5B,,,
