liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,12:00,Brighton,Everton,1.85,3.7,4.2,https://redscores.com/pt-br/match/everton-brighton-hove-albion/GxIA
Inglaterra - Premier League,12:00,Leeds,Arsenal,5.75,4.1,1.57,https://redscores.com/pt-br/match/arsenal-leeds-united/JxfA
Inglaterra - Premier League,12:00,Wolves,Bournemouth,2.9,3.5,2.3,https://redscores.com/pt-br/match/wolverhampton-wanderers-afc-bournemouth/Ox1
Inglaterra - Premier League,14:30,Chelsea,West Ham,1.5,4.5,6.0,https://redscores.com/pt-br/match/west-ham-united-chelsea/Axj
Inglaterra - Premier League,17:00,Liverpool,Newcastle,1.8,3.9,4.1,https://redscores.com/pt-br/match/liverpool-newcastle-united/exk
Espanha - La Liga,10:00,R. Oviedo,Girona,2.75,3.0,2.75,https://redscores.com/pt-br/match/real-oviedo-girona/qAxYB
Espanha - La Liga,12:15,Osasuna,Villarreal,2.75,3.3,2.55,https://redscores.com/pt-br/match/osasuna-villarreal/qDxa6
Espanha - La Liga,14:30,Levante,Atlético Madrid,5.0,4.1,1.61,https://redscores.com/pt-br/match/levante-atletico-madrid/U5xZeb
Espanha - La Liga,17:00,Elche,Barcelona,7.5,6.0,1.33,https://redscores.com/pt-br/match/fc-barcelona-elche/lAxAj
Alemanha - Bundesliga,11:30,Hoffenheim,Union Berlin,1.8,3.8,4.5,https://redscores.com/pt-br/match/fc-union-berlin-tsg-hoffenheim/vIxvw
Alemanha - Bundesliga,11:30,Werder Bremen,M'Gladbach,2.2,3.6,3.1,https://redscores.com/pt-br/match/werder-bremen-borussia-monchengladbach/KAxgF
Alemanha - Bundesliga,11:30,RB Leipzig,Mainz,1.55,4.5,5.5,https://redscores.com/pt-br/match/rb-leipzig-fsv-mainz-05/QcxAG
Alemanha - Bundesliga,11:30,Augsburg,St. Pauli,2.0,3.3,4.1,https://redscores.com/pt-br/match/fc-augsburg-st-pauli/OAxYC
Alemanha - Bundesliga,11:30,Frankfurt,Leverkusen,3.25,3.9,2.05,https://redscores.com/pt-br/match/eintracht-frankfurt-bayer-04-leverkusen/adxN3
Alemanha - Bundesliga,14:30,Hamburger,Bayern,8.5,6.5,1.27,https://redscores.com/pt-br/match/fc-bayern-munchen-hamburger-sv/Hexmw
Itália - Serie A,11:00,Pisa,Sassuolo,2.9,3.1,2.55,https://redscores.com/pt-br/match/pisa-sassuolo/RIxpw
Itália - Serie A,14:00,Napoli,Fiorentina,1.9,3.3,4.5,https://redscores.com/pt-br/match/fiorentina-napoli/YAxYE
Itália - Serie A,16:45,Cagliari,Hellas Verona,2.05,3.0,4.1,https://redscores.com/pt-br/match/cagliari-hellas-verona/sExMj
França - Ligue 1,13:00,Paris,Marseille,3.8,3.8,1.9,https://redscores.com/pt-br/match/olympique-marseille-paris/wx4gA
França - Ligue 1,15:00,Lorient,Nantes,1.83,3.5,4.5,https://redscores.com/pt-br/match/nantes-lorient/8xXOb
França - Ligue 1,17:05,Monaco,Rennes,2.0,3.9,3.3,https://redscores.com/pt-br/match/rennes-monaco/zExjZA
Países Baixos - Eredivisie,12:30,AZ,Nijmegen,1.8,4.1,3.9,https://redscores.com/pt-br/match/az-nec-nijmegen/aAxde
Países Baixos - Eredivisie,14:45,Zwolle,Telstar,2.3,3.5,3.0,https://redscores.com/pt-br/match/pec-zwolle-telstar/uixMM
Países Baixos - Eredivisie,17:00,Sparta Rotterdam,Groningen,2.55,3.5,2.62,https://redscores.com/pt-br/match/sparta-rotterdam-fc-groningen/cHxNt
Portugal - Primeira Liga,12:30,Santa Clara,Estoril,2.25,3.0,3.4,https://redscores.com/pt-br/match/estoril-santa-clara/TJxCV
Portugal - Primeira Liga,15:00,Rio Ave,Arouca,2.5,3.25,2.75,https://redscores.com/pt-br/match/arouca-rio-ave/CdAxQVA
Portugal - Primeira Liga,17:30,Alverca,Estrela Amadora,2.05,3.2,3.75,https://redscores.com/pt-br/match/estrela-amadora-alverca/GiBx9tE
Turquia - Super Lig,08:30,Alanyaspor,Eyüpspor,1.5,3.9,7.0,https://redscores.com/pt-br/match/alanyaspor-eyupspor/vCx11
Turquia - Super Lig,11:00,Başakşehir,Rizespor,1.75,4.0,4.2,https://redscores.com/pt-br/match/rizespor-istanbul-basaksehir/cIxv9
Turquia - Super Lig,14:00,Beşiktaş,Konyaspor,1.53,4.33,5.5,https://redscores.com/pt-br/match/besiktas-konyaspor/CExEV
Turquia - Super Lig,14:00,Göztepe,Karagümrük,1.5,4.0,7.0,https://redscores.com/pt-br/match/goztepe-fatih-karagumruk/3bAxMcA
Bélgica - Pro League,12:00,Cercle Brugge,Antwerp,1.9,3.4,3.75,https://redscores.com/pt-br/match/antwerp-cercle-brugge/LCxjV
Bélgica - Pro League,14:15,Zulte-Waregem,Westerlo,2.25,3.6,2.7,https://redscores.com/pt-br/match/westerlo-zulte-waregem/1Cxkj
Bélgica - Pro League,16:45,St. Truiden,Charleroi,1.95,3.5,3.5,https://redscores.com/pt-br/match/sint-truiden-sporting-charleroi/ZCxZI
Escócia - Premiership,12:00,Kilmarnock,Aberdeen,3.1,3.2,2.37,https://redscores.com/pt-br/match/kilmarnock-aberdeen/7bxOc
Escócia - Premiership,12:00,Livingston,Motherwell,4.5,3.75,1.72,https://redscores.com/pt-br/match/livingston-motherwell/hcxcC
Escócia - Premiership,12:00,St. Mirren,Dundee,1.8,3.6,4.5,https://redscores.com/pt-br/match/dundee-st-mirren/ucxee
Escócia - Premiership,12:00,Celtic,Falkirk,,,,https://redscores.com/pt-br/match/celtic-falkirk/2xtg
Escócia - Premiership,12:00,Hibernian,Rangers,,,,https://redscores.com/pt-br/match/rangers-hibernian/AAxCA
Escócia - Premiership,12:00,Dundee United,Hearts,,,,https://redscores.com/pt-br/match/dundee-united-hearts/tcxEC
Escócia - Premiership,17:00,Dundee United,Hearts,4.2,3.5,1.83,https://redscores.com/pt-br/match/dundee-united-hearts/tcxEC
Inglaterra - Championship,09:30,Sheffield Wed,Wrexham,6.25,4.75,1.44,https://redscores.com/pt-br/match/sheffield-wednesday-wrexham/5xTc
Inglaterra - Championship,09:30,Stoke,Southampton,2.75,3.4,2.45,https://redscores.com/pt-br/match/stoke-city-southampton/nxcA
Inglaterra - Championship,09:30,Leicester,Charlton,2.0,3.4,3.8,https://redscores.com/pt-br/match/charlton-athletic-leicester-city/cxv
Inglaterra - Championship,12:00,Middlesbrough,Norwich,1.75,3.9,4.2,https://redscores.com/pt-br/match/middlesbrough-norwich-city/DxQ
Inglaterra - Championship,12:00,Ipswich,Preston,1.36,4.75,8.0,https://redscores.com/pt-br/match/preston-north-end-ipswich-town/tAx4A
Inglaterra - Championship,12:00,Oxford Utd,Birmingham,3.5,3.4,2.05,https://redscores.com/pt-br/match/birmingham-city-oxford-united/gx2c
