liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,09:30,Tottenham,Manchester United,2.7,3.5,2.5,https://redscores.com/pt-br/match/tottenham-hotspur-manchester-united/dxh
Inglaterra - Premier League,12:00,Everton,Fulham,2.25,3.3,3.3,https://redscores.com/pt-br/match/fulham-everton/FxG
Inglaterra - Premier League,12:00,West Ham,Burnley,1.9,3.5,4.1,https://redscores.com/pt-br/match/west-ham-united-burnley/AxN
Inglaterra - Premier League,14:30,Sunderland,Arsenal,7.0,5.0,1.4,https://redscores.com/pt-br/match/sunderland-arsenal/BxJ
Inglaterra - Premier League,17:00,Chelsea,Wolves,1.36,4.75,8.5,https://redscores.com/pt-br/match/chelsea-wolverhampton-wanderers/jxO
Espanha - La Liga,10:00,Girona,Alavés,2.35,3.25,3.1,https://redscores.com/pt-br/match/girona-deportivo-alaves/YBxyY
Espanha - La Liga,12:15,Sevilla,Osasuna,2.1,3.4,3.6,https://redscores.com/pt-br/match/osasuna-sevilla/qDxCF
Espanha - La Liga,14:30,Atlético Madrid,Levante,1.22,7.0,11.0,https://redscores.com/pt-br/match/levante-atletico-madrid/U5xZeb
Espanha - La Liga,17:00,Espanyol,Villarreal,2.8,3.5,2.4,https://redscores.com/pt-br/match/espanyol-villarreal/uexa6
Alemanha - Bundesliga,11:30,Leverkusen,Heidenheim,1.4,5.0,7.5,https://redscores.com/pt-br/match/heidenheim-bayer-04-leverkusen/MXxN3
Alemanha - Bundesliga,11:30,Union Berlin,Bayern,13.0,7.0,1.2,https://redscores.com/pt-br/match/fc-bayern-munchen-fc-union-berlin/HexvI
Alemanha - Bundesliga,11:30,Hoffenheim,RB Leipzig,2.62,3.9,2.35,https://redscores.com/pt-br/match/rb-leipzig-tsg-hoffenheim/Qcxvw
Alemanha - Bundesliga,11:30,Hamburger,Dortmund,4.33,4.2,1.7,https://redscores.com/pt-br/match/borussia-dortmund-hamburger-sv/DAxmw
Alemanha - Bundesliga,14:30,M'Gladbach,FC Köln,2.2,3.6,3.1,https://redscores.com/pt-br/match/borussia-monchengladbach-fc-koln/gFxn3
Itália - Serie A,11:00,Como,Cagliari,1.48,4.5,6.5,https://redscores.com/pt-br/match/como-cagliari/mcxsE
Itália - Serie A,11:00,Lecce,Hellas Verona,2.75,2.87,3.0,https://redscores.com/pt-br/match/hellas-verona-lecce/MjxVCb
Itália - Serie A,14:00,Juventus,Torino,1.5,4.1,7.0,https://redscores.com/pt-br/match/torino-juventus/BfxHf
Itália - Serie A,16:45,Parma,Milan,5.5,4.0,1.6,https://redscores.com/pt-br/match/milan-parma/1Axqd
França - Ligue 1,13:00,Marseille,Brest,1.44,4.75,6.5,https://redscores.com/pt-br/match/olympique-marseille-brest/wxlc
França - Ligue 1,15:00,Le Havre,Nantes,1.83,3.3,4.75,https://redscores.com/pt-br/match/nantes-le-havre/8xjI
França - Ligue 1,17:05,Monaco,Lens,2.05,3.9,3.2,https://redscores.com/pt-br/match/lens-monaco/NcxjZA
Países Baixos - Eredivisie,12:30,Excelsior,Heracles Almelo,1.9,4.1,3.5,https://redscores.com/pt-br/match/heracles-almelo-excelsior/aLxCN
Países Baixos - Eredivisie,14:45,FC Volendam,NAC Breda,2.62,3.8,2.45,https://redscores.com/pt-br/match/nac-breda-fc-volendam/NfxIT
Países Baixos - Eredivisie,16:00,Fortuna Sittard,Heerenveen,3.0,3.7,2.2,https://redscores.com/pt-br/match/sc-heerenveen-fortuna-sittard/iIx5L
Países Baixos - Eredivisie,17:00,Zwolle,Sparta Rotterdam,2.5,3.6,2.62,https://redscores.com/pt-br/match/sparta-rotterdam-pec-zwolle/cHxui
Portugal - Primeira Liga,12:30,Alverca,Rio Ave,2.25,3.3,3.2,https://redscores.com/pt-br/match/rio-ave-alverca/QVAx9tE
Portugal - Primeira Liga,15:00,Tondela,Guimaraes,2.8,3.1,2.6,https://redscores.com/pt-br/match/vitoria-sc-tondela/SGxk6
Portugal - Primeira Liga,17:30,Santa Clara,Sporting,7.5,4.5,1.4,https://redscores.com/pt-br/match/sporting-cp-santa-clara/7xCV
Turquia - Super Lig,08:30,Gaziantep,Rizespor,2.15,3.5,3.2,https://redscores.com/pt-br/match/rizespor-gaziantep-fk/cIxwDA
Turquia - Super Lig,11:00,Trabzonspor,Alanyaspor,1.65,3.8,5.0,https://redscores.com/pt-br/match/alanyaspor-trabzonspor/vCxIF
Turquia - Super Lig,14:00,Kasımpaşa,Göztepe,3.7,3.1,2.1,https://redscores.com/pt-br/match/kasimpasa-goztepe/rIx3bA
Turquia - Super Lig,14:00,Antalyaspor,Beşiktaş,5.0,4.2,1.6,https://redscores.com/pt-br/match/antalyaspor-besiktas/kAxCE
Brasil - Serie A,16:00,Sport Recife,Atlético Mineiro,4.1,3.2,2.0,https://redscores.com/pt-br/match/sport-recife-atletico-mineiro/rtxF5
Brasil - Serie A,18:00,Vasco da Gama,Juventude,1.42,4.5,7.5,https://redscores.com/pt-br/match/juventude-vasco-da-gama/YxMF
Brasil - Serie A,18:30,Internacional,Bahia,2.25,3.2,3.4,https://redscores.com/pt-br/match/bahia-internacional/KFxgw
Brasil - Serie A,21:00,São Paulo,Bragantino,1.75,3.4,5.25,https://redscores.com/pt-br/match/sao-paulo-bragantino/J6xadb
EUA - Major League Soccer,21:00,San Diego,Portland Timbers,,,,https://redscores.com/pt-br/match/portland-timbers-san-diego/7Ex1cGA
Bélgica - Pro League,12:00,Cercle Brugge,OH Leuven,2.0,3.5,3.5,https://redscores.com/pt-br/match/oh-leuven-cercle-brugge/5PxjV
Bélgica - Pro League,14:15,Charleroi,Westerlo,2.05,3.4,3.4,https://redscores.com/pt-br/match/westerlo-sporting-charleroi/1CxZI
Bélgica - Pro League,16:45,Antwerp,La Louvière,2.15,3.1,3.5,https://redscores.com/pt-br/match/antwerp-la-louviere/LCxgzA
Escócia - Premiership,12:00,Falkirk,Livingston,1.85,3.6,4.1,https://redscores.com/pt-br/match/livingston-falkirk/hcxtg
Escócia - Premiership,12:00,Aberdeen,Motherwell,,,,https://redscores.com/pt-br/match/aberdeen-motherwell/OcxcC
