liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Everton,Leeds,2.5,3.25,2.9,https://redscores.com/pt-br/match/everton-leeds-united/GxfA
Espanha - La Liga,17:00,Girona,Getafe,2.1,3.0,4.0,https://redscores.com/pt-br/match/getafe-girona/WAxYB
Itália - Serie A,16:45,Hellas Verona,Udinese,2.87,3.0,2.75,https://redscores.com/pt-br/match/udinese-hellas-verona/UCxMj
Portugal - Primeira Liga,17:15,Porto,Gil Vicente,1.38,4.5,8.0,https://redscores.com/pt-br/match/gil-vicente-porto/8Cxvf
Turquia - Super Lig,14:00,Eyüpspor,Beşiktaş,8.0,4.5,1.38,https://redscores.com/pt-br/match/besiktas-eyupspor/CEx11
Inglaterra - Championship,17:00,Norwich,Coventry,3.1,3.5,2.15,https://redscores.com/pt-br/match/norwich-city-coventry-city/Qx5A
Espanha - La Liga 2,16:30,Ceuta,Cultural Leonesa,1.83,3.6,4.2,https://redscores.com/pt-br/match/cultural-leonesa-ceuta/eBBxeJB
França - Ligue 2,16:45,Le Mans,Dunkerque,2.35,3.0,2.9,https://redscores.com/pt-br/match/dunkerque-le-mans/aKxFCb
Países Baixos - Eerste Divisie,16:00,Waalwijk,Jong Utrecht,1.66,4.2,4.33,https://redscores.com/pt-br/match/rkc-waalwijk-jong-utrecht/KGxfW
Países Baixos - Eerste Divisie,16:00,Roda Kerkrade,Venlo,1.8,3.9,4.1,https://redscores.com/pt-br/match/roda-jc-kerkrade-vvv-venlo/ntxaT
Países Baixos - Eerste Divisie,16:00,De Graafschap,Den Bosch,1.85,4.1,3.5,https://redscores.com/pt-br/match/de-graafschap-fc-den-bosch/sIxdT
Países Baixos - Eerste Divisie,16:00,Jong AZ,Almere City,,,,https://redscores.com/pt-br/match/almere-city-jong-az/pLxc0
Países Baixos - Eerste Divisie,16:00,Jong PSV,Helmond,2.25,3.9,2.75,https://redscores.com/pt-br/match/helmond-sport-jong-psv/kuxVY
Países Baixos - Eerste Divisie,16:00,Den Haag,Vitesse,1.42,5.0,6.0,https://redscores.com/pt-br/match/vitesse-ado-den-haag/QAxpj
Argentina - Superliga,17:00,Platense,Instituto,2.55,2.75,3.4,https://redscores.com/pt-br/match/platense-instituto/hubx8ub
Arábia Saudita - Pro League,12:20,Al Hazm,Damac,1.9,3.2,3.8,https://redscores.com/pt-br/match/al-hazm-damac/cXcxlXc
Arábia Saudita - Pro League,14:30,Al Ittihad,Al Akhdoud,1.14,7.0,13.0,https://redscores.com/pt-br/match/al-ittihad-al-akhdoud/zDxLQAA
Arábia Saudita - Pro League,14:30,Al Nassr,Al Taawoun,1.27,5.25,8.5,https://redscores.com/pt-br/match/al-taawoun-al-nassr/GTxCU
Austrália - A-League,03:40,Melbourne Victory,Sydney,2.1,3.7,3.2,https://redscores.com/pt-br/match/sydney-melbourne-victory/EcxVH
Croácia - 1. HNL,12:00,Gorica,Varaždin,2.87,3.0,2.3,https://redscores.com/pt-br/match/varazdin-gorica/8Bbxpfb
Israel - Ligat ha'Al,15:30,Maccabi Tel Aviv,Hapoel Tel Aviv,1.85,3.4,3.6,https://redscores.com/pt-br/match/maccabi-tel-aviv-hapoel-tel-aviv/ezxE2A
Portugal - Segunda Liga,15:00,União de Leiria,Sporting CP II,2.1,3.1,3.1,https://redscores.com/pt-br/match/uniao-de-leiria-sporting-cp-ii/8PAxjVA
Romênia - Liga 1,12:00,Otelul,Csikszereda,1.48,3.75,6.25,https://redscores.com/pt-br/match/otelul-csikszereda/fGxrXb
Romênia - Liga 1,15:00,UTA Arad,Rapid Bucuresti,2.8,3.2,2.35,https://redscores.com/pt-br/match/rapid-bucuresti-uta-arad/nCbx5ib
