liga,hora,home,away,link_confronto
Brasil - Serie A,16:00,Fortaleza,Sport Recife,https://redscores.com/pt-br/match/sport-recife-fortaleza/rtxl8
Brasil - Serie A,18:30,Vasco da Gama,Cruzeiro,https://redscores.com/pt-br/match/vasco-da-gama-cruzeiro/MFxi4
Brasil - Serie A,18:30,Juventude,Internacional,https://redscores.com/pt-br/match/juventude-internacional/Yxgw
Brasil - Serie A,21:00,Atlético Mineiro,Mirassol,https://redscores.com/pt-br/match/atletico-mineiro-mirassol/F5xm9b
EUA - Major League Soccer,17:30,Toronto,Inter Miami,https://redscores.com/pt-br/match/toronto-inter-miami/ZAx3IBA
EUA - Major League Soccer,20:30,New England,Atlanta United,https://redscores.com/pt-br/match/new-england-atlanta-united/PfxX8
EUA - Major League Soccer,20:30,DC United,Philadelphia Union,https://redscores.com/pt-br/match/dc-united-philadelphia-union/9bxPc
EUA - Major League Soccer,20:30,New York RB,New York City,https://redscores.com/pt-br/match/new-york-rb-new-york-city/Idxo8
EUA - Major League Soccer,20:30,Charlotte,CF Montréal,https://redscores.com/pt-br/match/cf-montreal-charlotte/HaAxH4eA
EUA - Major League Soccer,21:30,Nashville SC,Houston Dynamo,https://redscores.com/pt-br/match/houston-dynamo-nashville-sc/0DxAYT
EUA - Major League Soccer,21:30,Chicago Fire,Columbus Crew,https://redscores.com/pt-br/match/chicago-fire-columbus-crew/hAxoE
EUA - Major League Soccer,21:30,St. Louis City,Los Angeles FC,https://redscores.com/pt-br/match/los-angeles-fc-st-louis-city/0UTx7ZfA
EUA - Major League Soccer,22:30,Colorado Rapids,Minnesota United,https://redscores.com/pt-br/match/colorado-rapids-minnesota-united/6bxu8
EUA - Major League Soccer,22:30,Real Salt Lake,Austin,https://redscores.com/pt-br/match/real-salt-lake-austin/MIxXjDA
EUA - Major League Soccer,23:30,Portland Timbers,Dallas,https://redscores.com/pt-br/match/dallas-portland-timbers/rEx7E
EUA - Major League Soccer,23:30,Seattle Sounders,Vancouver Whitecaps,https://redscores.com/pt-br/match/vancouver-whitecaps-seattle-sounders/YcxnV
EUA - Major League Soccer,23:30,San Diego,SJ Earthquakes,https://redscores.com/pt-br/match/sj-earthquakes-san-diego/Vcx1cGA
EUA - Major League Soccer,23:30,LA Galaxy,Sporting KC,https://redscores.com/pt-br/match/sporting-kc-la-galaxy/jCxyd
Noruega - Eliteserien,13:00,Sarpsborg 08,Viking,https://redscores.com/pt-br/match/viking-sarpsborg-08/iCxTv
Suécia - Allsvenskan,10:00,Elfsborg,Degerfors,https://redscores.com/pt-br/match/elfsborg-degerfors/dkxeW
Suécia - Allsvenskan,12:30,Häcken,Norrköping,https://redscores.com/pt-br/match/hacken-norrkoping/rUxc8
Finlândia - Veikkausliiga,09:00,Gnistan,KuPS,https://redscores.com/pt-br/match/kups-gnistan/2EAxenb
Finlândia - Veikkausliiga,11:00,SJK,Inter Turku,https://redscores.com/pt-br/match/sjk-inter-turku/QGxJN
