liga,hora,home,away,link_confronto
Finlândia - Veikkausliiga,11:00,Oulu,KTP,https://redscores.com/pt-br/match/ktp-oulu/QgAxLqA
Argentina - Superliga,14:30,Aldosivi,Argentinos Juniors,https://redscores.com/pt-br/match/argentinos-juniors-aldosivi/t4x2Tb
Argentina - Superliga,14:30,Gimnasia La Plata,Rosario Central,https://redscores.com/pt-br/match/gimnasia-la-plata-rosario-central/VDxf4
Argentina - Superliga,16:45,San Lorenzo,Godoy Cruz,https://redscores.com/pt-br/match/san-lorenzo-godoy-cruz/qexD7b
Argentina - Superliga,19:00,Defensa y Justicia,Boca Juniors,https://redscores.com/pt-br/match/boca-juniors-defensa-y-justicia/tExWrb
Argentina - Superliga,21:15,Talleres Córdoba,Sarmiento,https://redscores.com/pt-br/match/sarmiento-talleres-cordoba/zubx5Ub
China - Super League,07:00,Changchun Yatai,Qingdao Hainiu,https://redscores.com/pt-br/match/changchun-yatai-qingdao-hainiu/63xj0c
Argentina - Primera B Nacional,13:05,San Telmo,Gimnasia Jujuy,https://redscores.com/pt-br/match/gimnasia-jujuy-san-telmo/NobxA5B
Argentina - Primera B Nacional,14:30,Nueva Chicago,Agropecuario,https://redscores.com/pt-br/match/nueva-chicago-agropecuario/aPBx11B
Argentina - Primera B Nacional,15:30,Los Andes,Ferro Carril Oeste,https://redscores.com/pt-br/match/ferro-carril-oeste-los-andes/f3AxcPgA
Argentina - Primera B Nacional,15:30,Talleres Remedios,Chaco For Ever,https://redscores.com/pt-br/match/talleres-remedios-chaco-for-ever/zCAx3ub
Argentina - Primera B Nacional,16:30,Defensores de Belgrano,Central Norte,https://redscores.com/pt-br/match/defensores-de-belgrano-central-norte/f0x5VB
Argentina - Primera B Nacional,17:30,Estudiantes Caseros,Colón,https://redscores.com/pt-br/match/colon-estudiantes-caseros/nBAxbvb
Argentina - Primera B Nacional,21:00,Deportivo Morón,Atletico Mitre,https://redscores.com/pt-br/match/atletico-mitre-deportivo-moron/b1BxE5B
Bolívia - Liga De Futbol Prof,16:00,Independiente Petrolero,Real Tomayapo,https://redscores.com/pt-br/match/independiente-petrolero-real-tomayapo/8tdAxDTdA
Bolívia - Liga De Futbol Prof,18:30,Aurora,Nacional Potosí,https://redscores.com/pt-br/match/nacional-potosi-aurora/NHbxH5B
Brasil - Serie B,20:30,Athletico PR,Operário PR,https://redscores.com/pt-br/match/athletico-pr-operario-pr/i5xE7B
Brasil - Serie C,17:00,Ponte Preta,Náutico,https://redscores.com/pt-br/match/ponte-preta-nautico/NBAxjiB
Brasil - Serie C,19:30,Brusque,Guarani,https://redscores.com/pt-br/match/guarani-brusque/g9xKvA
Colômbia - Liga BetPlay,16:00,Deportivo Pereira,Unión Magdalena,https://redscores.com/pt-br/match/deportivo-pereira-union-magdalena/MGbxfAB
Colômbia - Liga BetPlay,18:10,Alianza Petrolera,Llaneros,https://redscores.com/pt-br/match/alianza-petrolera-llaneros/LNBxMcc
Colômbia - Liga BetPlay,20:20,Deportes Tolima,Independiente Medellín,https://redscores.com/pt-br/match/independiente-medellin-deportes-tolima/NCxIWb
Colômbia - Liga BetPlay,22:30,Atlético Nacional,Millonarios,https://redscores.com/pt-br/match/atletico-nacional-millonarios/EyAxbdb
Coréia do Sul - K-League 1,02:00,Gangwon,Daejeon Citizen,https://redscores.com/pt-br/match/daejeon-citizen-gangwon/1PAxh7A
Coréia do Sul - K-League 1,04:30,Sangju Sangmu,Pohang Steelers,https://redscores.com/pt-br/match/pohang-steelers-sangju-sangmu/vmx7bA
Coréia do Sul - K-League 1,04:30,Daegu,Ulsan,https://redscores.com/pt-br/match/ulsan-daegu/wrAxa2A
Coréia do Sul - K-League 1,07:00,Seoul,Jeonbuk Motors,https://redscores.com/pt-br/match/seoul-jeonbuk-motors/AFxW3
Coréia do Sul - K League 2,02:00,Jeonnam Dragons,Bucheon 1995,https://redscores.com/pt-br/match/bucheon-1995-jeonnam-dragons/U8AxUeb
Coréia do Sul - K League 2,04:30,Chungnam Asan,Suwon Bluewings,https://redscores.com/pt-br/match/suwon-bluewings-chungnam-asan/YtxaYc
Coréia do Sul - K League 2,07:00,Cheongju,Cheonan City,https://redscores.com/pt-br/match/cheonan-city-cheongju/dYcxr5c
Equador - Liga Pro,16:00,Manta,Macará,https://redscores.com/pt-br/match/manta-macara/MfBxJkB
Equador - Liga Pro,18:30,El Nacional,Mushuc Runa,https://redscores.com/pt-br/match/el-nacional-mushuc-runa/3TxyTb
Equador - Liga Pro,21:00,Barcelona Guayaquil,Aucas,https://redscores.com/pt-br/match/barcelona-guayaquil-aucas/WDxcGb
Estônia - Meistriliiga,08:30,Harju Jalgpallikool,Vaprus,https://redscores.com/pt-br/match/vaprus-harju-jalgpallikool/1XxDzcA
Estônia - Meistriliiga,11:00,Trans,Paide,https://redscores.com/pt-br/match/paide-trans/buAxTVA
Inglaterra - National League,08:30,Boreham Wood,Woking,https://redscores.com/pt-br/match/woking-boreham-wood/rdxli
Inglaterra - National League,11:00,Braintree Town,Gateshead,https://redscores.com/pt-br/match/gateshead-braintree-town/JCxRH
Inglaterra - National League,11:00,Carlisle,Rochdale,https://redscores.com/pt-br/match/rochdale-carlisle-united/6BxMC
Inglaterra - National League,11:00,Hartlepool,Tamworth,https://redscores.com/pt-br/match/tamworth-hartlepool-united/VbxCC
Inglaterra - National League,11:00,Truro City,Morecambe,https://redscores.com/pt-br/match/truro-city-morecambe/fbxug
Inglaterra - National League,11:00,Wealdstone,Eastleigh,https://redscores.com/pt-br/match/eastleigh-wealdstone/NBxec
Inglaterra - National League,11:00,Southend United,Scunthorpe,https://redscores.com/pt-br/match/scunthorpe-united-southend-united/uAx2A
Inglaterra - National League,11:00,Sutton,Boston United,https://redscores.com/pt-br/match/boston-united-sutton-united/ABxBC
Inglaterra - National League,11:00,Halifax Town,Aldershot Town,https://redscores.com/pt-br/match/aldershot-town-halifax-town/FBxUf
Inglaterra - National League,11:00,Yeovil Town,Altrincham,https://redscores.com/pt-br/match/yeovil-town-altrincham/Icxdj
Inglaterra - National League,11:00,Solihull Moors,Brackley Town,https://redscores.com/pt-br/match/brackley-town-solihull-moors/khx3i
Inglaterra - National League,13:30,Forest Green,York City,https://redscores.com/pt-br/match/york-city-forest-green-rovers/PAx4b
Irlanda - Premier Division,15:45,Sligo Rovers,St Patrick's,https://redscores.com/pt-br/match/sligo-rovers-st-patrick-s/5hxuk
Islândia - Pepsideild,11:00,ÍA,KR,https://redscores.com/pt-br/match/ia-kr/YkxFkb
Islândia - Pepsideild,11:00,Vestri,ÍBV,https://redscores.com/pt-br/match/ibv-vestri/9GxmIb
Islândia - Pepsideild,11:00,FH,Breidablik,https://redscores.com/pt-br/match/breidablik-fh/k1AxZYb
Japão - J-League,04:00,Machida Zelvia,Fagiano Okayama,https://redscores.com/pt-br/match/fagiano-okayama-machida-zelvia/8RAxpob
Japão - J-League,05:00,Gamba Osaka,Albirex Niigata,https://redscores.com/pt-br/match/albirex-niigata-gamba-osaka/e8x27B
Japão - J-League,05:00,Nagoya Grampus,Kashima Antlers,https://redscores.com/pt-br/match/kashima-antlers-nagoya-grampus/p9xHKb
Japão - J-League,06:00,Tokyo Verdy,Urawa Reds,https://redscores.com/pt-br/match/urawa-reds-tokyo-verdy/scxDw
Japão - J-League,06:00,Avispa Fukuoka,Sanfrecce Hiroshima,https://redscores.com/pt-br/match/avispa-fukuoka-sanfrecce-hiroshima/HyxS7B
Japão - J-League,07:00,Vissel Kobe,Shimizu S-Pulse,https://redscores.com/pt-br/match/shimizu-s-pulse-vissel-kobe/B9xmbA
Japão - J2-League,02:00,Consadole Sapporo,Vegalta Sendai,https://redscores.com/pt-br/match/consadole-sapporo-vegalta-sendai/Awx9IB
Japão - J2-League,06:00,Montedio Yamagata,Renofa Yamaguchi,https://redscores.com/pt-br/match/renofa-yamaguchi-montedio-yamagata/u6BxF9B
Japão - J2-League,06:00,Iwaki,Ventforet Kofu,https://redscores.com/pt-br/match/ventforet-kofu-iwaki/iMxsjI
Japão - J2-League,06:00,JEF United,Roasso Kumamoto,https://redscores.com/pt-br/match/jef-united-roasso-kumamoto/0eAxSyc
Japão - J2-League,07:00,Imabari,Sagan Tosu,https://redscores.com/pt-br/match/sagan-tosu-imabari/OfxmIc
Japão - J2-League,07:00,Júbilo Iwata,Omiya Ardija,https://redscores.com/pt-br/match/omiya-ardija-jubilo-iwata/kCxUCb
Japão - J2-League,07:00,Oita Trinita,Ehime,https://redscores.com/pt-br/match/oita-trinita-ehime/V7Bxtyc
Lituânia - A Lyga,10:00,FA Šiauliai,Trakai,https://redscores.com/pt-br/match/trakai-fa-siauliai/BvAx2wbA
Noruega - Obos-Ligaen,09:00,Skeid,Åsane,https://redscores.com/pt-br/match/asane-skeid/ScAxEGB
Noruega - Obos-Ligaen,11:00,Egersund,Start,https://redscores.com/pt-br/match/start-egersund/0wxFZb
Paraguai - Division 1,17:00,Sportivo Luqueño,Cerro Porteño,https://redscores.com/pt-br/match/cerro-porteno-sportivo-luqueno/24xPpA
Paraguai - Division 1,19:30,Nacional Asunción,Libertad,https://redscores.com/pt-br/match/nacional-asuncion-libertad/B6xb7b
Peru - Primera Division,17:00,Comerciantes Unidos,Melgar,https://redscores.com/pt-br/match/melgar-comerciantes-unidos/MBx5hB
Peru - Primera Division,20:00,Universitario,Cusco FC,https://redscores.com/pt-br/match/universitario-cusco-fc/Agbx66b
Uruguai - Primera Division,15:30,Liverpool,Boston River,https://redscores.com/pt-br/match/liverpool-boston-river/aixyoA
Uruguai - Primera Division,18:00,Cerro Largo,Peñarol,https://redscores.com/pt-br/match/cerro-largo-penarol/NUxw3
Venezuela - Primera Division,18:00,Academia Puerto Cabello,Estudiantes Mérida,https://redscores.com/pt-br/match/estudiantes-merida-academia-puerto-cabello/FFbxGjc
Venezuela - Primera Division,18:00,Zamora Fútbol Club,Academia Anzoátegui,https://redscores.com/pt-br/match/zamora-futbol-club-academia-anzoategui/fqbxDEEA
Venezuela - Primera Division,18:00,UCV,Rayo Zuliano,https://redscores.com/pt-br/match/ucv-rayo-zuliano/YBcxl7DA
Venezuela - Primera Division,21:30,Metropolitanos,Portuguesa,https://redscores.com/pt-br/match/metropolitanos-portuguesa/mBBxhIc
