liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,12:00,Brentford,Burnley,1.45,4.5,7.0,https://redscores.com/pt-br/match/burnley-brentford/Nx2B
Inglaterra - Premier League,12:00,Man City,Leeds,1.25,6.25,11.0,https://redscores.com/pt-br/match/manchester-city-leeds-united/ExfA
Inglaterra - Premier League,12:00,Sunderland,Bournemouth,3.1,3.3,2.35,https://redscores.com/pt-br/match/sunderland-afc-bournemouth/Bx1
Inglaterra - Premier League,14:30,Everton,Newcastle,2.75,3.25,2.62,https://redscores.com/pt-br/match/everton-newcastle-united/Gxk
Inglaterra - Premier League,17:00,Tottenham,Fulham,2.25,3.3,3.25,https://redscores.com/pt-br/match/tottenham-hotspur-fulham/dxF
Espanha - La Liga,10:00,Mallorca,Osasuna,2.3,3.1,3.5,https://redscores.com/pt-br/match/osasuna-mallorca/qDxRf
Espanha - La Liga,12:15,Barcelona,Alavés,1.22,6.5,12.0,https://redscores.com/pt-br/match/fc-barcelona-deportivo-alaves/lAxyY
Espanha - La Liga,14:30,Levante,Athletic Club,3.3,3.3,2.25,https://redscores.com/pt-br/match/levante-athletic-club/U5xKrB
Espanha - La Liga,17:00,Atlético Madrid,R. Oviedo,1.22,6.0,17.0,https://redscores.com/pt-br/match/real-oviedo-atletico-madrid/qAxZeb
Alemanha - Bundesliga,11:30,Werder Bremen,FC Köln,2.25,3.8,2.9,https://redscores.com/pt-br/match/werder-bremen-fc-koln/KAxn3
Alemanha - Bundesliga,11:30,Hoffenheim,Augsburg,1.66,4.33,4.5,https://redscores.com/pt-br/match/fc-augsburg-tsg-hoffenheim/OAxvw
Alemanha - Bundesliga,11:30,Bayern,St. Pauli,1.1,10.0,21.0,https://redscores.com/pt-br/match/st-pauli-fc-bayern-munchen/YCxHe
Alemanha - Bundesliga,11:30,Union Berlin,Heidenheim,1.66,4.0,5.0,https://redscores.com/pt-br/match/fc-union-berlin-heidenheim/vIxMX
Alemanha - Bundesliga,14:30,Leverkusen,Dortmund,2.6,3.6,2.6,https://redscores.com/pt-br/match/borussia-dortmund-bayer-04-leverkusen/DAxN3
Itália - Serie A,11:00,Genoa,Hellas Verona,2.1,2.87,4.33,https://redscores.com/pt-br/match/genoa-hellas-verona/UAxMj
Itália - Serie A,11:00,Parma,Udinese,2.7,3.0,2.8,https://redscores.com/pt-br/match/udinese-parma/UCxqd
Itália - Serie A,14:00,Juventus,Cagliari,1.3,5.5,10.0,https://redscores.com/pt-br/match/cagliari-juventus/sExHf
Itália - Serie A,16:45,Milan,Lazio,1.61,3.8,5.75,https://redscores.com/pt-br/match/lazio-milan/Vx1A
França - Ligue 1,13:00,Monaco,PSG,5.25,4.5,1.57,https://redscores.com/pt-br/match/paris-saint-germain-monaco/vExjZA
França - Ligue 1,15:00,Paris,Auxerre,1.8,3.6,4.5,https://redscores.com/pt-br/match/auxerre-paris/l9x4gA
França - Ligue 1,17:05,Marseille,Toulouse,1.53,4.0,6.5,https://redscores.com/pt-br/match/olympique-marseille-toulouse/wxWc
Países Baixos - Eredivisie,12:30,Excelsior,NAC Breda,2.35,3.5,2.87,https://redscores.com/pt-br/match/nac-breda-excelsior/NfxCN
Países Baixos - Eredivisie,14:45,Fortuna Sittard,Heracles Almelo,2.1,3.5,3.4,https://redscores.com/pt-br/match/heracles-almelo-fortuna-sittard/aLx5L
Países Baixos - Eredivisie,17:00,Nijmegen,Sparta Rotterdam,1.61,4.33,4.75,https://redscores.com/pt-br/match/nec-nijmegen-sparta-rotterdam/dexcH
Portugal - Primeira Liga,12:30,Casa Pia,Alverca,2.4,3.1,3.1,https://redscores.com/pt-br/match/casa-pia-alverca/OEBx9tE
Portugal - Primeira Liga,12:30,Moreirense,Famalicão,3.4,3.25,2.15,https://redscores.com/pt-br/match/moreirense-famalicao/YIxZ0
Portugal - Primeira Liga,15:00,Nacional,Benfica,7.5,5.0,1.36,https://redscores.com/pt-br/match/benfica-nacional/5Exk3A
Portugal - Primeira Liga,17:30,Gil Vicente,Tondela,1.6,3.6,6.0,https://redscores.com/pt-br/match/gil-vicente-tondela/8Cxk6
Turquia - Super Lig,08:30,Rizespor,Kayserispor,1.9,3.75,3.6,https://redscores.com/pt-br/match/kayserispor-rizespor/QfxcI
Turquia - Super Lig,11:00,Gaziantep,Eyüpspor,1.85,3.5,4.1,https://redscores.com/pt-br/match/eyupspor-gaziantep-fk/11xwDA
Turquia - Super Lig,14:00,Kasımpaşa,Başakşehir,3.1,3.5,2.2,https://redscores.com/pt-br/match/kasimpasa-istanbul-basaksehir/rIxv9
Turquia - Super Lig,14:00,Trabzonspor,Konyaspor,1.65,3.8,5.0,https://redscores.com/pt-br/match/trabzonspor-konyaspor/IFxEV
Brasil - Serie A,16:00,Vitória,Mirassol,2.4,3.2,3.1,https://redscores.com/pt-br/match/vitoria-mirassol/m5xm9b
Brasil - Serie A,21:00,Ceará,Cruzeiro,,,,https://redscores.com/pt-br/match/cruzeiro-ceara/i4xkIB
Bélgica - Pro League,12:00,Dender,Westerlo,2.6,3.5,2.37,https://redscores.com/pt-br/match/westerlo-dender/1Cx6w
Bélgica - Pro League,14:15,Zulte-Waregem,Cercle Brugge,2.5,3.5,2.5,https://redscores.com/pt-br/match/zulte-waregem-cercle-brugge/kjxjV
Bélgica - Pro League,16:45,Charleroi,La Louvière,1.8,3.25,4.33,https://redscores.com/pt-br/match/sporting-charleroi-la-louviere/ZIxgzA
Escócia - Premiership,12:00,Dundee,St. Mirren,3.5,3.3,2.1,https://redscores.com/pt-br/match/dundee-st-mirren/ucxee
Escócia - Premiership,12:00,Motherwell,Hearts,3.6,3.4,2.05,https://redscores.com/pt-br/match/motherwell-hearts/cCxEC
Escócia - Premiership,12:00,Kilmarnock,Dundee United,,,,https://redscores.com/pt-br/match/kilmarnock-dundee-united/7bxtc
Escócia - Premiership,12:00,Livingston,Aberdeen,,,,https://redscores.com/pt-br/match/livingston-aberdeen/hcxOc
Escócia - Premiership,12:00,Rangers,Falkirk,,,,https://redscores.com/pt-br/match/rangers-falkirk/AAxtg
Escócia - Premiership,12:00,Hibernian,Celtic,,,,https://redscores.com/pt-br/match/celtic-hibernian/2xCA
Escócia - Premiership,14:45,Kilmarnock,Dundee United,2.62,3.3,2.6,https://redscores.com/pt-br/match/kilmarnock-dundee-united/7bxtc
Inglaterra - Championship,09:30,Portsmouth,Bristol City,2.8,3.4,2.5,https://redscores.com/pt-br/match/portsmouth-bristol-city/Cxab
Inglaterra - Championship,09:30,Stoke,Hull,1.65,3.8,5.25,https://redscores.com/pt-br/match/hull-city-stoke-city/lxn
Inglaterra - Championship,09:30,Leicester,Sheffield Utd,2.35,3.3,3.1,https://redscores.com/pt-br/match/sheffield-united-leicester-city/Kxv
Inglaterra - Championship,12:00,Middlesbrough,Derby,1.8,3.5,4.75,https://redscores.com/pt-br/match/middlesbrough-derby-county/Dxm
Inglaterra - Championship,12:00,Norwich,QPR,2.55,3.4,2.8,https://redscores.com/pt-br/match/norwich-city-queens-park-rangers/Qxy
Inglaterra - Championship,12:00,Sheffield Wed,Preston,3.4,3.25,2.2,https://redscores.com/pt-br/match/sheffield-wednesday-preston-north-end/5xtA
Inglaterra - Championship,12:00,Wrexham,Blackburn,2.4,3.3,3.0,https://redscores.com/pt-br/match/blackburn-rovers-wrexham/bxTc
Inglaterra - Championship,12:00,Coventry,Charlton,1.42,4.33,8.0,https://redscores.com/pt-br/match/charlton-athletic-coventry-city/cx5A
Inglaterra - Championship,12:00,Millwall,Southampton,3.0,3.5,2.3,https://redscores.com/pt-br/match/millwall-southampton/BAxcA
Inglaterra - Championship,12:00,West Brom,Swansea,1.8,3.5,4.75,https://redscores.com/pt-br/match/west-bromwich-albion-swansea-city/fxp
Inglaterra - League One,09:30,Stockport County,Barnsley,1.95,3.5,3.6,https://redscores.com/pt-br/match/barnsley-stockport-county/3xCc
Inglaterra - League One,09:30,Blackpool,Reading,2.55,3.4,2.62,https://redscores.com/pt-br/match/reading-blackpool/Lxo
Inglaterra - League One,12:00,Huddersfield,Wimbledon,1.72,3.4,5.0,https://redscores.com/pt-br/match/huddersfield-town-afc-wimbledon/Dcx6c
Inglaterra - League One,12:00,Luton,Bolton,2.5,3.4,2.62,https://redscores.com/pt-br/match/bolton-wanderers-luton-town/ix3A
Inglaterra - League One,12:00,Cardiff,Mansfield,1.83,3.6,4.1,https://redscores.com/pt-br/match/cardiff-city-mansfield-town/eAxvB
Inglaterra - League One,12:00,Rotherham,Wycombe,4.2,3.4,1.85,https://redscores.com/pt-br/match/rotherham-united-wycombe-wanderers/ibxaB
Inglaterra - League One,12:00,Wigan,Stevenage,2.15,3.1,3.5,https://redscores.com/pt-br/match/wigan-athletic-stevenage/IxVd
Inglaterra - League One,12:00,Bradford City,Exeter,1.7,3.6,5.0,https://redscores.com/pt-br/match/bradford-city-exeter-city/HbxbB
Inglaterra - League One,12:00,Burton,Leyton Orient,2.7,3.3,2.5,https://redscores.com/pt-br/match/burton-albion-leyton-orient/obxZc
