liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - League One,16:00,Exeter,Plymouth,2.87,3.4,2.3,https://redscores.com/pt-br/match/plymouth-argyle-exeter-city/zAxbB
México - Liga MX,00:00,Atlas,León,2.7,3.6,2.5,https://redscores.com/pt-br/match/atlas-leon/EFxT4b
México - Liga MX,00:00,Tijuana,Toluca,3.1,3.6,2.15,https://redscores.com/pt-br/match/toluca-tijuana/1HxV7b
México - Liga MX,00:05,Pumas UNAM,Atlético San Luis,1.83,3.75,4.1,https://redscores.com/pt-br/match/pumas-unam-atletico-san-luis/azxofc
Arábia Saudita - Pro League,11:55,Al Riyadh,Al Kholood,2.6,3.5,2.6,https://redscores.com/pt-br/match/al-riyadh-al-kholood/HXcxOQAA
Arábia Saudita - Pro League,12:00,Al Feiha,Al Taawoun,2.62,3.25,2.62,https://redscores.com/pt-br/match/al-taawoun-al-feiha/GTxrXc
Arábia Saudita - Pro League,15:00,Al Najma,Al Ahli,10.0,7.5,1.2,https://redscores.com/pt-br/match/al-ahli-al-najma/nubx0jB
Dinamarca - First Division,13:30,Hvidovre,HB Køge,1.72,3.6,4.5,https://redscores.com/pt-br/match/hb-koge-hvidovre/91Ax5Jb
Lituânia - A Lyga,12:30,Hegelmann Litauen,Džiugas Telšiai,1.66,3.1,5.0,https://redscores.com/pt-br/match/dziugas-telsiai-hegelmann-litauen/10xhBB
Lituânia - A Lyga,13:00,Sūduva,Dainava,1.5,3.5,6.25,https://redscores.com/pt-br/match/suduva-dainava/lRAxdmb
Peru - Primera Division,22:00,Sporting Cristal,Universitario,3.1,3.2,2.3,https://redscores.com/pt-br/match/universitario-sporting-cristal/Agbxy1b
