data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-11,Inglaterra - Premier League,16:00,Tottenham,Leeds,1.8,3.9,4.2,https://redscores.com/pt-br/match/tottenham-hotspur-leeds-united/dxfA
2026-05-11,Espanha - La Liga,16:00,Rayo Vallecano,Girona,2.5,3.2,3.0,https://redscores.com/pt-br/match/girona-rayo-vallecano/YBxFd
2026-05-11,Itália - Serie A,15:45,Napoli,Bologna,1.55,4.2,5.75,https://redscores.com/pt-br/match/napoli-bologna/YExrIb
2026-05-11,Portugal - Primeira Liga,16:15,Santa Clara,Nacional,2.25,3.3,3.2,https://redscores.com/pt-br/match/santa-clara-nacional/CVxk3A
2026-05-11,Portugal - Primeira Liga,16:15,Benfica,Braga,1.42,4.5,7.0,https://redscores.com/pt-br/match/benfica-sporting-braga/5Exph
2026-05-11,Portugal - Primeira Liga,16:15,Rio Ave,Sporting,12.0,5.75,1.22,https://redscores.com/pt-br/match/sporting-cp-rio-ave/7xQVA
2026-05-11,Portugal - Primeira Liga,16:15,Estrela Amadora,Famalicão,3.7,3.6,1.95,https://redscores.com/pt-br/match/famalicao-estrela-amadora/Z0xGiB
2026-05-11,Portugal - Primeira Liga,16:15,Tondela,Moreirense,1.9,3.4,4.1,https://redscores.com/pt-br/match/moreirense-tondela/YIxk6
2026-05-11,Portugal - Primeira Liga,16:15,Gil Vicente,Arouca,1.7,3.8,4.75,https://redscores.com/pt-br/match/gil-vicente-arouca/8CxCdA
2026-05-11,Portugal - Primeira Liga,16:15,Guimaraes,Casa Pia,1.7,3.8,4.5,https://redscores.com/pt-br/match/vitoria-sc-casa-pia/SGxOEB
2026-05-11,Inglaterra - Championship,16:00,Millwall,Hull,1.75,3.75,4.33,https://redscores.com/pt-br/match/hull-city-millwall/lxBA
2026-05-11,Espanha - La Liga 2,15:30,Huesca,R. Sociedad II,1.9,3.7,3.75,https://redscores.com/pt-br/match/huesca-real-sociedad-ii/pcxjsb
2026-05-11,Dinamarca - Superliga,14:00,Randers,OB,,,,https://redscores.com/pt-br/match/ob-randers/kOxtt
2026-05-11,Suécia - Allsvenskan,14:00,Sirius,Örgryte,1.27,6.25,9.0,https://redscores.com/pt-br/match/orgryte-sirius/upx4V
2026-05-11,Arábia Saudita - Pro League,13:50,Al Suqoor,Al Shabab,,,,https://redscores.com/pt-br/match/al-shabab-al-suqoor/JKcxuXc
2026-05-11,Arábia Saudita - Pro League,15:00,Al Taawoun,Al Ahli,3.8,3.5,1.75,https://redscores.com/pt-br/match/al-taawoun-al-ahli/GTxnub
2026-05-11,Argentina - Primera B Nacional,19:00,Ferro Carril Oeste,Defensores de Belgrano,2.0,2.8,4.75,https://redscores.com/pt-br/match/defensores-de-belgrano-ferro-carril-oeste/f0xf3A
2026-05-11,Argentina - Primera B Nacional,19:30,Nueva Chicago,Almagro,1.9,3.0,5.0,https://redscores.com/pt-br/match/nueva-chicago-almagro/aPBx34B
2026-05-11,Bolívia - Liga De Futbol Prof,16:00,ABB,Oriente Petrolero,1.9,3.9,3.3,https://redscores.com/pt-br/match/oriente-petrolero-abb/AGbxyseA
2026-05-11,Brasil - Serie C,20:00,Inter de Limeira,Santa Cruz,,,,https://redscores.com/pt-br/match/inter-de-limeira-santa-cruz/0PAxwLe
2026-05-11,Brasil - Serie C,20:00,Maringá,Guarani,,,,https://redscores.com/pt-br/match/guarani-maringa/g9xpIB
2026-05-11,Equador - Liga Pro,21:00,Mushuc Runa,LDU Quito,2.7,3.2,2.45,https://redscores.com/pt-br/match/mushuc-runa-ldu-quito/yTbxV3b
2026-05-11,Noruega - Obos-Ligaen,14:00,Egersund,Odd,2.2,3.6,2.7,https://redscores.com/pt-br/match/odd-egersund/HHxFZb
2026-05-11,Paraguai - Division 1,17:45,Sportivo Ameliano,Deportivo Recoleta,2.05,3.1,3.25,https://redscores.com/pt-br/match/deportivo-recoleta-sportivo-ameliano/Z4bAx04bA
2026-05-11,Paraguai - Division 1,20:00,Cerro Porteño,Guaraní,,,,https://redscores.com/pt-br/match/cerro-porteno-guarani/24xZFc
2026-05-11,Peru - Primera Division,15:00,Deportivo Garcilaso,Alianza Atlético,1.7,3.4,5.25,https://redscores.com/pt-br/match/alianza-atletico-deportivo-garcilaso/j6BxChc
2026-05-11,Peru - Primera Division,22:30,Sport Boys,Universitario,3.8,3.4,1.9,https://redscores.com/pt-br/match/universitario-sport-boys/Agbxogc
2026-05-11,Polônia - Ekstraklasa,14:00,Cracovia Kraków,Radomiak Radom,1.95,3.2,3.8,https://redscores.com/pt-br/match/cracovia-krakow-radomiak-radom/qIxJ1
2026-05-11,Romênia - Liga 1,12:00,Metaloglobus,Hermannstadt,6.5,4.1,1.44,https://redscores.com/pt-br/match/metaloglobus-hermannstadt/9eBx2LB
2026-05-11,Romênia - Liga 1,15:00,FCSB,Unirea Slobozia,1.2,6.25,9.5,https://redscores.com/pt-br/match/fcsb-unirea-slobozia/o5xJFb
2026-05-11,Uruguai - Primera Division,17:00,Deportivo Maldonado,Boston River,1.8,3.2,4.0,https://redscores.com/pt-br/match/boston-river-deportivo-maldonado/yoAxyBb
2026-05-11,Uruguai - Primera Division,20:30,Cerro Largo,Peñarol,4.75,3.5,1.61,https://redscores.com/pt-br/match/cerro-largo-penarol/NUxw3
