data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-12,Espanha - La Liga,14:00,Celta Vigo,Levante,1.8,3.9,4.33,https://redscores.com/pt-br/match/celta-de-vigo-levante/sxU5
2026-05-12,Espanha - La Liga,15:00,Betis,Elche,1.61,4.0,5.5,https://redscores.com/pt-br/match/real-betis-elche/7DxAj
2026-05-12,Espanha - La Liga,16:30,Osasuna,Atlético Madrid,2.4,3.5,2.87,https://redscores.com/pt-br/match/osasuna-atletico-madrid/qDxZeb
2026-05-12,Escócia - Premiership,15:45,Aberdeen,St. Mirren,2.2,3.5,3.1,https://redscores.com/pt-br/match/aberdeen-st-mirren/Ocxee
2026-05-12,Escócia - Premiership,15:45,Kilmarnock,Dundee,1.9,3.6,3.8,https://redscores.com/pt-br/match/kilmarnock-dundee/7bxuc
2026-05-12,Escócia - Premiership,15:45,Dundee United,Livingston,1.72,4.0,4.33,https://redscores.com/pt-br/match/livingston-dundee-united/hcxtc
2026-05-12,Inglaterra - Championship,16:00,Southampton,Middlesbrough,2.37,3.4,2.87,https://redscores.com/pt-br/match/middlesbrough-southampton/DxcA
2026-05-12,Itália - Serie B,13:45,Modena,Juve Stabia,2.15,3.2,3.5,https://redscores.com/pt-br/match/modena-juve-stabia/mix31A
2026-05-12,Itália - Serie B,16:00,Catanzaro,Avellino,2.1,3.3,3.5,https://redscores.com/pt-br/match/avellino-catanzaro/j1AxOab
2026-05-12,França - Ligue 2,15:30,Red Star,Rodez,,,,https://redscores.com/pt-br/match/red-star-rodez/XIxJpb
2026-05-12,Suíça - Super League,15:30,Luzern,Zürich,1.5,4.75,5.25,https://redscores.com/pt-br/match/zurich-luzern/LdxUZ
2026-05-12,Suíça - Super League,15:30,Servette,Lausanne Sport,1.83,3.9,3.8,https://redscores.com/pt-br/match/servette-lausanne-sport/jqxTt
2026-05-12,Suíça - Super League,15:30,Grasshopper,Winterthur,1.8,3.9,3.9,https://redscores.com/pt-br/match/grasshopper-winterthur/9XxY6
2026-05-12,Argentina - Superliga,21:00,Rosario Central,Racing Club,2.35,3.0,3.3,https://redscores.com/pt-br/match/rosario-central-racing-club/f4xE8
2026-05-12,Argentina - Superliga,21:00,Belgrano,Unión Santa Fe,2.4,3.0,3.25,https://redscores.com/pt-br/match/belgrano-union-santa-fe/7ZAxp6A
2026-05-12,Argentina - Superliga,21:00,Argentinos Juniors,Huracán,1.8,3.1,5.5,https://redscores.com/pt-br/match/huracan-argentinos-juniors/o0xt4
2026-05-12,México - Liga MX,21:00,Cruz Azul,Guadalajara,,,,https://redscores.com/pt-br/match/guadalajara-cruz-azul/aDxBV
2026-05-12,México - Liga MX,21:00,Pachuca,Pumas UNAM,,,,https://redscores.com/pt-br/match/pumas-unam-pachuca/azxqvb
2026-05-12,Grécia - Super League,13:00,Asteras Tripolis,Panserraikos,1.75,3.25,4.75,https://redscores.com/pt-br/match/asteras-tripolis-panserraikos/dYxb7A
2026-05-12,Grécia - Super League,13:00,Kifisia,Atromitos,2.2,3.0,3.4,https://redscores.com/pt-br/match/atromitos-kifisia/oTbxCPD
2026-05-12,Grécia - Super League,13:00,Panaitolikos,Larissa,2.3,3.1,3.1,https://redscores.com/pt-br/match/panaitolikos-larissa/pBx1I
2026-05-12,África do Sul - Premier League,14:30,TS Galaxy,Mamelodi Sundowns,8.0,4.0,1.33,https://redscores.com/pt-br/match/mamelodi-sundowns-ts-galaxy/WzAxjoaA
2026-05-12,Arábia Saudita - Pro League,13:20,Al Kholood,Al Akhdoud,1.55,3.9,5.0,https://redscores.com/pt-br/match/al-akhdoud-al-kholood/LQAAxOQAA
2026-05-12,Arábia Saudita - Pro League,15:00,Al Nassr,Al Hilal,2.2,3.5,2.6,https://redscores.com/pt-br/match/al-nassr-al-hilal/CUx62A
2026-05-12,Argélia - Ligue 1,15:00,USM Alger,Mostaganem,,,,https://redscores.com/pt-br/match/usm-alger-mostaganem/8CbxkKc
2026-05-12,Argélia - Ligue 1,16:00,JS Saoura,CR Belouizdad,2.3,2.75,3.2,https://redscores.com/pt-br/match/cr-belouizdad-js-saoura/yZAxgKc
2026-05-12,Argentina - Primera B Nacional,21:10,San Martín Tucumán,Gimnasia Jujuy,2.15,2.7,4.33,https://redscores.com/pt-br/match/gimnasia-jujuy-san-martin-tucuman/Nobxpub
2026-05-12,Bolívia - Liga De Futbol Prof,16:00,San Antonio Bulo Bulo,Universitario de Vinto,,,,https://redscores.com/pt-br/match/san-antonio-bulo-bulo-universitario-de-vinto/sSeAxvSeA
2026-05-12,Bolívia - Liga De Futbol Prof,19:00,Gualberto Villarroel SJ,Real Tomayapo,,,,https://redscores.com/pt-br/match/real-tomayapo-gualberto-villarroel-sj/DTdAxwUFA
2026-05-12,Bolívia - Liga De Futbol Prof,21:00,Aurora,Real Oruro,,,,https://redscores.com/pt-br/match/aurora-real-oruro/H5BxmGfA
2026-05-12,Brasil - Serie B,19:30,Londrina,São Bernardo,2.3,2.87,3.7,https://redscores.com/pt-br/match/sao-bernardo-londrina/3UAxPob
2026-05-12,Bulgária - Parva Liga,11:45,Cherno More,Lokomotiv Plovdiv,1.95,3.3,4.0,https://redscores.com/pt-br/match/lokomotiv-plovdiv-cherno-more/mCxU5A
2026-05-12,Bulgária - Parva Liga,14:15,Botev Plovdiv,Arda,2.0,3.0,4.2,https://redscores.com/pt-br/match/botev-plovdiv-arda/oHxvOD
2026-05-12,Colômbia - Liga BetPlay,20:20,Atlético Nacional,La Equidad,1.42,4.33,7.5,https://redscores.com/pt-br/match/atletico-nacional-la-equidad/EyAxEUb
2026-05-12,Colômbia - Liga BetPlay,22:30,Santa Fe,América de Cali,2.15,3.2,3.4,https://redscores.com/pt-br/match/america-de-cali-santa-fe/7ObxAlB
