liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,11:00,Wolves,Newcastle,4.33,3.8,1.75,https://redscores.com/pt-br/match/newcastle-united-wolverhampton-wanderers/kxO
Inglaterra - Premier League,13:30,Aston Villa,Everton,1.65,3.9,5.25,https://redscores.com/pt-br/match/everton-aston-villa/GxH
Espanha - La Liga,10:00,Getafe,Valencia,2.7,2.7,3.25,https://redscores.com/pt-br/match/getafe-valencia/WAxPB
Espanha - La Liga,12:15,Atlético Madrid,Alavés,1.36,5.0,9.0,https://redscores.com/pt-br/match/deportivo-alaves-atletico-madrid/yYxZeb
Espanha - La Liga,14:30,Celta Vigo,Rayo Vallecano,1.95,3.25,4.33,https://redscores.com/pt-br/match/celta-de-vigo-rayo-vallecano/sxFd
Espanha - La Liga,17:00,Real Sociedad,Barcelona,5.0,4.5,1.57,https://redscores.com/pt-br/match/fc-barcelona-real-sociedad/lAxWE
Alemanha - Bundesliga,11:30,Stuttgart,Union Berlin,1.7,3.8,4.75,https://redscores.com/pt-br/match/fc-union-berlin-vfb-stuttgart/vIxM3
Alemanha - Bundesliga,13:30,Augsburg,Freiburg,2.87,3.3,2.5,https://redscores.com/pt-br/match/fc-augsburg-sc-freiburg/OAxC7
Itália - Serie A,08:30,Parma,Genoa,2.9,2.7,2.9,https://redscores.com/pt-br/match/genoa-parma/UAxqd
Itália - Serie A,11:00,Bologna,Fiorentina,2.25,3.3,3.3,https://redscores.com/pt-br/match/fiorentina-bologna/YAxrIb
Itália - Serie A,14:00,Torino,Roma,4.1,3.1,2.05,https://redscores.com/pt-br/match/roma-torino/SxBf
Itália - Serie A,16:45,Milan,Lecce,1.28,5.0,13.0,https://redscores.com/pt-br/match/milan-lecce/1AxVCb
França - Ligue 1,11:00,Strasbourg,Metz,1.45,4.75,7.0,https://redscores.com/pt-br/match/strasbourg-metz/HFxs6
França - Ligue 1,13:15,Rennes,Le Havre,1.61,4.0,5.25,https://redscores.com/pt-br/match/rennes-le-havre/zExjI
França - Ligue 1,13:15,Nantes,Paris,2.9,3.2,2.5,https://redscores.com/pt-br/match/nantes-paris/8x4gA
França - Ligue 1,16:45,Lyon,Brest,1.65,4.0,5.25,https://redscores.com/pt-br/match/olympique-lyonnais-brest/jAxlc
Países Baixos - Eredivisie,08:15,Heerenveen,Groningen,2.15,3.4,3.4,https://redscores.com/pt-br/match/sc-heerenveen-fc-groningen/iIxNt
Países Baixos - Eredivisie,10:30,FC Volendam,Utrecht,4.2,3.75,1.8,https://redscores.com/pt-br/match/fc-utrecht-fc-volendam/jgxIT
Países Baixos - Eredivisie,10:30,Heracles Almelo,Twente,5.5,4.5,1.55,https://redscores.com/pt-br/match/fc-twente-heracles-almelo/wExaL
Países Baixos - Eredivisie,12:45,Feyenoord,Sparta Rotterdam,1.36,5.25,8.5,https://redscores.com/pt-br/match/feyenoord-sparta-rotterdam/gAxcH
Portugal - Primeira Liga,12:30,Santa Clara,Famalicão,2.8,3.0,2.7,https://redscores.com/pt-br/match/santa-clara-famalicao/CVxZ0
Portugal - Primeira Liga,15:00,Tondela,Braga,6.0,3.75,1.57,https://redscores.com/pt-br/match/sporting-braga-tondela/phxk6
Portugal - Primeira Liga,17:30,Guimaraes,Porto,7.0,4.1,1.48,https://redscores.com/pt-br/match/porto-vitoria-sc/vfxSG
Turquia - Super Lig,08:30,Kasımpaşa,Antalyaspor,2.2,3.2,3.4,https://redscores.com/pt-br/match/antalyaspor-kasimpasa/kAxrI
Turquia - Super Lig,11:00,Gençlerbirliği,Samsunspor,3.1,3.2,2.37,https://redscores.com/pt-br/match/genclerbirligi-samsunspor/vcxCX
Turquia - Super Lig,11:00,Kocaelispor,Trabzonspor,2.55,3.3,2.7,https://redscores.com/pt-br/match/trabzonspor-kocaelispor/IFxGwB
Turquia - Super Lig,14:00,Alanyaspor,Fenerbahçe,5.75,4.0,1.55,https://redscores.com/pt-br/match/fenerbahce-alanyaspor/NAxvC
Bélgica - Pro League,09:30,Gent,Anderlecht,3.1,3.25,2.2,https://redscores.com/pt-br/match/gent-anderlecht/LTx3U
Bélgica - Pro League,12:00,Dender,Antwerp,3.1,3.1,2.3,https://redscores.com/pt-br/match/antwerp-dender/LCx6w
Bélgica - Pro League,14:30,Charleroi,St. Liège,1.75,3.3,4.75,https://redscores.com/pt-br/match/standard-liege-sporting-charleroi/OFxZI
Bélgica - Pro League,15:15,St. Truiden,OH Leuven,1.72,3.5,4.33,https://redscores.com/pt-br/match/sint-truiden-oh-leuven/ZCx5P
Espanha - La Liga 2,10:00,Mirandés,FC Andorra,2.6,3.25,2.7,https://redscores.com/pt-br/match/mirandes-fc-andorra/h2Axq9bA
Espanha - La Liga 2,12:15,Racing Santander,Las Palmas,2.35,3.2,3.0,https://redscores.com/pt-br/match/las-palmas-racing-santander/3yx7tb
Espanha - La Liga 2,14:30,Burgos,Huesca,2.1,2.9,4.0,https://redscores.com/pt-br/match/huesca-burgos/pcxEHb
Espanha - La Liga 2,14:30,Albacete,Cádiz,2.2,3.4,3.25,https://redscores.com/pt-br/match/albacete-cadiz/70x5ZA
Espanha - La Liga 2,17:00,Córdoba,Málaga,1.85,3.5,4.1,https://redscores.com/pt-br/match/malaga-cordoba/cbxiH
Itália - Serie B,11:00,Pescara,Modena,4.5,3.75,1.72,https://redscores.com/pt-br/match/modena-pescara/mixAl
Itália - Serie B,13:15,Palermo,Spezia,1.7,3.7,5.0,https://redscores.com/pt-br/match/spezia-palermo/uCx6J
Alemanha - 2. Bundesliga,09:30,Kaiserslautern,Hannover,3.2,3.5,2.15,https://redscores.com/pt-br/match/kaiserslautern-hannover-96/1nx2U
Alemanha - 2. Bundesliga,09:30,Kiel,Paderborn,2.75,3.5,2.4,https://redscores.com/pt-br/match/paderborn-holstein-kiel/JVxg8
Alemanha - 2. Bundesliga,09:30,Bochum,Darmstadt,2.5,3.4,2.7,https://redscores.com/pt-br/match/darmstadt-98-vfl-bochum-1848/4DxLi
Países Baixos - Eerste Divisie,08:15,Den Bosch,Maastricht,1.57,4.2,5.25,https://redscores.com/pt-br/match/mvv-maastricht-fc-den-bosch/LoxdT
Países Baixos - Eerste Divisie,10:30,Almere City,De Graafschap,2.15,3.9,2.9,https://redscores.com/pt-br/match/de-graafschap-almere-city/sIxpL
Países Baixos - Eerste Divisie,10:30,Waalwijk,Dordrecht,1.61,4.2,4.75,https://redscores.com/pt-br/match/rkc-waalwijk-fc-dordrecht/KGxOG
Países Baixos - Eerste Divisie,12:45,Eindhoven,Willem II,3.0,3.5,2.25,https://redscores.com/pt-br/match/fc-eindhoven-willem-ii/HCx8f
Suíça - Super League,10:00,Servette,Zürich,1.8,3.6,4.33,https://redscores.com/pt-br/match/zurich-servette/Ldxjq
Suíça - Super League,12:30,Basel,Sion,1.75,3.9,4.33,https://redscores.com/pt-br/match/sion-basel/RDxUD
Suíça - Super League,12:30,Grasshopper,Thun,3.4,3.4,2.1,https://redscores.com/pt-br/match/grasshopper-thun/9XxU1b
México - Liga MX,00:00,Tijuana,Atlético San Luis,2.0,3.6,3.5,https://redscores.com/pt-br/match/tijuana-atletico-san-luis/V7bxofc
México - Liga MX,00:00,Cruz Azul,Puebla,1.6,4.2,5.0,https://redscores.com/pt-br/match/cruz-azul-puebla/BVxdbA
México - Liga MX,15:00,Pumas UNAM,León,1.9,3.7,3.8,https://redscores.com/pt-br/match/pumas-unam-leon/azxT4b
México - Liga MX,20:00,Santos Laguna,Juárez,2.87,3.4,2.45,https://redscores.com/pt-br/match/santos-laguna-juarez/tXx1vA
México - Liga MX,22:00,Pachuca,América,3.3,3.4,2.2,https://redscores.com/pt-br/match/america-pachuca/Bwxqvb
Grécia - Super League,12:00,Larissa,Aris,3.9,3.0,2.15,https://redscores.com/pt-br/match/larissa-aris/1IxNTb
Grécia - Super League,14:00,PAOK,OFI,1.14,9.0,13.0,https://redscores.com/pt-br/match/ofi-paok/6AxTf
Grécia - Super League,16:00,AEK Athens,Panathinaikos,2.0,3.4,3.7,https://redscores.com/pt-br/match/panathinaikos-aek-athens/6xzg
Albânia - Superliga,13:00,Egnatia Rrogozhinë,AF Elbasani,2.15,3.0,3.25,https://redscores.com/pt-br/match/egnatia-rrogozhine-af-elbasani/cbIx5LfA
Albânia - Superliga,13:00,Flamurtari,Bylis Ballsh,2.0,3.25,3.2,https://redscores.com/pt-br/match/flamurtari-bylis-ballsh/lmAxQmA
Alemanha - 3. Liga,09:30,Stuttgart II,MSV Duisburg,2.37,3.3,2.55,https://redscores.com/pt-br/match/stuttgart-ii-msv-duisburg/vLxm3
Alemanha - 3. Liga,12:30,Schweinfurt,Viktoria Köln,4.33,3.4,1.66,https://redscores.com/pt-br/match/viktoria-koln-schweinfurt/IXxQ8
Alemanha - 3. Liga,15:30,Havelse,Hoffenheim II,3.9,3.75,1.66,https://redscores.com/pt-br/match/hoffenheim-ii-havelse/Hrx76
Arábia Saudita - Pro League,12:15,Al Hazm,Al Quadisiya,5.5,4.0,1.45,https://redscores.com/pt-br/match/al-quadisiya-al-hazm/tPBxcXc
Arábia Saudita - Pro League,14:30,Al Suqoor,Al Hilal,6.0,4.1,1.42,https://redscores.com/pt-br/match/al-hilal-al-suqoor/62AxuXc
Arábia Saudita - Pro League,14:30,Al Riyadh,Al Taawoun,3.5,3.3,1.9,https://redscores.com/pt-br/match/al-taawoun-al-riyadh/GTxHXc
Austrália - A-League,03:00,Sydney,Wellington Phoenix,1.57,4.5,5.0,https://redscores.com/pt-br/match/sydney-wellington-phoenix/Ecxtp
Bélgica - First Division B,12:00,Beerschot,Olympic Charleroi,,,,https://redscores.com/pt-br/match/beerschot-wilrijk-olympic-charleroi/2TxE4A
Bélgica - First Division B,12:00,Club Brugge II,Lokeren-Temse,3.2,3.3,1.95,https://redscores.com/pt-br/match/club-brugge-ii-lokeren-temse/RcbAxFqCA
Colômbia - Liga BetPlay,16:00,Deportivo Pasto,Independiente Medellín,4.2,3.3,1.9,https://redscores.com/pt-br/match/independiente-medellin-deportivo-pasto/NCxlNB
Colômbia - Liga BetPlay,18:10,Jaguares de Córdoba,Deportivo Cali,2.87,3.4,2.35,https://redscores.com/pt-br/match/deportivo-cali-jaguares-de-cordoba/b6xwKB
Colômbia - Liga BetPlay,20:20,Junior FC,Deportes Tolima,2.25,3.0,3.5,https://redscores.com/pt-br/match/junior-fc-deportes-tolima/WCbxIWb
Colômbia - Liga BetPlay,22:30,Santa Fe,Rionegro Águilas,1.9,3.3,4.1,https://redscores.com/pt-br/match/rionegro-aguilas-santa-fe/ZbxAlB
Israel - Ligat ha'Al,15:30,Maccabi Haifa,Maccabi Tel Aviv,2.62,3.5,2.25,https://redscores.com/pt-br/match/maccabi-haifa-maccabi-tel-aviv/lExez
Portugal - Segunda Liga,11:00,Lusitania FC Lourosa,Marítimo,3.5,3.1,1.95,https://redscores.com/pt-br/match/maritimo-lusitania-fc-lourosa/hsAxcUd
Romênia - Liga 1,10:30,Csikszereda,Botoşani,4.5,3.5,1.7,https://redscores.com/pt-br/match/botosani-csikszereda/L1xrXb
Romênia - Liga 1,12:45,CFR Cluj,Otelul,2.0,3.1,3.6,https://redscores.com/pt-br/match/otelul-cfr-cluj/fGxa8
Romênia - Liga 1,15:30,Dinamo Bucureşti,Universitatea Cluj,1.9,3.2,3.9,https://redscores.com/pt-br/match/dinamo-bucuresti-universitatea-cluj/Zixqqb
