id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19362181,Argentina - Superliga,19:00,Banfield,Tigre,https://redscores.com/pt-br/match/banfield-tigre/Qhxbub,,,2.7
19362185,Argentina - Superliga,19:00,Newell's Old Boys,Barracas Central,https://redscores.com/pt-br/match/newell-s-old-boys-barracas-central/qx3gb,,,2.15
19362186,Argentina - Superliga,21:15,Instituto,Independiente,https://redscores.com/pt-br/match/instituto-independiente/8ubxV4b,,,
19377667,China - Super League,08:00,Qingdao Hainiu,Henan Songshan Longmen,https://redscores.com/pt-br/match/henan-songshan-longmen-qingdao-hainiu/fibxj0c,,83,3.6
19391098,Brasil - Serie B,19:00,Operário PR,Coritiba,https://redscores.com/pt-br/match/coritiba-operario-pr/bvAxE7B,,,2.4
19375238,Chile - Primera Division,20:00,Unión La Calera,Palestino,https://redscores.com/pt-br/match/palestino-union-la-calera/eubxqRB,,,3.2
19444385,Colômbia - Liga BetPlay,20:00,Junior FC,Llaneros,https://redscores.com/pt-br/match/junior-fc-llaneros/WCbxMcc,,,1.55
19444386,Colômbia - Liga BetPlay,22:10,Rionegro Águilas,Millonarios,https://redscores.com/pt-br/match/rionegro-aguilas-millonarios/Zbxbdb,,,3.1
19371725,Equador - Liga Pro,21:00,Cuniburo,El Nacional,https://redscores.com/pt-br/match/el-nacional-cuniburo/3TxcjfA,,,
19380053,Estônia - Meistriliiga,13:30,Levadia,Trans,https://redscores.com/pt-br/match/levadia-trans/eFAxTVA,,85,1.48
19471196,Paraguai - Division 1,16:00,Atlético Tembetary,Sportivo Trinidense,https://redscores.com/pt-br/match/sportivo-trinidense-atletico-tembetary/Q7bx14bA,,73,3.5
19471193,Paraguai - Division 1,18:30,Sportivo Ameliano,Nacional Asunción,https://redscores.com/pt-br/match/nacional-asuncion-sportivo-ameliano/B6x04bA,,69,3.5
19347647,Irlanda - Premier Division,15:45,Cork City,Waterford United,https://redscores.com/pt-br/match/cork-city-waterford-united/KCxWl,,73,2.45
19347648,Irlanda - Premier Division,15:45,Derry City,St Patrick's,https://redscores.com/pt-br/match/derry-city-st-patrick-s/9Ixuk,,81,2.4
