liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Getafe,Elche,2.25,2.87,3.8,https://redscores.com/pt-br/match/getafe-elche/WAxAj
Alemanha - Bundesliga,16:30,M'Gladbach,RB Leipzig,3.1,3.8,2.15,https://redscores.com/pt-br/match/rb-leipzig-borussia-monchengladbach/QcxgF
Itália - Serie A,16:45,Como,Sassuolo,1.65,3.75,5.5,https://redscores.com/pt-br/match/como-sassuolo/mcxpw
França - Ligue 1,16:45,Metz,Rennes,3.8,3.6,1.9,https://redscores.com/pt-br/match/rennes-metz/zExs6
Países Baixos - Eredivisie,16:00,Zwolle,Heerenveen,3.75,3.9,1.85,https://redscores.com/pt-br/match/pec-zwolle-sc-heerenveen/uixiI
Portugal - Primeira Liga,17:15,Guimaraes,AVS,1.61,3.8,5.5,https://redscores.com/pt-br/match/vitoria-sc-avs/SGxqKFA
Turquia - Super Lig,14:00,Kocaelispor,Gençlerbirliği,1.9,3.4,4.0,https://redscores.com/pt-br/match/genclerbirligi-kocaelispor/vcxGwB
Brasil - Serie A,19:00,Juventude,Bahia,3.4,3.4,2.15,https://redscores.com/pt-br/match/juventude-bahia/YxKF
Brasil - Serie A,19:30,Vasco da Gama,Internacional,2.3,3.2,3.2,https://redscores.com/pt-br/match/vasco-da-gama-internacional/MFxgw
Brasil - Serie A,21:30,Santos,Sport Recife,1.3,5.75,8.5,https://redscores.com/pt-br/match/sport-recife-santos/rtxm9
Bélgica - Pro League,16:45,Mechelen,St. Liège,2.15,3.3,3.1,https://redscores.com/pt-br/match/standard-liege-mechelen/OFxfY
Inglaterra - Championship,17:00,Oxford Utd,Ipswich,5.75,4.0,1.6,https://redscores.com/pt-br/match/ipswich-town-oxford-united/4Ax2c
Espanha - La Liga 2,16:30,Gijón,FC Andorra,2.05,3.3,3.6,https://redscores.com/pt-br/match/sporting-gijon-fc-andorra/TCxq9bA
Itália - Serie B,16:30,Cesena,Modena,3.0,2.9,2.62,https://redscores.com/pt-br/match/modena-cesena/mixhk
Alemanha - 2. Bundesliga,14:30,Schalke,Paderborn,2.7,3.0,2.8,https://redscores.com/pt-br/match/schalke-04-paderborn/dAxJV
Alemanha - 2. Bundesliga,14:30,Hannover,Karlsruher,1.57,4.33,5.0,https://redscores.com/pt-br/match/hannover-96-karlsruher-sc/2UxB0
Países Baixos - Eerste Divisie,16:00,Cambuur,Helmond,1.5,4.33,5.75,https://redscores.com/pt-br/match/sc-cambuur-helmond-sport/qLxku
Países Baixos - Eerste Divisie,16:00,FC Emmen,Jong AZ,1.9,3.75,3.6,https://redscores.com/pt-br/match/fc-emmen-jong-az/Ruxc0
Países Baixos - Eerste Divisie,16:00,Venlo,Den Haag,7.0,4.75,1.42,https://redscores.com/pt-br/match/ado-den-haag-vvv-venlo/pjxaT
Países Baixos - Eerste Divisie,16:00,Dordrecht,Jong Utrecht,1.85,4.1,3.5,https://redscores.com/pt-br/match/fc-dordrecht-jong-utrecht/OGxfW
Países Baixos - Eerste Divisie,16:00,Den Bosch,Willem II,2.62,3.6,2.45,https://redscores.com/pt-br/match/willem-ii-fc-den-bosch/8fxdT
Dinamarca - Superliga,15:00,SønderjyskE,Viborg,2.3,3.5,2.87,https://redscores.com/pt-br/match/sonderjyske-viborg/mdxDu
África do Sul - Premier League,14:30,Richards Bay,AmaZulu,2.4,2.7,3.1,https://redscores.com/pt-br/match/amazulu-richards-bay/J2Axq0R
Albânia - Superliga,14:00,Vllaznia Shkodër,Teuta Durrës,1.8,3.1,4.2,https://redscores.com/pt-br/match/vllaznia-shkoder-teuta-durres/imAxjmA
Albânia - Superliga,14:00,AF Elbasani,Partizani Tirana,1.75,3.2,4.33,https://redscores.com/pt-br/match/partizani-tirana-af-elbasani/gmAx5LfA
Alemanha - 3. Liga,15:00,Wehen Wiesbaden,Aue,1.9,3.4,3.3,https://redscores.com/pt-br/match/erzgebirge-aue-wehen-wiesbaden/v3xv6
Armênia - Premier League,08:00,Gandzasar,BKMA,1.66,3.7,4.0,https://redscores.com/pt-br/match/bkma-gandzasar/lABAxNsEA
Austrália - A-League,05:35,Brisbane Roar,Melbourne Victory,2.55,3.5,2.62,https://redscores.com/pt-br/match/melbourne-victory-brisbane-roar/VHxjk
Bélgica - First Division B,16:00,Eupen,Lommel United,2.4,3.3,2.5,https://redscores.com/pt-br/match/as-eupen-lommel-united/QTxOv
Bélgica - First Division B,16:00,Beerschot,Liège,1.57,3.6,4.75,https://redscores.com/pt-br/match/beerschot-wilrijk-liege/2Txd2
Bolívia - Liga De Futbol Prof,16:00,Real Oruro,Real Tomayapo,1.61,4.0,4.75,https://redscores.com/pt-br/match/real-tomayapo-real-oruro/DTdAxmGfA
Bolívia - Liga De Futbol Prof,21:00,ABB,Always Ready,5.5,5.0,1.45,https://redscores.com/pt-br/match/always-ready-abb/J7AAxyseA
Chile - Primera Division,18:30,Cobresal,Colo-Colo,2.9,3.5,2.25,https://redscores.com/pt-br/match/cobresal-colo-colo/EvAxaeb
Croácia - 1. HNL,14:00,Vukovar,Osijek,3.0,3.1,2.15,https://redscores.com/pt-br/match/vukovar-osijek/f9Ax0Db
Dinamarca - First Division,15:00,B 93,Hobro,2.15,3.7,2.9,https://redscores.com/pt-br/match/b-93-hobro/5kx5N
Dinamarca - First Division,15:00,Hillerød,Lyngby,3.2,3.3,2.2,https://redscores.com/pt-br/match/lyngby-hillerod/NVxtcd
