liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Rayo Vallecano,Valencia,2.0,3.3,3.9,https://redscores.com/pt-br/match/valencia-rayo-vallecano/PBxFd
Itália - Serie A,16:45,Bologna,Cremonese,1.48,4.0,8.0,https://redscores.com/pt-br/match/bologna-cremonese/rIbxy2b
Portugal - Primeira Liga,17:15,Arouca,Braga,6.5,3.8,1.53,https://redscores.com/pt-br/match/sporting-braga-arouca/phxCdA
Turquia - Super Lig,14:00,Fenerbahçe,Galatasaray,2.2,3.5,3.1,https://redscores.com/pt-br/match/galatasaray-fenerbahce/rxNA
Turquia - Super Lig,14:00,Samsunspor,Alanyaspor,1.8,3.5,4.5,https://redscores.com/pt-br/match/alanyaspor-samsunspor/vCxCX
Inglaterra - Championship,17:00,Birmingham,Watford,1.7,3.7,5.0,https://redscores.com/pt-br/match/birmingham-city-watford/gxM
Países Baixos - Eerste Divisie,16:00,Jong PSV,Waalwijk,3.2,4.1,1.95,https://redscores.com/pt-br/match/rkc-waalwijk-jong-psv/KGxVY
Países Baixos - Eerste Divisie,16:00,Jong Ajax,Vitesse,3.0,3.6,2.15,https://redscores.com/pt-br/match/vitesse-jong-ajax/QAxtW
Dinamarca - Superliga,15:00,Brøndby,Fredericia,1.27,6.5,8.0,https://redscores.com/pt-br/match/brondby-fredericia/zcxCY
Chile - Primera Division,20:00,Audax Italiano,Ñublense,1.8,3.7,4.0,https://redscores.com/pt-br/match/audax-italiano-nublense/4EbxMkB
Croácia - 1. HNL,14:00,Gorica,Dinamo Zagreb,7.5,4.2,1.33,https://redscores.com/pt-br/match/dinamo-zagreb-gorica/BFxpfb
Polônia - Ekstraklasa,15:00,Motor Lublin,Legia,3.1,3.4,2.1,https://redscores.com/pt-br/match/legia-warszawa-motor-lublin/wCxfBB
Portugal - Segunda Liga,11:00,Ferreira,Felgueiras 1932,3.4,3.2,1.95,https://redscores.com/pt-br/match/pacos-de-ferreira-felgueiras-1932/mjxwsb
Portugal - Segunda Liga,15:00,Vizela,Feirense,1.8,3.2,4.1,https://redscores.com/pt-br/match/feirense-vizela/jdbx0Fb
Romênia - Liga 1,11:00,Petrolul 52,Metaloglobus,1.72,3.2,5.0,https://redscores.com/pt-br/match/metaloglobus-petrolul-52/9eBxPtR
Romênia - Liga 1,14:00,Universitatea Cluj,Universitatea Craiova,3.0,3.2,2.25,https://redscores.com/pt-br/match/universitatea-cluj-universitatea-craiova/qqbxMeB
